"Plot Title: 11009653"
"#","Date Time, GMT-06:00","DO conc, mg/L (LGR S/N: 11009653, SEN S/N: 11009653)","Temp, °F (LGR S/N: 11009653, SEN S/N: 11009653)","DO Adj Conc, mg/L (LGR S/N: 11009653)","Coupler Attached (LGR S/N: 11009653)","Coupler Detached (LGR S/N: 11009653)","Host Connected (LGR S/N: 11009653)","End Of File (LGR S/N: 11009653)"
1813,01/07/17 04:00:00 PM,13.80,32.22,,,,,
1814,01/07/17 04:30:00 PM,13.82,32.25,,,,,
1815,01/07/17 05:00:00 PM,13.81,32.25,,,,,
1816,01/07/17 05:30:00 PM,13.80,32.25,,,,,
1817,01/07/17 06:00:00 PM,13.77,32.25,,,,,
1818,01/07/17 06:30:00 PM,13.74,32.22,,,,,
1819,01/07/17 07:00:00 PM,13.71,32.22,,,,,
1820,01/07/17 07:30:00 PM,13.65,32.22,,,,,
1821,01/07/17 08:00:00 PM,13.61,32.22,,,,,
1822,01/07/17 08:30:00 PM,13.56,32.18,,,,,
1823,01/07/17 09:00:00 PM,13.51,32.18,,,,,
1824,01/07/17 09:30:00 PM,13.47,32.18,,,,,
1825,01/07/17 10:00:00 PM,13.46,32.18,,,,,
1826,01/07/17 10:30:00 PM,13.44,32.18,,,,,
1827,01/07/17 11:00:00 PM,13.42,32.18,,,,,
1828,01/07/17 11:30:00 PM,13.41,32.18,,,,,
1829,01/08/17 12:00:00 AM,13.40,32.18,,,,,
1830,01/08/17 12:30:00 AM,13.40,32.18,,,,,
1831,01/08/17 01:00:00 AM,13.37,32.18,,,,,
1832,01/08/17 01:30:00 AM,13.36,32.14,,,,,
1833,01/08/17 02:00:00 AM,13.38,32.14,,,,,
1834,01/08/17 02:30:00 AM,13.37,32.14,,,,,
1835,01/08/17 03:00:00 AM,13.38,32.14,,,,,
1836,01/08/17 03:30:00 AM,13.41,32.14,,,,,
1837,01/08/17 04:00:00 AM,13.40,32.14,,,,,
1838,01/08/17 04:30:00 AM,13.40,32.14,,,,,
1839,01/08/17 05:00:00 AM,13.42,32.14,,,,,
1840,01/08/17 05:30:00 AM,13.41,32.14,,,,,
1841,01/08/17 06:00:00 AM,13.41,32.14,,,,,
1842,01/08/17 06:30:00 AM,13.38,32.14,,,,,
1843,01/08/17 07:00:00 AM,13.38,32.14,,,,,
1844,01/08/17 07:30:00 AM,13.37,32.11,,,,,
1845,01/08/17 08:00:00 AM,13.37,32.11,,,,,
1846,01/08/17 08:30:00 AM,13.36,32.11,,,,,
1847,01/08/17 09:00:00 AM,13.34,32.11,,,,,
1848,01/08/17 09:30:00 AM,13.33,32.07,,,,,
1849,01/08/17 10:00:00 AM,13.35,32.07,,,,,
1850,01/08/17 10:30:00 AM,13.32,32.11,,,,,
1851,01/08/17 11:00:00 AM,13.31,32.11,,,,,
1852,01/08/17 11:30:00 AM,13.33,32.14,,,,,
1853,01/08/17 12:00:00 PM,13.34,32.14,,,,,
1854,01/08/17 12:30:00 PM,13.37,32.14,,,,,
1855,01/08/17 01:00:00 PM,13.40,32.18,,,,,
1856,01/08/17 01:30:00 PM,13.46,32.18,,,,,
1857,01/08/17 02:00:00 PM,13.51,32.18,,,,,
1858,01/08/17 02:30:00 PM,13.57,32.22,,,,,
1859,01/08/17 03:00:00 PM,13.62,32.22,,,,,
1860,01/08/17 03:30:00 PM,13.67,32.22,,,,,
1861,01/08/17 04:00:00 PM,13.73,32.22,,,,,
1862,01/08/17 04:30:00 PM,13.76,32.22,,,,,
1863,01/08/17 05:00:00 PM,13.77,32.22,,,,,
1864,01/08/17 05:30:00 PM,13.78,32.22,,,,,
1865,01/08/17 06:00:00 PM,13.75,32.22,,,,,
1866,01/08/17 06:30:00 PM,13.72,32.18,,,,,
1867,01/08/17 07:00:00 PM,13.67,32.18,,,,,
1868,01/08/17 07:30:00 PM,13.61,32.18,,,,,
1869,01/08/17 08:00:00 PM,13.55,32.18,,,,,
1870,01/08/17 08:30:00 PM,13.48,32.14,,,,,
1871,01/08/17 09:00:00 PM,13.44,32.14,,,,,
1872,01/08/17 09:30:00 PM,13.40,32.14,,,,,
1873,01/08/17 10:00:00 PM,13.36,32.14,,,,,
1874,01/08/17 10:30:00 PM,13.34,32.14,,,,,
1875,01/08/17 11:00:00 PM,13.30,32.11,,,,,
1876,01/08/17 11:30:00 PM,13.27,32.11,,,,,
1877,01/09/17 12:00:00 AM,13.25,32.11,,,,,
1878,01/09/17 12:30:00 AM,13.25,32.11,,,,,
1879,01/09/17 01:00:00 AM,13.23,32.11,,,,,
1880,01/09/17 01:30:00 AM,13.23,32.11,,,,,
1881,01/09/17 02:00:00 AM,13.22,32.11,,,,,
1882,01/09/17 02:30:00 AM,13.22,32.11,,,,,
1883,01/09/17 03:00:00 AM,13.22,32.11,,,,,
1884,01/09/17 03:30:00 AM,13.23,32.11,,,,,
1885,01/09/17 04:00:00 AM,13.23,32.11,,,,,
1886,01/09/17 04:30:00 AM,13.22,32.07,,,,,
1887,01/09/17 05:00:00 AM,13.22,32.11,,,,,
1888,01/09/17 05:30:00 AM,13.22,32.11,,,,,
1889,01/09/17 06:00:00 AM,13.21,32.11,,,,,
1890,01/09/17 06:30:00 AM,13.21,32.11,,,,,
1891,01/09/17 07:00:00 AM,13.21,32.07,,,,,
1892,01/09/17 07:30:00 AM,13.18,32.11,,,,,
1893,01/09/17 08:00:00 AM,13.17,32.11,,,,,
1894,01/09/17 08:30:00 AM,13.15,32.11,,,,,
1895,01/09/17 09:00:00 AM,13.14,32.11,,,,,
1896,01/09/17 09:30:00 AM,13.13,32.11,,,,,
1897,01/09/17 10:00:00 AM,13.12,32.11,,,,,
1898,01/09/17 10:30:00 AM,13.12,32.11,,,,,
1899,01/09/17 11:00:00 AM,13.09,32.11,,,,,
1900,01/09/17 11:30:00 AM,13.10,32.14,,,,,
1901,01/09/17 12:00:00 PM,13.09,32.18,,,,,
1902,01/09/17 12:30:00 PM,13.14,32.14,,,,,
1903,01/09/17 01:00:00 PM,13.18,32.11,,,,,
1904,01/09/17 01:30:00 PM,13.16,32.14,,,,,
1905,01/09/17 02:00:00 PM,13.14,32.18,,,,,
1906,01/09/17 02:30:00 PM,13.17,32.18,,,,,
1907,01/09/17 03:00:00 PM,13.21,32.18,,,,,
1908,01/09/17 03:30:00 PM,13.23,32.14,,,,,
1909,01/09/17 04:00:00 PM,13.24,32.14,,,,,
1910,01/09/17 04:30:00 PM,13.22,32.14,,,,,
1911,01/09/17 05:00:00 PM,13.21,32.14,,,,,
1912,01/09/17 05:30:00 PM,13.20,32.14,,,,,
1913,01/09/17 06:00:00 PM,13.18,32.14,,,,,
1914,01/09/17 06:30:00 PM,13.15,32.14,,,,,
1915,01/09/17 07:00:00 PM,13.12,32.14,,,,,
1916,01/09/17 07:30:00 PM,13.07,32.14,,,,,
1917,01/09/17 08:00:00 PM,13.05,32.14,,,,,
1918,01/09/17 08:30:00 PM,13.04,32.14,,,,,
1919,01/09/17 09:00:00 PM,13.01,32.14,,,,,
1920,01/09/17 09:30:00 PM,12.97,32.14,,,,,
1921,01/09/17 10:00:00 PM,12.95,32.14,,,,,
1922,01/09/17 10:30:00 PM,12.94,32.14,,,,,
1923,01/09/17 11:00:00 PM,12.93,32.14,,,,,
1924,01/09/17 11:30:00 PM,12.91,32.14,,,,,
1925,01/10/17 12:00:00 AM,12.90,32.11,,,,,
1926,01/10/17 12:30:00 AM,12.90,32.11,,,,,
1927,01/10/17 01:00:00 AM,12.86,32.14,,,,,
1928,01/10/17 01:30:00 AM,12.82,32.14,,,,,
1929,01/10/17 02:00:00 AM,12.84,32.14,,,,,
1930,01/10/17 02:30:00 AM,12.82,32.14,,,,,
1931,01/10/17 03:00:00 AM,12.82,32.11,,,,,
1932,01/10/17 03:30:00 AM,12.83,32.14,,,,,
1933,01/10/17 04:00:00 AM,12.83,32.14,,,,,
1934,01/10/17 04:30:00 AM,12.83,32.14,,,,,
1935,01/10/17 05:00:00 AM,12.82,32.14,,,,,
1936,01/10/17 05:30:00 AM,12.82,32.14,,,,,
1937,01/10/17 06:00:00 AM,12.80,32.14,,,,,
1938,01/10/17 06:30:00 AM,12.80,32.14,,,,,
1939,01/10/17 07:00:00 AM,12.81,32.14,,,,,
1940,01/10/17 07:30:00 AM,12.82,32.11,,,,,
1941,01/10/17 08:00:00 AM,12.82,32.11,,,,,
1942,01/10/17 08:30:00 AM,12.79,32.14,,,,,
1943,01/10/17 09:00:00 AM,12.79,32.14,,,,,
1944,01/10/17 09:30:00 AM,12.76,32.14,,,,,
1945,01/10/17 10:00:00 AM,12.79,32.11,,,,,
1946,01/10/17 10:30:00 AM,12.76,32.11,,,,,
1947,01/10/17 11:00:00 AM,12.70,32.14,,,,,
1948,01/10/17 11:30:00 AM,12.66,32.14,,,,,
1949,01/10/17 12:00:00 PM,12.61,32.18,,,,,
1950,01/10/17 12:30:00 PM,12.59,32.18,,,,,
1951,01/10/17 01:00:00 PM,12.60,32.18,,,,,
1952,01/10/17 01:30:00 PM,12.60,32.14,,,,,
1953,01/10/17 02:00:00 PM,12.60,32.14,,,,,
1954,01/10/17 02:30:00 PM,12.56,32.18,,,,,
1955,01/10/17 03:00:00 PM,12.59,32.14,,,,,
1956,01/10/17 03:30:00 PM,12.60,32.14,,,,,
1957,01/10/17 04:00:00 PM,12.59,32.18,,,,,
1958,01/10/17 04:30:00 PM,12.56,32.18,,,,,
1959,01/10/17 05:00:00 PM,12.55,32.18,,,,,
1960,01/10/17 05:30:00 PM,12.56,32.18,,,,,
1961,01/10/17 06:00:00 PM,12.54,32.18,,,,,
1962,01/10/17 06:30:00 PM,12.51,32.18,,,,,
1963,01/10/17 07:00:00 PM,12.50,32.18,,,,,
1964,01/10/17 07:30:00 PM,12.49,32.18,,,,,
1965,01/10/17 08:00:00 PM,12.45,32.18,,,,,
1966,01/10/17 08:30:00 PM,12.45,32.18,,,,,
1967,01/10/17 09:00:00 PM,12.43,32.18,,,,,
1968,01/10/17 09:30:00 PM,12.44,32.18,,,,,
1969,01/10/17 10:00:00 PM,12.43,32.18,,,,,
1970,01/10/17 10:30:00 PM,12.42,32.22,,,,,
1971,01/10/17 11:00:00 PM,12.40,32.22,,,,,
1972,01/10/17 11:30:00 PM,12.40,32.22,,,,,
1973,01/11/17 12:00:00 AM,12.42,32.22,,,,,
1974,01/11/17 12:30:00 AM,12.41,32.22,,,,,
1975,01/11/17 01:00:00 AM,12.41,32.22,,,,,
1976,01/11/17 01:30:00 AM,12.40,32.22,,,,,
1977,01/11/17 02:00:00 AM,12.43,32.22,,,,,
1978,01/11/17 02:30:00 AM,12.43,32.22,,,,,
1979,01/11/17 03:00:00 AM,12.43,32.22,,,,,
1980,01/11/17 03:30:00 AM,12.45,32.18,,,,,
1981,01/11/17 04:00:00 AM,12.45,32.18,,,,,
1982,01/11/17 04:30:00 AM,12.46,32.18,,,,,
1983,01/11/17 05:00:00 AM,12.44,32.18,,,,,
1984,01/11/17 05:30:00 AM,12.44,32.18,,,,,
1985,01/11/17 06:00:00 AM,12.43,32.18,,,,,
1986,01/11/17 06:30:00 AM,12.46,32.18,,,,,
1987,01/11/17 07:00:00 AM,12.46,32.14,,,,,
1988,01/11/17 07:30:00 AM,12.49,32.14,,,,,
1989,01/11/17 08:00:00 AM,12.51,32.14,,,,,
1990,01/11/17 08:30:00 AM,12.49,32.11,,,,,
1991,01/11/17 09:00:00 AM,12.64,32.07,,,,,
1992,01/11/17 09:30:00 AM,12.60,32.07,,,,,
1993,01/11/17 10:00:00 AM,12.49,32.11,,,,,
1994,01/11/17 10:30:00 AM,12.45,32.11,,,,,
1995,01/11/17 11:00:00 AM,12.44,32.11,,,,,
1996,01/11/17 11:30:00 AM,12.41,32.14,,,,,
1997,01/11/17 12:00:00 PM,12.40,32.14,,,,,
1998,01/11/17 12:30:00 PM,12.40,32.14,,,,,
1999,01/11/17 01:00:00 PM,12.39,32.14,,,,,
2000,01/11/17 01:30:00 PM,12.42,32.11,,,,,
2001,01/11/17 02:00:00 PM,12.43,32.11,,,,,
2002,01/11/17 02:30:00 PM,12.42,32.14,,,,,
2003,01/11/17 03:00:00 PM,12.44,32.11,,,,,
2004,01/11/17 03:30:00 PM,12.46,32.11,,,,,
2005,01/11/17 04:00:00 PM,12.46,32.11,,,,,
2006,01/11/17 04:30:00 PM,12.45,32.14,,,,,
2007,01/11/17 05:00:00 PM,12.46,32.11,,,,,
2008,01/11/17 05:30:00 PM,12.47,32.11,,,,,
2009,01/11/17 06:00:00 PM,12.47,32.14,,,,,
2010,01/11/17 06:30:00 PM,12.47,32.14,,,,,
2011,01/11/17 07:00:00 PM,12.47,32.14,,,,,
2012,01/11/17 07:30:00 PM,12.43,32.14,,,,,
2013,01/11/17 08:00:00 PM,12.42,32.14,,,,,
2014,01/11/17 08:30:00 PM,12.42,32.14,,,,,
2015,01/11/17 09:00:00 PM,12.37,32.14,,,,,
2016,01/11/17 09:30:00 PM,12.39,32.14,,,,,
2017,01/11/17 10:00:00 PM,12.36,32.14,,,,,
2018,01/11/17 10:30:00 PM,12.34,32.18,,,,,
2019,01/11/17 11:00:00 PM,12.37,32.14,,,,,
2020,01/11/17 11:30:00 PM,12.34,32.18,,,,,
2021,01/12/17 12:00:00 AM,12.34,32.18,,,,,
2022,01/12/17 12:30:00 AM,12.36,32.18,,,,,
2023,01/12/17 01:00:00 AM,12.34,32.18,,,,,
2024,01/12/17 01:30:00 AM,12.35,32.18,,,,,
2025,01/12/17 02:00:00 AM,12.39,32.14,,,,,
2026,01/12/17 02:30:00 AM,12.39,32.14,,,,,
2027,01/12/17 03:00:00 AM,12.40,32.14,,,,,
2028,01/12/17 03:30:00 AM,12.42,32.14,,,,,
2029,01/12/17 04:00:00 AM,12.40,32.14,,,,,
2030,01/12/17 04:30:00 AM,12.40,32.14,,,,,
2031,01/12/17 05:00:00 AM,12.39,32.14,,,,,
2032,01/12/17 05:30:00 AM,12.37,32.14,,,,,
2033,01/12/17 06:00:00 AM,12.39,32.14,,,,,
2034,01/12/17 06:30:00 AM,12.35,32.18,,,,,
2035,01/12/17 07:00:00 AM,12.34,32.14,,,,,
2036,01/12/17 07:30:00 AM,12.35,32.14,,,,,
2037,01/12/17 08:00:00 AM,12.35,32.14,,,,,
2038,01/12/17 08:30:00 AM,12.35,32.14,,,,,
2039,01/12/17 09:00:00 AM,12.35,32.14,,,,,
2040,01/12/17 09:30:00 AM,12.50,32.11,,,,,
2041,01/12/17 10:00:00 AM,12.49,32.11,,,,,
2042,01/12/17 10:30:00 AM,12.49,32.11,,,,,
2043,01/12/17 11:00:00 AM,12.44,32.11,,,,,
2044,01/12/17 11:30:00 AM,12.39,32.14,,,,,
2045,01/12/17 12:00:00 PM,12.34,32.14,,,,,
2046,01/12/17 12:30:00 PM,12.29,32.14,,,,,
2047,01/12/17 01:00:00 PM,12.30,32.14,,,,,
2048,01/12/17 01:30:00 PM,12.32,32.14,,,,,
2049,01/12/17 02:00:00 PM,12.33,32.18,,,,,
2050,01/12/17 02:30:00 PM,12.34,32.18,,,,,
2051,01/12/17 03:00:00 PM,12.33,32.18,,,,,
2052,01/12/17 03:30:00 PM,12.36,32.18,,,,,
2053,01/12/17 04:00:00 PM,12.39,32.18,,,,,
2054,01/12/17 04:30:00 PM,12.45,32.18,,,,,
2055,01/12/17 05:00:00 PM,12.47,32.18,,,,,
2056,01/12/17 05:30:00 PM,12.50,32.18,,,,,
2057,01/12/17 06:00:00 PM,12.50,32.18,,,,,
2058,01/12/17 06:30:00 PM,12.51,32.18,,,,,
2059,01/12/17 07:00:00 PM,12.50,32.18,,,,,
2060,01/12/17 07:30:00 PM,12.44,32.18,,,,,
2061,01/12/17 08:00:00 PM,12.47,32.18,,,,,
2062,01/12/17 08:30:00 PM,12.40,32.22,,,,,
2063,01/12/17 09:00:00 PM,12.36,32.22,,,,,
2064,01/12/17 09:30:00 PM,12.40,32.22,,,,,
2065,01/12/17 10:00:00 PM,12.34,32.22,,,,,
2066,01/12/17 10:30:00 PM,12.32,32.25,,,,,
2067,01/12/17 11:00:00 PM,12.31,32.22,,,,,
2068,01/12/17 11:30:00 PM,12.29,32.25,,,,,
2069,01/13/17 12:00:00 AM,12.29,32.25,,,,,
2070,01/13/17 12:30:00 AM,12.33,32.22,,,,,
2071,01/13/17 01:00:00 AM,12.30,32.25,,,,,
2072,01/13/17 01:30:00 AM,12.31,32.22,,,,,
2073,01/13/17 02:00:00 AM,12.32,32.22,,,,,
2074,01/13/17 02:30:00 AM,12.30,32.25,,,,,
2075,01/13/17 03:00:00 AM,12.30,32.25,,,,,
2076,01/13/17 03:30:00 AM,12.29,32.22,,,,,
2077,01/13/17 04:00:00 AM,12.25,32.25,,,,,
2078,01/13/17 04:30:00 AM,12.27,32.25,,,,,
2079,01/13/17 05:00:00 AM,12.29,32.25,,,,,
2080,01/13/17 05:30:00 AM,12.30,32.25,,,,,
2081,01/13/17 06:00:00 AM,12.31,32.22,,,,,
2082,01/13/17 06:30:00 AM,12.34,32.22,,,,,
2083,01/13/17 07:00:00 AM,12.34,32.22,,,,,
2084,01/13/17 07:30:00 AM,12.40,32.22,,,,,
2085,01/13/17 08:00:00 AM,12.41,32.22,,,,,
2086,01/13/17 08:30:00 AM,12.46,32.18,,,,,
2087,01/13/17 09:00:00 AM,12.45,32.18,,,,,
2088,01/13/17 09:30:00 AM,12.59,32.14,,,,,
2089,01/13/17 10:00:00 AM,12.50,32.18,,,,,
2090,01/13/17 10:30:00 AM,12.64,32.11,,,,,
2091,01/13/17 11:00:00 AM,12.69,32.11,,,,,
2092,01/13/17 11:30:00 AM,12.57,32.14,,,,,
2093,01/13/17 12:00:00 PM,12.59,32.14,,,,,
2094,01/13/17 12:30:00 PM,12.59,32.14,,,,,
2095,01/13/17 01:00:00 PM,12.59,32.14,,,,,
2096,01/13/17 01:30:00 PM,12.54,32.14,,,,,
2097,01/13/17 02:00:00 PM,12.55,32.14,,,,,
2098,01/13/17 02:30:00 PM,12.52,32.14,,,,,
2099,01/13/17 03:00:00 PM,12.62,32.11,,,,,
2100,01/13/17 03:30:00 PM,12.52,32.14,,,,,
2101,01/13/17 04:00:00 PM,12.70,32.11,,,,,
2102,01/13/17 04:30:00 PM,12.67,32.14,,,,,
2103,01/13/17 05:00:00 PM,12.69,32.14,,,,,
2104,01/13/17 05:30:00 PM,12.71,32.14,,,,,
2105,01/13/17 06:00:00 PM,12.72,32.14,,,,,
2106,01/13/17 06:30:00 PM,12.71,32.14,,,,,
2107,01/13/17 07:00:00 PM,12.73,32.14,,,,,
2108,01/13/17 07:30:00 PM,12.72,32.11,,,,,
2109,01/13/17 08:00:00 PM,12.72,32.11,,,,,
2110,01/13/17 08:30:00 PM,12.71,32.11,,,,,
2111,01/13/17 09:00:00 PM,12.71,32.11,,,,,
2112,01/13/17 09:30:00 PM,12.70,32.11,,,,,
2113,01/13/17 10:00:00 PM,12.64,32.11,,,,,
2114,01/13/17 10:30:00 PM,12.63,32.11,,,,,
2115,01/13/17 11:00:00 PM,12.64,32.11,,,,,
2116,01/13/17 11:30:00 PM,12.62,32.11,,,,,
2117,01/14/17 12:00:00 AM,12.62,32.11,,,,,
2118,01/14/17 12:30:00 AM,12.59,32.11,,,,,
2119,01/14/17 01:00:00 AM,12.56,32.11,,,,,
2120,01/14/17 01:30:00 AM,12.56,32.11,,,,,
2121,01/14/17 02:00:00 AM,12.57,32.11,,,,,
2122,01/14/17 02:30:00 AM,12.57,32.07,,,,,
2123,01/14/17 03:00:00 AM,12.53,32.11,,,,,
2124,01/14/17 03:30:00 AM,12.53,32.11,,,,,
2125,01/14/17 04:00:00 AM,12.53,32.11,,,,,
2126,01/14/17 04:30:00 AM,12.53,32.11,,,,,
2127,01/14/17 05:00:00 AM,12.55,32.11,,,,,
2128,01/14/17 05:30:00 AM,12.52,32.11,,,,,
2129,01/14/17 06:00:00 AM,12.50,32.11,,,,,
2130,01/14/17 06:30:00 AM,12.51,32.11,,,,,
2131,01/14/17 07:00:00 AM,12.55,32.11,,,,,
2132,01/14/17 07:30:00 AM,12.53,32.11,,,,,
2133,01/14/17 08:00:00 AM,12.53,32.11,,,,,
2134,01/14/17 08:30:00 AM,12.50,32.14,,,,,
2135,01/14/17 09:00:00 AM,12.56,32.11,,,,,
2136,01/14/17 09:30:00 AM,12.53,32.14,,,,,
2137,01/14/17 10:00:00 AM,12.53,32.11,,,,,
2138,01/14/17 10:30:00 AM,12.55,32.11,,,,,
2139,01/14/17 11:00:00 AM,12.57,32.11,,,,,
2140,01/14/17 11:30:00 AM,12.57,32.11,,,,,
2141,01/14/17 12:00:00 PM,12.57,32.11,,,,,
2142,01/14/17 12:30:00 PM,12.59,32.11,,,,,
2143,01/14/17 01:00:00 PM,12.61,32.11,,,,,
2144,01/14/17 01:30:00 PM,12.62,32.11,,,,,
2145,01/14/17 02:00:00 PM,12.64,32.14,,,,,
2146,01/14/17 02:30:00 PM,12.67,32.11,,,,,
2147,01/14/17 03:00:00 PM,12.69,32.14,,,,,
2148,01/14/17 03:30:00 PM,12.73,32.14,,,,,
2149,01/14/17 04:00:00 PM,12.74,32.14,,,,,
2150,01/14/17 04:30:00 PM,12.76,32.14,,,,,
2151,01/14/17 05:00:00 PM,12.77,32.14,,,,,
2152,01/14/17 05:30:00 PM,12.79,32.14,,,,,
2153,01/14/17 06:00:00 PM,12.80,32.14,,,,,
2154,01/14/17 06:30:00 PM,12.77,32.14,,,,,
2155,01/14/17 07:00:00 PM,12.77,32.14,,,,,
2156,01/14/17 07:30:00 PM,12.75,32.14,,,,,
2157,01/14/17 08:00:00 PM,12.75,32.14,,,,,
2158,01/14/17 08:30:00 PM,12.74,32.14,,,,,
2159,01/14/17 09:00:00 PM,12.72,32.14,,,,,
2160,01/14/17 09:30:00 PM,12.69,32.14,,,,,
2161,01/14/17 10:00:00 PM,12.69,32.14,,,,,
2162,01/14/17 10:30:00 PM,12.67,32.14,,,,,
2163,01/14/17 11:00:00 PM,12.65,32.14,,,,,
2164,01/14/17 11:30:00 PM,12.63,32.14,,,,,
2165,01/15/17 12:00:00 AM,12.62,32.14,,,,,
2166,01/15/17 12:30:00 AM,12.62,32.14,,,,,
2167,01/15/17 01:00:00 AM,12.62,32.14,,,,,
2168,01/15/17 01:30:00 AM,12.61,32.14,,,,,
2169,01/15/17 02:00:00 AM,12.59,32.14,,,,,
2170,01/15/17 02:30:00 AM,12.57,32.14,,,,,
2171,01/15/17 03:00:00 AM,12.56,32.14,,,,,
2172,01/15/17 03:30:00 AM,12.54,32.14,,,,,
2173,01/15/17 04:00:00 AM,12.55,32.14,,,,,
2174,01/15/17 04:30:00 AM,12.53,32.14,,,,,
2175,01/15/17 05:00:00 AM,12.52,32.14,,,,,
2176,01/15/17 05:30:00 AM,12.51,32.14,,,,,
2177,01/15/17 06:00:00 AM,12.52,32.14,,,,,
2178,01/15/17 06:30:00 AM,12.52,32.18,,,,,
2179,01/15/17 07:00:00 AM,12.54,32.14,,,,,
2180,01/15/17 07:30:00 AM,12.53,32.18,,,,,
2181,01/15/17 08:00:00 AM,12.54,32.14,,,,,
2182,01/15/17 08:30:00 AM,12.54,32.18,,,,,
2183,01/15/17 09:00:00 AM,12.54,32.18,,,,,
2184,01/15/17 09:30:00 AM,12.55,32.14,,,,,
2185,01/15/17 10:00:00 AM,12.54,32.14,,,,,
2186,01/15/17 10:30:00 AM,12.55,32.18,,,,,
2187,01/15/17 11:00:00 AM,12.54,32.18,,,,,
2188,01/15/17 11:30:00 AM,12.53,32.18,,,,,
2189,01/15/17 12:00:00 PM,12.54,32.18,,,,,
2190,01/15/17 12:30:00 PM,12.55,32.18,,,,,
2191,01/15/17 01:00:00 PM,12.56,32.18,,,,,
2192,01/15/17 01:30:00 PM,12.59,32.18,,,,,
2193,01/15/17 02:00:00 PM,12.61,32.18,,,,,
2194,01/15/17 02:30:00 PM,12.65,32.18,,,,,
2195,01/15/17 03:00:00 PM,12.64,32.22,,,,,
2196,01/15/17 03:30:00 PM,12.69,32.22,,,,,
2197,01/15/17 04:00:00 PM,12.69,32.22,,,,,
2198,01/15/17 04:30:00 PM,12.71,32.22,,,,,
2199,01/15/17 05:00:00 PM,12.72,32.22,,,,,
2200,01/15/17 05:30:00 PM,12.72,32.22,,,,,
2201,01/15/17 06:00:00 PM,12.74,32.18,,,,,
2202,01/15/17 06:30:00 PM,12.76,32.18,,,,,
2203,01/15/17 07:00:00 PM,12.75,32.18,,,,,
2204,01/15/17 07:30:00 PM,12.73,32.18,,,,,
2205,01/15/17 08:00:00 PM,12.74,32.18,,,,,
2206,01/15/17 08:30:00 PM,12.71,32.18,,,,,
2207,01/15/17 09:00:00 PM,12.67,32.22,,,,,
2208,01/15/17 09:30:00 PM,12.65,32.22,,,,,
2209,01/15/17 10:00:00 PM,12.62,32.22,,,,,
2210,01/15/17 10:30:00 PM,12.59,32.22,,,,,
2211,01/15/17 11:00:00 PM,12.53,32.22,,,,,
2212,01/15/17 11:30:00 PM,12.54,32.22,,,,,
2213,01/16/17 12:00:00 AM,12.53,32.22,,,,,
2214,01/16/17 12:30:00 AM,12.47,32.22,,,,,
2215,01/16/17 01:00:00 AM,12.43,32.22,,,,,
2216,01/16/17 01:30:00 AM,12.40,32.25,,,,,
2217,01/16/17 02:00:00 AM,12.40,32.25,,,,,
2218,01/16/17 02:30:00 AM,12.41,32.22,,,,,
2219,01/16/17 03:00:00 AM,12.40,32.22,,,,,
2220,01/16/17 03:30:00 AM,12.40,32.22,,,,,
2221,01/16/17 04:00:00 AM,12.42,32.22,,,,,
2222,01/16/17 04:30:00 AM,12.43,32.22,,,,,
2223,01/16/17 05:00:00 AM,12.44,32.22,,,,,
2224,01/16/17 05:30:00 AM,12.45,32.22,,,,,
2225,01/16/17 06:00:00 AM,12.42,32.22,,,,,
2226,01/16/17 06:30:00 AM,12.44,32.22,,,,,
2227,01/16/17 07:00:00 AM,12.47,32.22,,,,,
2228,01/16/17 07:30:00 AM,12.46,32.22,,,,,
2229,01/16/17 08:00:00 AM,12.46,32.22,,,,,
2230,01/16/17 08:30:00 AM,12.45,32.22,,,,,
2231,01/16/17 09:00:00 AM,12.46,32.22,,,,,
2232,01/16/17 09:30:00 AM,12.47,32.22,,,,,
2233,01/16/17 10:00:00 AM,12.47,32.22,,,,,
2234,01/16/17 10:30:00 AM,12.50,32.18,,,,,
2235,01/16/17 11:00:00 AM,12.49,32.22,,,,,
2236,01/16/17 11:30:00 AM,12.49,32.22,,,,,
2237,01/16/17 12:00:00 PM,12.50,32.22,,,,,
2238,01/16/17 12:30:00 PM,12.47,32.22,,,,,
2239,01/16/17 01:00:00 PM,12.50,32.22,,,,,
2240,01/16/17 01:30:00 PM,12.49,32.22,,,,,
2241,01/16/17 02:00:00 PM,12.51,32.22,,,,,
2242,01/16/17 02:30:00 PM,12.51,32.22,,,,,
2243,01/16/17 03:00:00 PM,12.53,32.22,,,,,
2244,01/16/17 03:30:00 PM,12.52,32.25,,,,,
2245,01/16/17 04:00:00 PM,12.54,32.22,,,,,
2246,01/16/17 04:30:00 PM,12.54,32.22,,,,,
2247,01/16/17 05:00:00 PM,12.56,32.22,,,,,
2248,01/16/17 05:30:00 PM,12.56,32.22,,,,,
2249,01/16/17 06:00:00 PM,12.55,32.22,,,,,
2250,01/16/17 06:30:00 PM,12.54,32.18,,,,,
2251,01/16/17 07:00:00 PM,12.55,32.18,,,,,
2252,01/16/17 07:30:00 PM,12.53,32.18,,,,,
2253,01/16/17 08:00:00 PM,12.50,32.18,,,,,
2254,01/16/17 08:30:00 PM,12.49,32.18,,,,,
2255,01/16/17 09:00:00 PM,12.47,32.18,,,,,
2256,01/16/17 09:30:00 PM,12.46,32.18,,,,,
2257,01/16/17 10:00:00 PM,12.43,32.18,,,,,
