"Plot Title: 11009653"
"#","Date Time, GMT-06:00","DO conc, mg/L (LGR S/N: 11009653, SEN S/N: 11009653)","Temp, °F (LGR S/N: 11009653, SEN S/N: 11009653)","DO Adj Conc, mg/L (LGR S/N: 11009653)","Coupler Attached (LGR S/N: 11009653)","Coupler Detached (LGR S/N: 11009653)","Host Connected (LGR S/N: 11009653)","End Of File (LGR S/N: 11009653)"
1368,12/29/16 09:30:00 AM,13.28,32.36,,,,,
1369,12/29/16 10:00:00 AM,13.27,32.36,,,,,
1370,12/29/16 10:30:00 AM,13.27,32.36,,,,,
1371,12/29/16 11:00:00 AM,13.31,32.40,,,,,
1372,12/29/16 11:30:00 AM,13.33,32.40,,,,,
1373,12/29/16 12:00:00 PM,13.37,32.43,,,,,
1374,12/29/16 12:30:00 PM,13.42,32.50,,,,,
1375,12/29/16 01:00:00 PM,13.50,32.54,,,,,
1376,12/29/16 01:30:00 PM,13.57,32.58,,,,,
1377,12/29/16 02:00:00 PM,13.63,32.61,,,,,
1378,12/29/16 02:30:00 PM,13.67,32.58,,,,,
1379,12/29/16 03:00:00 PM,13.72,32.58,,,,,
1380,12/29/16 03:30:00 PM,13.74,32.58,,,,,
1381,12/29/16 04:00:00 PM,13.77,32.58,,,,,
1382,12/29/16 04:30:00 PM,13.77,32.54,,,,,
1383,12/29/16 05:00:00 PM,13.76,32.54,,,,,
1384,12/29/16 05:30:00 PM,13.75,32.50,,,,,
1385,12/29/16 06:00:00 PM,13.73,32.50,,,,,
1386,12/29/16 06:30:00 PM,13.70,32.50,,,,,
1387,12/29/16 07:00:00 PM,13.64,32.47,,,,,
1388,12/29/16 07:30:00 PM,13.58,32.43,,,,,
1389,12/29/16 08:00:00 PM,13.54,32.43,,,,,
1390,12/29/16 08:30:00 PM,13.51,32.43,,,,,
1391,12/29/16 09:00:00 PM,13.47,32.43,,,,,
1392,12/29/16 09:30:00 PM,13.44,32.40,,,,,
1393,12/29/16 10:00:00 PM,13.43,32.40,,,,,
1394,12/29/16 10:30:00 PM,13.38,32.36,,,,,
1395,12/29/16 11:00:00 PM,13.40,32.36,,,,,
1396,12/29/16 11:30:00 PM,13.38,32.36,,,,,
1397,12/30/16 12:00:00 AM,13.40,32.36,,,,,
1398,12/30/16 12:30:00 AM,13.40,32.36,,,,,
1399,12/30/16 01:00:00 AM,13.41,32.36,,,,,
1400,12/30/16 01:30:00 AM,13.41,32.32,,,,,
1401,12/30/16 02:00:00 AM,13.41,32.32,,,,,
1402,12/30/16 02:30:00 AM,13.41,32.32,,,,,
1403,12/30/16 03:00:00 AM,13.40,32.32,,,,,
1404,12/30/16 03:30:00 AM,13.40,32.29,,,,,
1405,12/30/16 04:00:00 AM,13.40,32.29,,,,,
1406,12/30/16 04:30:00 AM,13.40,32.29,,,,,
1407,12/30/16 05:00:00 AM,13.38,32.29,,,,,
1408,12/30/16 05:30:00 AM,13.38,32.25,,,,,
1409,12/30/16 06:00:00 AM,13.37,32.25,,,,,
1410,12/30/16 06:30:00 AM,13.36,32.25,,,,,
1411,12/30/16 07:00:00 AM,13.35,32.22,,,,,
1412,12/30/16 07:30:00 AM,13.36,32.22,,,,,
1413,12/30/16 08:00:00 AM,13.36,32.22,,,,,
1414,12/30/16 08:30:00 AM,13.34,32.22,,,,,
1415,12/30/16 09:00:00 AM,13.34,32.22,,,,,
1416,12/30/16 09:30:00 AM,13.34,32.22,,,,,
1417,12/30/16 10:00:00 AM,13.36,32.25,,,,,
1418,12/30/16 10:30:00 AM,13.38,32.29,,,,,
1419,12/30/16 11:00:00 AM,13.44,32.32,,,,,
1420,12/30/16 11:30:00 AM,13.51,32.36,,,,,
1421,12/30/16 12:00:00 PM,13.60,32.40,,,,,
1422,12/30/16 12:30:00 PM,13.68,32.43,,,,,
1423,12/30/16 01:00:00 PM,13.76,32.47,,,,,
1424,12/30/16 01:30:00 PM,13.86,32.50,,,,,
1425,12/30/16 02:00:00 PM,13.96,32.54,,,,,
1426,12/30/16 02:30:00 PM,14.04,32.54,,,,,
1427,12/30/16 03:00:00 PM,14.08,32.54,,,,,
1428,12/30/16 03:30:00 PM,14.11,32.54,,,,,
1429,12/30/16 04:00:00 PM,14.13,32.54,,,,,
1430,12/30/16 04:30:00 PM,14.13,32.54,,,,,
1431,12/30/16 05:00:00 PM,14.11,32.47,,,,,
1432,12/30/16 05:30:00 PM,14.07,32.43,,,,,
1433,12/30/16 06:00:00 PM,14.02,32.43,,,,,
1434,12/30/16 06:30:00 PM,13.94,32.40,,,,,
1435,12/30/16 07:00:00 PM,13.88,32.36,,,,,
1436,12/30/16 07:30:00 PM,13.81,32.36,,,,,
1437,12/30/16 08:00:00 PM,13.72,32.36,,,,,
1438,12/30/16 08:30:00 PM,13.66,32.32,,,,,
1439,12/30/16 09:00:00 PM,13.64,32.32,,,,,
1440,12/30/16 09:30:00 PM,13.60,32.32,,,,,
1441,12/30/16 10:00:00 PM,13.58,32.32,,,,,
1442,12/30/16 10:30:00 PM,13.57,32.29,,,,,
1443,12/30/16 11:00:00 PM,13.54,32.29,,,,,
1444,12/30/16 11:30:00 PM,13.55,32.29,,,,,
1445,12/31/16 12:00:00 AM,13.54,32.29,,,,,
1446,12/31/16 12:30:00 AM,13.53,32.29,,,,,
1447,12/31/16 01:00:00 AM,13.53,32.29,,,,,
1448,12/31/16 01:30:00 AM,13.53,32.29,,,,,
1449,12/31/16 02:00:00 AM,13.51,32.25,,,,,
1450,12/31/16 02:30:00 AM,13.48,32.25,,,,,
1451,12/31/16 03:00:00 AM,13.48,32.25,,,,,
1452,12/31/16 03:30:00 AM,13.47,32.29,,,,,
1453,12/31/16 04:00:00 AM,13.45,32.25,,,,,
1454,12/31/16 04:30:00 AM,13.43,32.29,,,,,
1455,12/31/16 05:00:00 AM,13.42,32.25,,,,,
1456,12/31/16 05:30:00 AM,13.38,32.25,,,,,
1457,12/31/16 06:00:00 AM,13.36,32.25,,,,,
1458,12/31/16 06:30:00 AM,13.34,32.25,,,,,
1459,12/31/16 07:00:00 AM,13.32,32.25,,,,,
1460,12/31/16 07:30:00 AM,13.31,32.25,,,,,
1461,12/31/16 08:00:00 AM,13.30,32.25,,,,,
1462,12/31/16 08:30:00 AM,13.27,32.25,,,,,
1463,12/31/16 09:00:00 AM,13.27,32.29,,,,,
1464,12/31/16 09:30:00 AM,13.25,32.29,,,,,
1465,12/31/16 10:00:00 AM,13.27,32.29,,,,,
1466,12/31/16 10:30:00 AM,13.28,32.32,,,,,
1467,12/31/16 11:00:00 AM,13.33,32.36,,,,,
1468,12/31/16 11:30:00 AM,13.40,32.43,,,,,
1469,12/31/16 12:00:00 PM,13.46,32.50,,,,,
1470,12/31/16 12:30:00 PM,13.58,32.58,,,,,
1471,12/31/16 01:00:00 PM,13.71,32.65,,,,,
1472,12/31/16 01:30:00 PM,13.81,32.72,,,,,
1473,12/31/16 02:00:00 PM,13.93,32.79,,,,,
1474,12/31/16 02:30:00 PM,14.01,32.86,,,,,
1475,12/31/16 03:00:00 PM,14.10,32.90,,,,,
1476,12/31/16 03:30:00 PM,14.16,32.90,,,,,
1477,12/31/16 04:00:00 PM,14.19,32.90,,,,,
1478,12/31/16 04:30:00 PM,14.23,32.86,,,,,
1479,12/31/16 05:00:00 PM,14.23,32.83,,,,,
1480,12/31/16 05:30:00 PM,14.22,32.76,,,,,
1481,12/31/16 06:00:00 PM,14.16,32.72,,,,,
1482,12/31/16 06:30:00 PM,14.08,32.68,,,,,
1483,12/31/16 07:00:00 PM,14.01,32.65,,,,,
1484,12/31/16 07:30:00 PM,13.91,32.61,,,,,
1485,12/31/16 08:00:00 PM,13.83,32.58,,,,,
1486,12/31/16 08:30:00 PM,13.78,32.54,,,,,
1487,12/31/16 09:00:00 PM,13.71,32.54,,,,,
1488,12/31/16 09:30:00 PM,13.66,32.50,,,,,
1489,12/31/16 10:00:00 PM,13.64,32.50,,,,,
1490,12/31/16 10:30:00 PM,13.61,32.50,,,,,
1491,12/31/16 11:00:00 PM,13.62,32.47,,,,,
1492,12/31/16 11:30:00 PM,13.61,32.47,,,,,
1493,01/01/17 12:00:00 AM,13.61,32.43,,,,,
1494,01/01/17 12:30:00 AM,13.64,32.43,,,,,
1495,01/01/17 01:00:00 AM,13.63,32.43,,,,,
1496,01/01/17 01:30:00 AM,13.63,32.40,,,,,
1497,01/01/17 02:00:00 AM,13.64,32.40,,,,,
1498,01/01/17 02:30:00 AM,13.64,32.40,,,,,
1499,01/01/17 03:00:00 AM,13.63,32.40,,,,,
1500,01/01/17 03:30:00 AM,13.63,32.36,,,,,
1501,01/01/17 04:00:00 AM,13.62,32.36,,,,,
1502,01/01/17 04:30:00 AM,13.60,32.36,,,,,
1503,01/01/17 05:00:00 AM,13.57,32.36,,,,,
1504,01/01/17 05:30:00 AM,13.57,32.36,,,,,
1505,01/01/17 06:00:00 AM,13.56,32.32,,,,,
1506,01/01/17 06:30:00 AM,13.54,32.32,,,,,
1507,01/01/17 07:00:00 AM,13.53,32.32,,,,,
1508,01/01/17 07:30:00 AM,13.52,32.29,,,,,
1509,01/01/17 08:00:00 AM,13.51,32.29,,,,,
1510,01/01/17 08:30:00 AM,13.50,32.32,,,,,
1511,01/01/17 09:00:00 AM,13.48,32.32,,,,,
1512,01/01/17 09:30:00 AM,13.50,32.32,,,,,
1513,01/01/17 10:00:00 AM,13.51,32.32,,,,,
1514,01/01/17 10:30:00 AM,13.55,32.36,,,,,
1515,01/01/17 11:00:00 AM,13.62,32.43,,,,,
1516,01/01/17 11:30:00 AM,13.71,32.50,,,,,
1517,01/01/17 12:00:00 PM,13.82,32.61,,,,,
1518,01/01/17 12:30:00 PM,13.93,32.68,,,,,
1519,01/01/17 01:00:00 PM,14.06,32.79,,,,,
1520,01/01/17 01:30:00 PM,14.17,32.86,,,,,
1521,01/01/17 02:00:00 PM,14.31,32.90,,,,,
1522,01/01/17 02:30:00 PM,14.38,32.94,,,,,
1523,01/01/17 03:00:00 PM,14.44,32.97,,,,,
1524,01/01/17 03:30:00 PM,14.49,32.97,,,,,
1525,01/01/17 04:00:00 PM,14.52,32.94,,,,,
1526,01/01/17 04:30:00 PM,14.53,32.94,,,,,
1527,01/01/17 05:00:00 PM,14.52,32.86,,,,,
1528,01/01/17 05:30:00 PM,14.48,32.83,,,,,
1529,01/01/17 06:00:00 PM,14.43,32.79,,,,,
1530,01/01/17 06:30:00 PM,14.34,32.76,,,,,
1531,01/01/17 07:00:00 PM,14.25,32.72,,,,,
1532,01/01/17 07:30:00 PM,14.18,32.68,,,,,
1533,01/01/17 08:00:00 PM,14.10,32.65,,,,,
1534,01/01/17 08:30:00 PM,14.00,32.65,,,,,
1535,01/01/17 09:00:00 PM,13.93,32.61,,,,,
1536,01/01/17 09:30:00 PM,13.92,32.61,,,,,
1537,01/01/17 10:00:00 PM,13.87,32.61,,,,,
1538,01/01/17 10:30:00 PM,13.84,32.58,,,,,
1539,01/01/17 11:00:00 PM,13.84,32.58,,,,,
1540,01/01/17 11:30:00 PM,13.83,32.58,,,,,
1541,01/02/17 12:00:00 AM,13.81,32.54,,,,,
1542,01/02/17 12:30:00 AM,13.78,32.54,,,,,
1543,01/02/17 01:00:00 AM,13.80,32.54,,,,,
1544,01/02/17 01:30:00 AM,13.80,32.54,,,,,
1545,01/02/17 02:00:00 AM,13.77,32.54,,,,,
1546,01/02/17 02:30:00 AM,13.77,32.50,,,,,
1547,01/02/17 03:00:00 AM,13.74,32.50,,,,,
1548,01/02/17 03:30:00 AM,13.75,32.47,,,,,
1549,01/02/17 04:00:00 AM,13.72,32.47,,,,,
1550,01/02/17 04:30:00 AM,13.70,32.47,,,,,
1551,01/02/17 05:00:00 AM,13.67,32.43,,,,,
1552,01/02/17 05:30:00 AM,13.65,32.43,,,,,
1553,01/02/17 06:00:00 AM,13.64,32.43,,,,,
1554,01/02/17 06:30:00 AM,13.62,32.40,,,,,
1555,01/02/17 07:00:00 AM,13.61,32.40,,,,,
1556,01/02/17 07:30:00 AM,13.58,32.40,,,,,
1557,01/02/17 08:00:00 AM,13.57,32.36,,,,,
1558,01/02/17 08:30:00 AM,13.55,32.36,,,,,
1559,01/02/17 09:00:00 AM,13.55,32.36,,,,,
1560,01/02/17 09:30:00 AM,13.53,32.36,,,,,
1561,01/02/17 10:00:00 AM,13.55,32.36,,,,,
1562,01/02/17 10:30:00 AM,13.55,32.36,,,,,
1563,01/02/17 11:00:00 AM,13.58,32.36,,,,,
1564,01/02/17 11:30:00 AM,13.62,32.36,,,,,
1565,01/02/17 12:00:00 PM,13.67,32.40,,,,,
1566,01/02/17 12:30:00 PM,13.73,32.40,,,,,
1567,01/02/17 01:00:00 PM,13.80,32.43,,,,,
1568,01/02/17 01:30:00 PM,13.85,32.43,,,,,
1569,01/02/17 02:00:00 PM,13.90,32.43,,,,,
1570,01/02/17 02:30:00 PM,13.90,32.40,,,,,
1571,01/02/17 03:00:00 PM,13.91,32.40,,,,,
1572,01/02/17 03:30:00 PM,13.90,32.40,,,,,
1573,01/02/17 04:00:00 PM,13.87,32.40,,,,,
1574,01/02/17 04:30:00 PM,13.84,32.36,,,,,
1575,01/02/17 05:00:00 PM,13.81,32.36,,,,,
1576,01/02/17 05:30:00 PM,13.76,32.36,,,,,
1577,01/02/17 06:00:00 PM,13.74,32.36,,,,,
1578,01/02/17 06:30:00 PM,13.70,32.36,,,,,
1579,01/02/17 07:00:00 PM,13.66,32.32,,,,,
1580,01/02/17 07:30:00 PM,13.62,32.32,,,,,
1581,01/02/17 08:00:00 PM,13.58,32.32,,,,,
1582,01/02/17 08:30:00 PM,13.56,32.32,,,,,
1583,01/02/17 09:00:00 PM,13.54,32.32,,,,,
1584,01/02/17 09:30:00 PM,13.53,32.32,,,,,
1585,01/02/17 10:00:00 PM,13.54,32.32,,,,,
1586,01/02/17 10:30:00 PM,13.53,32.32,,,,,
1587,01/02/17 11:00:00 PM,13.51,32.29,,,,,
1588,01/02/17 11:30:00 PM,13.52,32.29,,,,,
1589,01/03/17 12:00:00 AM,13.51,32.29,,,,,
1590,01/03/17 12:30:00 AM,13.50,32.29,,,,,
1591,01/03/17 01:00:00 AM,13.50,32.29,,,,,
1592,01/03/17 01:30:00 AM,13.47,32.29,,,,,
1593,01/03/17 02:00:00 AM,13.48,32.29,,,,,
1594,01/03/17 02:30:00 AM,13.47,32.29,,,,,
1595,01/03/17 03:00:00 AM,13.47,32.29,,,,,
1596,01/03/17 03:30:00 AM,13.45,32.29,,,,,
1597,01/03/17 04:00:00 AM,13.45,32.29,,,,,
1598,01/03/17 04:30:00 AM,13.44,32.29,,,,,
1599,01/03/17 05:00:00 AM,13.41,32.29,,,,,
1600,01/03/17 05:30:00 AM,13.40,32.29,,,,,
1601,01/03/17 06:00:00 AM,13.38,32.29,,,,,
1602,01/03/17 06:30:00 AM,13.37,32.29,,,,,
1603,01/03/17 07:00:00 AM,13.36,32.29,,,,,
1604,01/03/17 07:30:00 AM,13.35,32.29,,,,,
1605,01/03/17 08:00:00 AM,13.34,32.29,,,,,
1606,01/03/17 08:30:00 AM,13.32,32.29,,,,,
1607,01/03/17 09:00:00 AM,13.31,32.29,,,,,
1608,01/03/17 09:30:00 AM,13.27,32.29,,,,,
1609,01/03/17 10:00:00 AM,13.27,32.29,,,,,
1610,01/03/17 10:30:00 AM,13.27,32.29,,,,,
1611,01/03/17 11:00:00 AM,13.28,32.29,,,,,
1612,01/03/17 11:30:00 AM,13.27,32.29,,,,,
1613,01/03/17 12:00:00 PM,13.27,32.32,,,,,
1614,01/03/17 12:30:00 PM,13.31,32.32,,,,,
1615,01/03/17 01:00:00 PM,13.35,32.32,,,,,
1616,01/03/17 01:30:00 PM,13.38,32.36,,,,,
1617,01/03/17 02:00:00 PM,13.42,32.36,,,,,
1618,01/03/17 02:30:00 PM,13.50,32.40,,,,,
1619,01/03/17 03:00:00 PM,13.56,32.43,,,,,
1620,01/03/17 03:30:00 PM,13.56,32.47,,,,,
1621,01/03/17 04:00:00 PM,13.60,32.47,,,,,
1622,01/03/17 04:30:00 PM,13.62,32.47,,,,,
1623,01/03/17 05:00:00 PM,13.64,32.50,,,,,
1624,01/03/17 05:30:00 PM,13.66,32.47,,,,,
1625,01/03/17 06:00:00 PM,13.64,32.47,,,,,
1626,01/03/17 06:30:00 PM,13.60,32.47,,,,,
1627,01/03/17 07:00:00 PM,13.56,32.47,,,,,
1628,01/03/17 07:30:00 PM,13.52,32.43,,,,,
1629,01/03/17 08:00:00 PM,13.48,32.43,,,,,
1630,01/03/17 08:30:00 PM,13.45,32.40,,,,,
1631,01/03/17 09:00:00 PM,13.43,32.40,,,,,
1632,01/03/17 09:30:00 PM,13.41,32.40,,,,,
1633,01/03/17 10:00:00 PM,13.40,32.40,,,,,
1634,01/03/17 10:30:00 PM,13.40,32.36,,,,,
1635,01/03/17 11:00:00 PM,13.41,32.36,,,,,
1636,01/03/17 11:30:00 PM,13.36,32.32,,,,,
1637,01/04/17 12:00:00 AM,13.40,32.32,,,,,
1638,01/04/17 12:30:00 AM,13.43,32.29,,,,,
1639,01/04/17 01:00:00 AM,13.44,32.25,,,,,
1640,01/04/17 01:30:00 AM,13.45,32.22,,,,,
1641,01/04/17 02:00:00 AM,13.45,32.22,,,,,
1642,01/04/17 02:30:00 AM,13.41,32.25,,,,,
1643,01/04/17 03:00:00 AM,13.41,32.25,,,,,
1644,01/04/17 03:30:00 AM,13.38,32.25,,,,,
1645,01/04/17 04:00:00 AM,13.38,32.25,,,,,
1646,01/04/17 04:30:00 AM,13.37,32.29,,,,,
1647,01/04/17 05:00:00 AM,13.38,32.25,,,,,
1648,01/04/17 05:30:00 AM,13.40,32.29,,,,,
1649,01/04/17 06:00:00 AM,13.38,32.29,,,,,
1650,01/04/17 06:30:00 AM,13.38,32.25,,,,,
1651,01/04/17 07:00:00 AM,13.38,32.25,,,,,
1652,01/04/17 07:30:00 AM,13.37,32.25,,,,,
1653,01/04/17 08:00:00 AM,13.40,32.25,,,,,
1654,01/04/17 08:30:00 AM,13.38,32.25,,,,,
1655,01/04/17 09:00:00 AM,13.37,32.25,,,,,
1656,01/04/17 09:30:00 AM,13.36,32.25,,,,,
1657,01/04/17 10:00:00 AM,13.37,32.25,,,,,
1658,01/04/17 10:30:00 AM,13.38,32.29,,,,,
1659,01/04/17 11:00:00 AM,13.41,32.29,,,,,
1660,01/04/17 11:30:00 AM,13.44,32.29,,,,,
1661,01/04/17 12:00:00 PM,13.46,32.32,,,,,
1662,01/04/17 12:30:00 PM,13.52,32.32,,,,,
1663,01/04/17 01:00:00 PM,13.63,32.36,,,,,
1664,01/04/17 01:30:00 PM,13.70,32.36,,,,,
1665,01/04/17 02:00:00 PM,13.77,32.36,,,,,
1666,01/04/17 02:30:00 PM,13.82,32.36,,,,,
1667,01/04/17 03:00:00 PM,13.92,32.36,,,,,
1668,01/04/17 03:30:00 PM,13.92,32.36,,,,,
1669,01/04/17 04:00:00 PM,13.94,32.36,,,,,
1670,01/04/17 04:30:00 PM,13.92,32.40,,,,,
1671,01/04/17 05:00:00 PM,13.91,32.36,,,,,
1672,01/04/17 05:30:00 PM,13.88,32.36,,,,,
1673,01/04/17 06:00:00 PM,13.78,32.40,,,,,
1674,01/04/17 06:30:00 PM,13.73,32.43,,,,,
1675,01/04/17 07:00:00 PM,13.75,32.40,,,,,
1676,01/04/17 07:30:00 PM,13.70,32.40,,,,,
1677,01/04/17 08:00:00 PM,13.62,32.40,,,,,
1678,01/04/17 08:30:00 PM,13.60,32.36,,,,,
1679,01/04/17 09:00:00 PM,13.56,32.36,,,,,
1680,01/04/17 09:30:00 PM,13.55,32.36,,,,,
1681,01/04/17 10:00:00 PM,13.55,32.36,,,,,
1682,01/04/17 10:30:00 PM,13.55,32.32,,,,,
1683,01/04/17 11:00:00 PM,13.55,32.32,,,,,
1684,01/04/17 11:30:00 PM,13.55,32.29,,,,,
1685,01/05/17 12:00:00 AM,13.56,32.29,,,,,
1686,01/05/17 12:30:00 AM,13.54,32.29,,,,,
1687,01/05/17 01:00:00 AM,13.54,32.25,,,,,
1688,01/05/17 01:30:00 AM,13.56,32.25,,,,,
1689,01/05/17 02:00:00 AM,13.55,32.25,,,,,
1690,01/05/17 02:30:00 AM,13.55,32.25,,,,,
1691,01/05/17 03:00:00 AM,13.57,32.22,,,,,
1692,01/05/17 03:30:00 AM,13.56,32.22,,,,,
1693,01/05/17 04:00:00 AM,13.56,32.22,,,,,
1694,01/05/17 04:30:00 AM,13.60,32.22,,,,,
1695,01/05/17 05:00:00 AM,13.58,32.18,,,,,
1696,01/05/17 05:30:00 AM,13.58,32.22,,,,,
1697,01/05/17 06:00:00 AM,13.58,32.18,,,,,
1698,01/05/17 06:30:00 AM,13.57,32.22,,,,,
1699,01/05/17 07:00:00 AM,13.58,32.18,,,,,
1700,01/05/17 07:30:00 AM,13.60,32.18,,,,,
1701,01/05/17 08:00:00 AM,13.58,32.18,,,,,
1702,01/05/17 08:30:00 AM,13.60,32.18,,,,,
1703,01/05/17 09:00:00 AM,13.60,32.18,,,,,
1704,01/05/17 09:30:00 AM,13.57,32.18,,,,,
1705,01/05/17 10:00:00 AM,13.58,32.18,,,,,
1706,01/05/17 10:30:00 AM,13.58,32.18,,,,,
1707,01/05/17 11:00:00 AM,13.58,32.18,,,,,
1708,01/05/17 11:30:00 AM,13.60,32.18,,,,,
1709,01/05/17 12:00:00 PM,13.62,32.22,,,,,
1710,01/05/17 12:30:00 PM,13.64,32.22,,,,,
1711,01/05/17 01:00:00 PM,13.65,32.22,,,,,
1712,01/05/17 01:30:00 PM,13.70,32.25,,,,,
1713,01/05/17 02:00:00 PM,13.73,32.29,,,,,
1714,01/05/17 02:30:00 PM,13.78,32.29,,,,,
1715,01/05/17 03:00:00 PM,13.82,32.29,,,,,
1716,01/05/17 03:30:00 PM,13.86,32.29,,,,,
1717,01/05/17 04:00:00 PM,13.94,32.29,,,,,
1718,01/05/17 04:30:00 PM,13.94,32.29,,,,,
1719,01/05/17 05:00:00 PM,13.93,32.29,,,,,
1720,01/05/17 05:30:00 PM,13.93,32.29,,,,,
1721,01/05/17 06:00:00 PM,13.92,32.29,,,,,
1722,01/05/17 06:30:00 PM,13.86,32.25,,,,,
1723,01/05/17 07:00:00 PM,13.80,32.29,,,,,
1724,01/05/17 07:30:00 PM,13.72,32.32,,,,,
1725,01/05/17 08:00:00 PM,13.68,32.32,,,,,
1726,01/05/17 08:30:00 PM,13.64,32.32,,,,,
1727,01/05/17 09:00:00 PM,13.60,32.32,,,,,
1728,01/05/17 09:30:00 PM,13.57,32.32,,,,,
1729,01/05/17 10:00:00 PM,13.57,32.32,,,,,
1730,01/05/17 10:30:00 PM,13.56,32.29,,,,,
1731,01/05/17 11:00:00 PM,13.54,32.29,,,,,
1732,01/05/17 11:30:00 PM,13.54,32.29,,,,,
1733,01/06/17 12:00:00 AM,13.52,32.29,,,,,
1734,01/06/17 12:30:00 AM,13.51,32.25,,,,,
1735,01/06/17 01:00:00 AM,13.48,32.25,,,,,
1736,01/06/17 01:30:00 AM,13.45,32.22,,,,,
1737,01/06/17 02:00:00 AM,13.43,32.25,,,,,
1738,01/06/17 02:30:00 AM,13.42,32.25,,,,,
1739,01/06/17 03:00:00 AM,13.34,32.29,,,,,
1740,01/06/17 03:30:00 AM,13.30,32.32,,,,,
1741,01/06/17 04:00:00 AM,13.24,32.36,,,,,
1742,01/06/17 04:30:00 AM,13.25,32.36,,,,,
1743,01/06/17 05:00:00 AM,13.23,32.36,,,,,
1744,01/06/17 05:30:00 AM,13.21,32.36,,,,,
1745,01/06/17 06:00:00 AM,13.20,32.36,,,,,
1746,01/06/17 06:30:00 AM,13.20,32.36,,,,,
1747,01/06/17 07:00:00 AM,13.17,32.32,,,,,
1748,01/06/17 07:30:00 AM,13.17,32.32,,,,,
1749,01/06/17 08:00:00 AM,13.17,32.32,,,,,
1750,01/06/17 08:30:00 AM,13.16,32.29,,,,,
1751,01/06/17 09:00:00 AM,13.21,32.25,,,,,
1752,01/06/17 09:30:00 AM,13.20,32.25,,,,,
1753,01/06/17 10:00:00 AM,13.21,32.25,,,,,
1754,01/06/17 10:30:00 AM,13.23,32.25,,,,,
1755,01/06/17 11:00:00 AM,13.25,32.25,,,,,
1756,01/06/17 11:30:00 AM,13.32,32.25,,,,,
1757,01/06/17 12:00:00 PM,13.31,32.29,,,,,
1758,01/06/17 12:30:00 PM,13.36,32.29,,,,,
1759,01/06/17 01:00:00 PM,13.42,32.32,,,,,
1760,01/06/17 01:30:00 PM,13.51,32.32,,,,,
1761,01/06/17 02:00:00 PM,13.58,32.32,,,,,
1762,01/06/17 02:30:00 PM,13.66,32.32,,,,,
1763,01/06/17 03:00:00 PM,13.73,32.32,,,,,
1764,01/06/17 03:30:00 PM,13.74,32.32,,,,,
1765,01/06/17 04:00:00 PM,13.76,32.29,,,,,
1766,01/06/17 04:30:00 PM,13.76,32.29,,,,,
1767,01/06/17 05:00:00 PM,13.74,32.29,,,,,
1768,01/06/17 05:30:00 PM,13.68,32.29,,,,,
1769,01/06/17 06:00:00 PM,13.66,32.25,,,,,
1770,01/06/17 06:30:00 PM,13.60,32.25,,,,,
1771,01/06/17 07:00:00 PM,13.54,32.25,,,,,
1772,01/06/17 07:30:00 PM,13.48,32.22,,,,,
1773,01/06/17 08:00:00 PM,13.44,32.22,,,,,
1774,01/06/17 08:30:00 PM,13.36,32.22,,,,,
1775,01/06/17 09:00:00 PM,13.35,32.22,,,,,
1776,01/06/17 09:30:00 PM,13.32,32.22,,,,,
1777,01/06/17 10:00:00 PM,13.31,32.22,,,,,
1778,01/06/17 10:30:00 PM,13.30,32.22,,,,,
1779,01/06/17 11:00:00 PM,13.28,32.22,,,,,
1780,01/06/17 11:30:00 PM,13.30,32.22,,,,,
1781,01/07/17 12:00:00 AM,13.30,32.22,,,,,
1782,01/07/17 12:30:00 AM,13.31,32.22,,,,,
1783,01/07/17 01:00:00 AM,13.34,32.18,,,,,
1784,01/07/17 01:30:00 AM,13.35,32.18,,,,,
1785,01/07/17 02:00:00 AM,13.35,32.18,,,,,
1786,01/07/17 02:30:00 AM,13.36,32.18,,,,,
1787,01/07/17 03:00:00 AM,13.37,32.18,,,,,
1788,01/07/17 03:30:00 AM,13.37,32.18,,,,,
1789,01/07/17 04:00:00 AM,13.40,32.18,,,,,
1790,01/07/17 04:30:00 AM,13.41,32.18,,,,,
1791,01/07/17 05:00:00 AM,13.41,32.18,,,,,
1792,01/07/17 05:30:00 AM,13.42,32.14,,,,,
1793,01/07/17 06:00:00 AM,13.42,32.14,,,,,
1794,01/07/17 06:30:00 AM,13.42,32.14,,,,,
1795,01/07/17 07:00:00 AM,13.40,32.14,,,,,
1796,01/07/17 07:30:00 AM,13.38,32.14,,,,,
1797,01/07/17 08:00:00 AM,13.38,32.14,,,,,
1798,01/07/17 08:30:00 AM,13.38,32.14,,,,,
1799,01/07/17 09:00:00 AM,13.37,32.11,,,,,
1800,01/07/17 09:30:00 AM,13.41,32.07,,,,,
1801,01/07/17 10:00:00 AM,13.37,32.11,,,,,
1802,01/07/17 10:30:00 AM,13.37,32.11,,,,,
1803,01/07/17 11:00:00 AM,13.37,32.14,,,,,
1804,01/07/17 11:30:00 AM,13.37,32.14,,,,,
1805,01/07/17 12:00:00 PM,13.42,32.14,,,,,
1806,01/07/17 12:30:00 PM,13.44,32.14,,,,,
1807,01/07/17 01:00:00 PM,13.47,32.18,,,,,
1808,01/07/17 01:30:00 PM,13.52,32.18,,,,,
1809,01/07/17 02:00:00 PM,13.55,32.22,,,,,
1810,01/07/17 02:30:00 PM,13.61,32.22,,,,,
1811,01/07/17 03:00:00 PM,13.68,32.22,,,,,
1812,01/07/17 03:30:00 PM,13.75,32.22,,,,,
