Plot Title: 11009654,,,,,,,
#,"Date Time, GMT-06:00","DO conc, mg/L (LGR S/N: 11009654, SEN S/N: 11009654, LBL: DO)","Temp, °F (LGR S/N: 11009654, SEN S/N: 11009654, LBL: Temp)",Coupler Attached (LGR S/N: 11009654),Host Connected (LGR S/N: 11009654),Stopped (LGR S/N: 11009654),End Of File (LGR S/N: 11009654)
1102,12/25/2019 13:30,10.6,34.02,1.122222222,,,
1103,12/25/2019 14:00,10.52,34.05,1.138888889,,,
1104,12/25/2019 14:30,10.56,34.02,1.122222222,,,
1105,12/25/2019 15:00,10.6,34.02,1.122222222,,,
1106,12/25/2019 15:30,10.62,34.05,1.138888889,,,
1107,12/25/2019 16:00,10.61,34.05,1.138888889,,,
1108,12/25/2019 16:30,10.67,34.02,1.122222222,,,
1109,12/25/2019 17:00,10.68,34.05,1.138888889,,,
1110,12/25/2019 17:30,10.89,33.94,1.077777778,,,
1111,12/25/2019 18:00,10.86,33.94,1.077777778,,,
1112,12/25/2019 18:30,10.9,33.94,1.077777778,,,
1113,12/25/2019 19:00,10.84,33.94,1.077777778,,,
1114,12/25/2019 19:30,10.85,33.94,1.077777778,,,
1115,12/25/2019 20:00,10.82,33.94,1.077777778,,,
1116,12/25/2019 20:30,10.83,33.98,1.1,,,
1117,12/25/2019 21:00,10.76,34.02,1.122222222,,,
1118,12/25/2019 21:30,10.71,34.05,1.138888889,,,
1119,12/25/2019 22:00,10.69,34.09,1.161111111,,,
1120,12/25/2019 22:30,10.68,34.09,1.161111111,,,
1121,12/25/2019 23:00,10.69,34.12,1.177777778,,,
1122,12/25/2019 23:30,10.8,34.09,1.161111111,,,
1123,12/26/2019 0:00,10.77,34.12,1.177777778,,,
1124,12/26/2019 0:30,10.82,34.12,1.177777778,,,
1125,12/26/2019 1:00,10.83,34.16,1.2,,,
1126,12/26/2019 1:30,10.89,34.16,1.2,,,
1127,12/26/2019 2:00,10.98,34.16,1.2,,,
1128,12/26/2019 2:30,11.06,34.16,1.2,,,
1129,12/26/2019 3:00,11.12,34.16,1.2,,,
1130,12/26/2019 3:30,11.05,34.2,1.222222222,,,
1131,12/26/2019 4:00,11.03,34.2,1.222222222,,,
1132,12/26/2019 4:30,11.02,34.2,1.222222222,,,
1133,12/26/2019 5:00,11.01,34.2,1.222222222,,,
1134,12/26/2019 5:30,10.93,34.2,1.222222222,,,
1135,12/26/2019 6:00,11.03,34.23,1.238888889,,,
1136,12/26/2019 6:30,10.94,34.23,1.238888889,,,
1137,12/26/2019 7:00,10.85,34.23,1.238888889,,,
1138,12/26/2019 7:30,10.76,34.27,1.261111111,,,
1139,12/26/2019 8:00,10.63,34.3,1.277777778,,,
1140,12/26/2019 8:30,10.51,34.34,1.3,,,
1141,12/26/2019 9:00,10.42,34.34,1.3,,,
1142,12/26/2019 9:30,10.39,34.38,1.322222222,,,
1143,12/26/2019 10:00,10.42,34.34,1.3,,,
1144,12/26/2019 10:30,10.43,34.34,1.3,,,
1145,12/26/2019 11:00,10.64,34.27,1.261111111,,,
1146,12/26/2019 11:30,10.6,34.27,1.261111111,,,
1147,12/26/2019 12:00,10.5,34.34,1.3,,,
1148,12/26/2019 12:30,10.47,34.34,1.3,,,
1149,12/26/2019 13:00,10.35,34.41,1.338888889,,,
1150,12/26/2019 13:30,10.37,34.38,1.322222222,,,
1151,12/26/2019 14:00,10.34,34.38,1.322222222,,,
1152,12/26/2019 14:30,10.26,34.45,1.361111111,,,
1153,12/26/2019 15:00,10.4,34.38,1.322222222,,,
1154,12/26/2019 15:30,10.48,34.38,1.322222222,,,
1155,12/26/2019 16:00,10.63,34.3,1.277777778,,,
1156,12/26/2019 16:30,10.6,34.34,1.3,,,
1157,12/26/2019 17:00,10.53,34.34,1.3,,,
1158,12/26/2019 17:30,10.6,34.27,1.261111111,,,
1159,12/26/2019 18:00,10.75,34.27,1.261111111,,,
1160,12/26/2019 18:30,10.68,34.3,1.277777778,,,
1161,12/26/2019 19:00,10.69,34.34,1.3,,,
1162,12/26/2019 19:30,10.64,34.34,1.3,,,
1163,12/26/2019 20:00,10.67,34.34,1.3,,,
1164,12/26/2019 20:30,10.64,34.38,1.322222222,,,
1165,12/26/2019 21:00,10.6,34.38,1.322222222,,,
1166,12/26/2019 21:30,10.72,34.38,1.322222222,,,
1167,12/26/2019 22:00,10.63,34.38,1.322222222,,,
1168,12/26/2019 22:30,10.7,34.38,1.322222222,,,
1169,12/26/2019 23:00,10.71,34.38,1.322222222,,,
1170,12/26/2019 23:30,10.75,34.38,1.322222222,,,
1171,12/27/2019 0:00,10.7,34.41,1.338888889,,,
1172,12/27/2019 0:30,10.73,34.41,1.338888889,,,
1173,12/27/2019 1:00,10.79,34.41,1.338888889,,,
1174,12/27/2019 1:30,10.82,34.41,1.338888889,,,
1175,12/27/2019 2:00,10.89,34.41,1.338888889,,,
1176,12/27/2019 2:30,10.97,34.41,1.338888889,,,
1177,12/27/2019 3:00,11,34.41,1.338888889,,,
1178,12/27/2019 3:30,11.01,34.41,1.338888889,,,
1179,12/27/2019 4:00,11.04,34.41,1.338888889,,,
1180,12/27/2019 4:30,10.96,34.45,1.361111111,,,
1181,12/27/2019 5:00,10.91,34.45,1.361111111,,,
1182,12/27/2019 5:30,10.99,34.48,1.377777778,,,
1183,12/27/2019 6:00,10.95,34.48,1.377777778,,,
1184,12/27/2019 6:30,10.94,34.48,1.377777778,,,
1185,12/27/2019 7:00,10.96,34.48,1.377777778,,,
1186,12/27/2019 7:30,10.71,34.52,1.4,,,
1187,12/27/2019 8:00,10.61,34.52,1.4,,,
1188,12/27/2019 8:30,10.61,34.52,1.4,,,
1189,12/27/2019 9:00,10.68,34.52,1.4,,,
1190,12/27/2019 9:30,10.51,34.56,1.422222222,,,
1191,12/27/2019 10:00,11.03,34.45,1.361111111,,,
1192,12/27/2019 10:30,10.57,34.48,1.377777778,,,
1193,12/27/2019 11:00,10.5,34.48,1.377777778,,,
1194,12/27/2019 11:30,10.48,34.52,1.4,,,
1195,12/27/2019 12:00,10.45,34.52,1.4,,,
1196,12/27/2019 12:30,10.42,34.56,1.422222222,,,
1197,12/27/2019 13:00,10.34,34.59,1.438888889,,,
1198,12/27/2019 13:30,10.27,34.66,1.477777778,,,
1199,12/27/2019 14:00,10.42,34.63,1.461111111,,,
1200,12/27/2019 14:30,10.57,34.63,1.461111111,,,
1201,12/27/2019 15:00,10.64,34.59,1.438888889,,,
1202,12/27/2019 15:30,10.71,34.59,1.438888889,,,
1203,12/27/2019 16:00,10.71,34.59,1.438888889,,,
1204,12/27/2019 16:30,10.7,34.63,1.461111111,,,
1205,12/27/2019 17:00,10.71,34.59,1.438888889,,,
1206,12/27/2019 17:30,10.72,34.59,1.438888889,,,
1207,12/27/2019 18:00,10.7,34.63,1.461111111,,,
1208,12/27/2019 18:30,10.7,34.63,1.461111111,,,
1209,12/27/2019 19:00,10.69,34.59,1.438888889,,,
1210,12/27/2019 19:30,10.78,34.63,1.461111111,,,
1211,12/27/2019 20:00,10.85,34.59,1.438888889,,,
1212,12/27/2019 20:30,10.78,34.63,1.461111111,,,
1213,12/27/2019 21:00,10.73,34.66,1.477777778,,,
1214,12/27/2019 21:30,10.76,34.56,1.422222222,,,
1215,12/27/2019 22:00,10.69,34.66,1.477777778,,,
1216,12/27/2019 22:30,10.69,34.66,1.477777778,,,
1217,12/27/2019 23:00,10.81,34.66,1.477777778,,,
1218,12/27/2019 23:30,10.78,34.7,1.5,,,
1219,12/28/2019 0:00,10.89,34.66,1.477777778,,,
1220,12/28/2019 0:30,10.84,34.7,1.5,,,
1221,12/28/2019 1:00,10.79,34.74,1.522222222,,,
1222,12/28/2019 1:30,10.78,34.74,1.522222222,,,
1223,12/28/2019 2:00,10.83,34.74,1.522222222,,,
1224,12/28/2019 2:30,10.89,34.74,1.522222222,,,
1225,12/28/2019 3:00,10.92,34.77,1.538888889,,,
1226,12/28/2019 3:30,10.96,34.74,1.522222222,,,
1227,12/28/2019 4:00,10.94,34.77,1.538888889,,,
1228,12/28/2019 4:30,10.93,34.77,1.538888889,,,
1229,12/28/2019 5:00,10.97,34.81,1.561111111,,,
1230,12/28/2019 5:30,10.97,34.81,1.561111111,,,
1231,12/28/2019 6:00,10.97,34.81,1.561111111,,,
1232,12/28/2019 6:30,10.95,34.81,1.561111111,,,
1233,12/28/2019 7:00,10.72,34.88,1.6,,,
1234,12/28/2019 7:30,10.73,34.81,1.561111111,,,
1235,12/28/2019 8:00,10.61,34.81,1.561111111,,,
1236,12/28/2019 8:30,10.31,34.81,1.561111111,,,
1237,12/28/2019 9:00,10.42,34.88,1.6,,,
1238,12/28/2019 9:30,10.22,34.84,1.577777778,,,
1239,12/28/2019 10:00,10.12,34.88,1.6,,,
1240,12/28/2019 10:30,10.15,34.92,1.622222222,,,
1241,12/28/2019 11:00,10.21,34.88,1.6,,,
1242,12/28/2019 11:30,10.18,34.88,1.6,,,
1243,12/28/2019 12:00,10.16,34.92,1.622222222,,,
1244,12/28/2019 12:30,10.29,34.84,1.577777778,,,
1245,12/28/2019 13:00,10.46,34.81,1.561111111,,,
1246,12/28/2019 13:30,10.77,34.81,1.561111111,,,
1247,12/28/2019 14:00,10.65,34.84,1.577777778,,,
1248,12/28/2019 14:30,10.69,34.77,1.538888889,,,
1249,12/28/2019 15:00,10.68,34.81,1.561111111,,,
1250,12/28/2019 15:30,10.57,34.81,1.561111111,,,
1251,12/28/2019 16:00,10.54,34.84,1.577777778,,,
1252,12/28/2019 16:30,10.63,34.81,1.561111111,,,
1253,12/28/2019 17:00,10.65,34.77,1.538888889,,,
1254,12/28/2019 17:30,10.97,34.74,1.522222222,,,
1255,12/28/2019 18:00,10.85,34.7,1.5,,,
1256,12/28/2019 18:30,10.86,34.74,1.522222222,,,
1257,12/28/2019 19:00,10.86,34.77,1.538888889,,,
1258,12/28/2019 19:30,10.79,34.77,1.538888889,,,
1259,12/28/2019 20:00,10.83,34.7,1.5,,,
1260,12/28/2019 20:30,10.82,34.77,1.538888889,,,
1261,12/28/2019 21:00,10.81,34.77,1.538888889,,,
1262,12/28/2019 21:30,10.86,34.77,1.538888889,,,
1263,12/28/2019 22:00,10.88,34.77,1.538888889,,,
1264,12/28/2019 22:30,10.85,34.77,1.538888889,,,
1265,12/28/2019 23:00,10.9,34.77,1.538888889,,,
1266,12/28/2019 23:30,10.83,34.81,1.561111111,,,
1267,12/29/2019 0:00,10.86,34.84,1.577777778,,,
1268,12/29/2019 0:30,10.82,34.84,1.577777778,,,
1269,12/29/2019 1:00,10.86,34.77,1.538888889,,,
1270,12/29/2019 1:30,10.85,34.77,1.538888889,,,
1271,12/29/2019 2:00,10.85,34.77,1.538888889,,,
1272,12/29/2019 2:30,10.81,34.77,1.538888889,,,
1273,12/29/2019 3:00,10.67,34.84,1.577777778,,,
1274,12/29/2019 3:30,10.79,34.81,1.561111111,,,
1275,12/29/2019 4:00,10.85,34.7,1.5,,,
1276,12/29/2019 4:30,10.78,34.77,1.538888889,,,
1277,12/29/2019 5:00,10.72,34.81,1.561111111,,,
1278,12/29/2019 5:30,10.55,34.84,1.577777778,,,
1279,12/29/2019 6:00,10.55,34.84,1.577777778,,,
1280,12/29/2019 6:30,10.6,34.77,1.538888889,,,
1281,12/29/2019 7:00,10.54,34.74,1.522222222,,,
1282,12/29/2019 7:30,10.54,34.84,1.577777778,,,
1283,12/29/2019 8:00,10.62,34.77,1.538888889,,,
1284,12/29/2019 8:30,10.73,34.66,1.477777778,,,
1285,12/29/2019 9:00,10.64,34.74,1.522222222,,,
1286,12/29/2019 9:30,10.66,34.74,1.522222222,,,
1287,12/29/2019 10:00,10.77,34.7,1.5,,,
1288,12/29/2019 10:30,10.66,34.74,1.522222222,,,
1289,12/29/2019 11:00,10.77,34.7,1.5,,,
1290,12/29/2019 11:30,10.7,34.77,1.538888889,,,
1291,12/29/2019 12:00,10.66,34.81,1.561111111,,,
1292,12/29/2019 12:30,10.72,34.74,1.522222222,,,
1293,12/29/2019 13:00,10.69,34.77,1.538888889,,,
1294,12/29/2019 13:30,10.77,34.77,1.538888889,,,
1295,12/29/2019 14:00,10.87,34.66,1.477777778,,,
1296,12/29/2019 14:30,10.84,34.74,1.522222222,,,
1297,12/29/2019 15:00,10.88,34.74,1.522222222,,,
1298,12/29/2019 15:30,10.9,34.74,1.522222222,,,
1299,12/29/2019 16:00,10.97,34.7,1.5,,,
1300,12/29/2019 16:30,10.89,34.77,1.538888889,,,
1301,12/29/2019 17:00,10.86,34.74,1.522222222,,,
1302,12/29/2019 17:30,10.94,34.74,1.522222222,,,
1303,12/29/2019 18:00,11.02,34.7,1.5,,,
1304,12/29/2019 18:30,11.05,34.66,1.477777778,,,
1305,12/29/2019 19:00,11.11,34.66,1.477777778,,,
1306,12/29/2019 19:30,10.97,34.7,1.5,,,
1307,12/29/2019 20:00,10.94,34.7,1.5,,,
1308,12/29/2019 20:30,10.94,34.7,1.5,,,
1309,12/29/2019 21:00,10.87,34.74,1.522222222,,,
1310,12/29/2019 21:30,10.89,34.74,1.522222222,,,
1311,12/29/2019 22:00,10.87,34.77,1.538888889,,,
1312,12/29/2019 22:30,10.81,34.74,1.522222222,,,
1313,12/29/2019 23:00,10.8,34.74,1.522222222,,,
1314,12/29/2019 23:30,10.73,34.74,1.522222222,,,
1315,12/30/2019 0:00,10.64,34.81,1.561111111,,,
1316,12/30/2019 0:30,10.73,34.77,1.538888889,,,
1317,12/30/2019 1:00,10.71,34.81,1.561111111,,,
1318,12/30/2019 1:30,10.71,34.81,1.561111111,,,
1319,12/30/2019 2:00,10.73,34.81,1.561111111,,,
1320,12/30/2019 2:30,10.78,34.81,1.561111111,,,
1321,12/30/2019 3:00,10.71,34.7,1.5,,,
1322,12/30/2019 3:30,10.63,34.84,1.577777778,,,
1323,12/30/2019 4:00,10.51,34.88,1.6,,,
1324,12/30/2019 4:30,10.55,34.92,1.622222222,,,
1325,12/30/2019 5:00,10.54,34.92,1.622222222,,,
1326,12/30/2019 5:30,10.52,34.92,1.622222222,,,
1327,12/30/2019 6:00,10.62,34.88,1.6,,,
1328,12/30/2019 6:30,10.48,34.92,1.622222222,,,
1329,12/30/2019 7:00,10.34,34.95,1.638888889,,,
1330,12/30/2019 7:30,10.31,34.92,1.622222222,,,
1331,12/30/2019 8:00,10.1,34.95,1.638888889,,,
1332,12/30/2019 8:30,10.26,34.92,1.622222222,,,
1333,12/30/2019 9:00,10.33,34.88,1.6,,,
1334,12/30/2019 9:30,10.22,34.92,1.622222222,,,
1335,12/30/2019 10:00,10.19,34.92,1.622222222,,,
1336,12/30/2019 10:30,10.23,34.95,1.638888889,,,
1337,12/30/2019 11:00,10.43,34.88,1.6,,,
1338,12/30/2019 11:30,10.8,34.74,1.522222222,,,
1339,12/30/2019 12:00,10.84,34.74,1.522222222,,,
1340,12/30/2019 12:30,10.84,34.7,1.5,,,
1341,12/30/2019 13:00,10.76,34.7,1.5,,,
1342,12/30/2019 13:30,10.65,34.74,1.522222222,,,
1343,12/30/2019 14:00,10.66,34.74,1.522222222,,,
1344,12/30/2019 14:30,10.53,34.77,1.538888889,,,
1345,12/30/2019 15:00,10.43,34.84,1.577777778,,,
1346,12/30/2019 15:30,10.45,34.81,1.561111111,,,
1347,12/30/2019 16:00,10.39,34.84,1.577777778,,,
1348,12/30/2019 16:30,10.56,34.81,1.561111111,,,
1349,12/30/2019 17:00,10.38,34.84,1.577777778,,,
1350,12/30/2019 17:30,10.36,34.88,1.6,,,
1351,12/30/2019 18:00,10.37,34.88,1.6,,,
1352,12/30/2019 18:30,10.26,34.92,1.622222222,,,
1353,12/30/2019 19:00,10.25,34.88,1.6,,,
1354,12/30/2019 19:30,10.32,34.81,1.561111111,,,
1355,12/30/2019 20:00,10.18,34.84,1.577777778,,,
1356,12/30/2019 20:30,10.27,34.81,1.561111111,,,
1357,12/30/2019 21:00,10.05,34.88,1.6,,,
1358,12/30/2019 21:30,9.99,34.95,1.638888889,,,
1359,12/30/2019 22:00,9.98,34.84,1.577777778,,,
1360,12/30/2019 22:30,10.09,34.81,1.561111111,,,
1361,12/30/2019 23:00,9.96,35.02,1.677777778,,,
1362,12/30/2019 23:30,9.98,34.84,1.577777778,,,
1363,12/31/2019 0:00,9.83,34.95,1.638888889,,,
1364,12/31/2019 0:30,9.88,34.95,1.638888889,,,
1365,12/31/2019 1:00,9.96,34.88,1.6,,,
1366,12/31/2019 1:30,9.91,34.95,1.638888889,,,
1367,12/31/2019 2:00,9.94,34.95,1.638888889,,,
1368,12/31/2019 2:30,10.03,34.99,1.661111111,,,
1369,12/31/2019 3:00,10.2,34.92,1.622222222,,,
1370,12/31/2019 3:30,10.2,34.81,1.561111111,,,
1371,12/31/2019 4:00,10.21,34.88,1.6,,,
1372,12/31/2019 4:30,10.37,34.88,1.6,,,
1373,12/31/2019 5:00,10.38,34.84,1.577777778,,,
1374,12/31/2019 5:30,10.55,34.77,1.538888889,,,
1375,12/31/2019 6:00,10.37,34.88,1.6,,,
1376,12/31/2019 6:30,10.36,34.92,1.622222222,,,
1377,12/31/2019 7:00,10.42,34.92,1.622222222,,,
1378,12/31/2019 7:30,10.42,34.88,1.6,,,
1379,12/31/2019 8:00,10.36,34.92,1.622222222,,,
1380,12/31/2019 8:30,10.36,34.88,1.6,,,
1381,12/31/2019 9:00,10.35,34.88,1.6,,,
1382,12/31/2019 9:30,10.31,34.84,1.577777778,,,
1383,12/31/2019 10:00,10.25,34.92,1.622222222,,,
1384,12/31/2019 10:30,10.6,34.88,1.6,,,
1385,12/31/2019 11:00,10.36,34.92,1.622222222,,,
1386,12/31/2019 11:30,10.34,34.92,1.622222222,,,
1387,12/31/2019 12:00,10.44,34.88,1.6,,,
1388,12/31/2019 12:30,10.54,34.77,1.538888889,,,
1389,12/31/2019 13:00,10.67,34.7,1.5,,,
1390,12/31/2019 13:30,10.69,34.77,1.538888889,,,
1391,12/31/2019 14:00,10.63,34.77,1.538888889,,,
1392,12/31/2019 14:30,10.82,34.66,1.477777778,,,
1393,12/31/2019 15:00,10.82,34.74,1.522222222,,,
1394,12/31/2019 15:30,10.83,34.74,1.522222222,,,
1395,12/31/2019 16:00,10.83,34.7,1.5,,,
1396,12/31/2019 16:30,11,34.48,1.377777778,,,
1397,12/31/2019 17:00,10.63,34.7,1.5,,,
1398,12/31/2019 17:30,10.59,34.74,1.522222222,,,
1399,12/31/2019 18:00,10.5,34.7,1.5,,,
1400,12/31/2019 18:30,10.68,34.48,1.377777778,,,
1401,12/31/2019 19:00,11.13,34.27,1.261111111,,,
1402,12/31/2019 19:30,10.67,34.41,1.338888889,,,
1403,12/31/2019 20:00,10.55,34.48,1.377777778,,,
1404,12/31/2019 20:30,10.99,34.34,1.3,,,
1405,12/31/2019 21:00,10.63,34.3,1.277777778,,,
1406,12/31/2019 21:30,11.14,34.16,1.2,,,
1407,12/31/2019 22:00,10.98,34.12,1.177777778,,,
1408,12/31/2019 22:30,10.97,34.09,1.161111111,,,
1409,12/31/2019 23:00,10.57,34.09,1.161111111,,,
1410,12/31/2019 23:30,10.92,34.02,1.122222222,,,
1411,1/1/2020 0:00,11.4,33.94,1.077777778,,,
1412,1/1/2020 0:30,11.16,33.87,1.038888889,,,
1413,1/1/2020 1:00,10.22,34.12,1.177777778,,,
1414,1/1/2020 1:30,9.85,34.48,1.377777778,,,
1415,1/1/2020 2:00,10.13,34.27,1.261111111,,,
1416,1/1/2020 2:30,9.92,34.41,1.338888889,,,
1417,1/1/2020 3:00,10.25,34.27,1.261111111,,,
1418,1/1/2020 3:30,10.04,34.34,1.3,,,
1419,1/1/2020 4:00,10.05,34.2,1.222222222,,,
1420,1/1/2020 4:30,10.23,34.23,1.238888889,,,
1421,1/1/2020 5:00,10,34.23,1.238888889,,,
1422,1/1/2020 5:30,10.16,34.2,1.222222222,,,
1423,1/1/2020 6:00,10.17,34.23,1.238888889,,,
1424,1/1/2020 6:30,10.24,34.12,1.177777778,,,
1425,1/1/2020 7:00,9.96,34.27,1.261111111,,,
1426,1/1/2020 7:30,10.07,34.34,1.3,,,
1427,1/1/2020 8:00,10.03,34.23,1.238888889,,,
1428,1/1/2020 8:30,10.03,34.3,1.277777778,,,
1429,1/1/2020 9:00,9.86,34.56,1.422222222,,,
1430,1/1/2020 9:30,9.93,34.27,1.261111111,,,
1431,1/1/2020 10:00,9.87,34.45,1.361111111,,,
1432,1/1/2020 10:30,9.85,34.59,1.438888889,,,
1433,1/1/2020 11:00,9.98,34.52,1.4,,,
1434,1/1/2020 11:30,9.94,34.56,1.422222222,,,
1435,1/1/2020 12:00,10,34.52,1.4,,,
1436,1/1/2020 12:30,10.28,34.27,1.261111111,,,
1437,1/1/2020 13:00,10.09,34.38,1.322222222,,,
1438,1/1/2020 13:30,10.16,34.41,1.338888889,,,
1439,1/1/2020 14:00,10.2,34.48,1.377777778,,,
1440,1/1/2020 14:30,10.21,34.41,1.338888889,,,
1441,1/1/2020 15:00,10.23,34.45,1.361111111,,,
1442,1/1/2020 15:30,10.31,34.38,1.322222222,,,
1443,1/1/2020 16:00,10.21,34.45,1.361111111,,,
1444,1/1/2020 16:30,10.29,34.38,1.322222222,,,
1445,1/1/2020 17:00,10.35,34.3,1.277777778,,,
1446,1/1/2020 17:30,10.4,34.34,1.3,,,
1447,1/1/2020 18:00,10.26,34.34,1.3,,,
1448,1/1/2020 18:30,9.95,34.56,1.422222222,,,
1449,1/1/2020 19:00,9.95,34.52,1.4,,,
1450,1/1/2020 19:30,10.13,34.34,1.3,,,
1451,1/1/2020 20:00,10.19,34.2,1.222222222,,,
1452,1/1/2020 20:30,10.81,33.98,1.1,,,
1453,1/1/2020 21:00,11.23,33.8,1,,,
1454,1/1/2020 21:30,11.29,33.76,0.977777778,,,
1455,1/1/2020 22:00,10.51,33.91,1.061111111,,,
1456,1/1/2020 22:30,10.97,33.87,1.038888889,,,
1457,1/1/2020 23:00,11.06,33.8,1,,,
1458,1/1/2020 23:30,10.75,33.8,1,,,
1459,1/2/2020 0:00,10.54,33.91,1.061111111,,,
1460,1/2/2020 0:30,10.04,33.91,1.061111111,,,
1461,1/2/2020 1:00,9.81,34.02,1.122222222,,,
1462,1/2/2020 1:30,9.57,34.12,1.177777778,,,
1463,1/2/2020 2:00,9.51,34.2,1.222222222,,,
1464,1/2/2020 2:30,9.52,34.45,1.361111111,,,
1465,1/2/2020 3:00,9.73,34.41,1.338888889,,,
1466,1/2/2020 3:30,9.79,34.41,1.338888889,,,
1467,1/2/2020 4:00,10.01,34.41,1.338888889,,,
1468,1/2/2020 4:30,9.83,34.48,1.377777778,,,
1469,1/2/2020 5:00,10.21,34.27,1.261111111,,,
1470,1/2/2020 5:30,10.17,34.41,1.338888889,,,
1471,1/2/2020 6:00,10.78,34.27,1.261111111,,,
1472,1/2/2020 6:30,10.59,34.34,1.3,,,
1473,1/2/2020 7:00,10.59,34.34,1.3,,,
1474,1/2/2020 7:30,10.37,34.27,1.261111111,,,
1475,1/2/2020 8:00,9.8,34.38,1.322222222,,,
1476,1/2/2020 8:30,9.83,34.3,1.277777778,,,
1477,1/2/2020 9:00,9.94,34.3,1.277777778,,,
1478,1/2/2020 9:30,10.22,34.2,1.222222222,,,
1479,1/2/2020 10:00,9.8,34.52,1.4,,,
1480,1/2/2020 10:30,9.77,34.48,1.377777778,,,
1481,1/2/2020 11:00,10.92,33.94,1.077777778,,,
1482,1/2/2020 11:30,10.2,34.3,1.277777778,,,
1483,1/2/2020 12:00,10.29,34.34,1.3,,,
1484,1/2/2020 12:30,10.24,34.38,1.322222222,,,
1485,1/2/2020 13:00,10.4,34.3,1.277777778,,,
1486,1/2/2020 13:30,10.46,34.3,1.277777778,,,
1487,1/2/2020 14:00,10.47,34.3,1.277777778,,,
1488,1/2/2020 14:30,10.73,34.12,1.177777778,,,
1489,1/2/2020 15:00,10.49,34.2,1.222222222,,,
1490,1/2/2020 15:30,10.69,34.12,1.177777778,,,
1491,1/2/2020 16:00,10.63,34.09,1.161111111,,,
1492,1/2/2020 16:30,11.2,33.84,1.022222222,,,
1493,1/2/2020 17:00,10.91,33.91,1.061111111,,,
1494,1/2/2020 17:30,10.48,34.05,1.138888889,,,
1495,1/2/2020 18:00,10.44,34.2,1.222222222,,,
1496,1/2/2020 18:30,10.46,33.98,1.1,,,
1497,1/2/2020 19:00,10.45,33.98,1.1,,,
1498,1/2/2020 19:30,10.35,33.98,1.1,,,
1499,1/2/2020 20:00,10.52,33.8,1,,,
1500,1/2/2020 20:30,10.5,33.87,1.038888889,,,
1501,1/2/2020 21:00,10.38,33.87,1.038888889,,,
1502,1/2/2020 21:30,10.36,33.91,1.061111111,,,
1503,1/2/2020 22:00,10.15,33.94,1.077777778,,,
1504,1/2/2020 22:30,10.22,33.84,1.022222222,,,
1505,1/2/2020 23:00,10.52,33.73,0.961111111,,,
1506,1/2/2020 23:30,10.5,33.76,0.977777778,,,
1507,1/3/2020 0:00,10.33,33.87,1.038888889,,,
1508,1/3/2020 0:30,10.05,33.84,1.022222222,,,
1509,1/3/2020 1:00,9.86,34.05,1.138888889,,,
1510,1/3/2020 1:30,9.65,34.12,1.177777778,,,
1511,1/3/2020 2:00,9.77,34.16,1.2,,,
1512,1/3/2020 2:30,9.9,34.05,1.138888889,,,
1513,1/3/2020 3:00,9.9,34.02,1.122222222,,,
1514,1/3/2020 3:30,10.11,34.02,1.122222222,,,
1515,1/3/2020 4:00,10.2,33.94,1.077777778,,,
1516,1/3/2020 4:30,10.03,34.02,1.122222222,,,
1517,1/3/2020 5:00,9.79,34.05,1.138888889,,,
1518,1/3/2020 5:30,9.56,34.09,1.161111111,,,
1519,1/3/2020 6:00,9.58,33.98,1.1,,,
1520,1/3/2020 6:30,9.44,33.98,1.1,,,
1521,1/3/2020 7:00,9.8,33.91,1.061111111,,,
1522,1/3/2020 7:30,10.03,33.73,0.961111111,,,
1523,1/3/2020 8:00,10.54,33.94,1.077777778,,,
1524,1/3/2020 8:30,10.71,33.98,1.1,,,
1525,1/3/2020 9:00,11.52,33.73,0.961111111,,,
1526,1/3/2020 9:30,11.56,33.69,0.938888889,,,
1527,1/3/2020 10:00,11.27,33.8,1,,,
1528,1/3/2020 10:30,11.89,33.73,0.961111111,,,
1529,1/3/2020 11:00,11.84,33.73,0.961111111,,,
1530,1/3/2020 11:30,11.8,33.76,0.977777778,,,
1531,1/3/2020 12:00,11.79,33.76,0.977777778,,,
1532,1/3/2020 12:30,11.72,33.8,1,,,
1533,1/3/2020 13:00,11.66,33.84,1.022222222,,,
1534,1/3/2020 13:30,11.66,33.84,1.022222222,,,
1535,1/3/2020 14:00,11.7,33.84,1.022222222,,,
1536,1/3/2020 14:30,11.73,33.8,1,,,
1537,1/3/2020 15:00,11.64,33.87,1.038888889,,,
1538,1/3/2020 15:30,11.64,33.84,1.022222222,,,
1539,1/3/2020 16:00,11.77,33.8,1,,,
1540,1/3/2020 16:30,11.75,33.73,0.961111111,,,
1541,1/3/2020 17:00,11.67,33.73,0.961111111,,,
1542,1/3/2020 17:30,11.46,33.87,1.038888889,,,
1543,1/3/2020 18:00,11.26,33.91,1.061111111,,,
1544,1/3/2020 18:30,11.28,33.87,1.038888889,,,
1545,1/3/2020 19:00,11.3,33.84,1.022222222,,,
1546,1/3/2020 19:30,11.19,33.87,1.038888889,,,
1547,1/3/2020 20:00,11.2,33.76,0.977777778,,,
1548,1/3/2020 20:30,11.16,33.84,1.022222222,,,
1549,1/3/2020 21:00,11.09,33.87,1.038888889,,,
1550,1/3/2020 21:30,11.02,33.91,1.061111111,,,
1551,1/3/2020 22:00,10.91,33.91,1.061111111,,,
1552,1/3/2020 22:30,10.98,33.87,1.038888889,,,
1553,1/3/2020 23:00,10.86,33.91,1.061111111,,,
