Plot Title: 11009654,,,,,,,
#,"Date Time, GMT-06:00","DO conc, mg/L (LGR S/N: 11009654, SEN S/N: 11009654, LBL: DO)","Temp, °F (LGR S/N: 11009654, SEN S/N: 11009654, LBL: Temp)",Coupler Attached (LGR S/N: 11009654),Host Connected (LGR S/N: 11009654),Stopped (LGR S/N: 11009654),End Of File (LGR S/N: 11009654)
2242,1/18/2020 7:30,10.71,32.72,0.4,,,
2243,1/18/2020 8:00,10.83,32.79,0.438888889,,,
2244,1/18/2020 8:30,10.71,32.83,0.461111111,,,
2245,1/18/2020 9:00,11.2,32.65,0.361111111,,,
2246,1/18/2020 9:30,11.51,32.54,0.3,,,
2247,1/18/2020 10:00,11.42,32.72,0.4,,,
2248,1/18/2020 10:30,11.3,32.83,0.461111111,,,
2249,1/18/2020 11:00,11.28,32.83,0.461111111,,,
2250,1/18/2020 11:30,11.23,32.83,0.461111111,,,
2251,1/18/2020 12:00,11.14,32.83,0.461111111,,,
2252,1/18/2020 12:30,11.13,32.83,0.461111111,,,
2253,1/18/2020 13:00,11.04,32.86,0.477777778,,,
2254,1/18/2020 13:30,10.97,32.86,0.477777778,,,
2255,1/18/2020 14:00,10.99,32.86,0.477777778,,,
2256,1/18/2020 14:30,10.9,32.9,0.5,,,
2257,1/18/2020 15:00,10.89,32.9,0.5,,,
2258,1/18/2020 15:30,11,32.83,0.461111111,,,
2259,1/18/2020 16:00,10.94,32.86,0.477777778,,,
2260,1/18/2020 16:30,11.03,32.79,0.438888889,,,
2261,1/18/2020 17:00,10.96,32.83,0.461111111,,,
2262,1/18/2020 17:30,11.05,32.76,0.422222222,,,
2263,1/18/2020 18:00,11,32.79,0.438888889,,,
2264,1/18/2020 18:30,11.04,32.79,0.438888889,,,
2265,1/18/2020 19:00,11.03,32.79,0.438888889,,,
2266,1/18/2020 19:30,11.05,32.76,0.422222222,,,
2267,1/18/2020 20:00,11.06,32.76,0.422222222,,,
2268,1/18/2020 20:30,11.09,32.76,0.422222222,,,
2269,1/18/2020 21:00,11.1,32.72,0.4,,,
2270,1/18/2020 21:30,11.11,32.68,0.377777778,,,
2271,1/18/2020 22:00,11.06,32.72,0.4,,,
2272,1/18/2020 22:30,11.03,32.72,0.4,,,
2273,1/18/2020 23:00,11.04,32.72,0.4,,,
2274,1/18/2020 23:30,11.06,32.68,0.377777778,,,
2275,1/19/2020 0:00,11,32.72,0.4,,,
2276,1/19/2020 0:30,10.98,32.72,0.4,,,
2277,1/19/2020 1:00,11.08,32.72,0.4,,,
2278,1/19/2020 1:30,10.99,32.72,0.4,,,
2279,1/19/2020 2:00,11.13,32.72,0.4,,,
2280,1/19/2020 2:30,11.03,32.72,0.4,,,
2281,1/19/2020 3:00,11.14,32.72,0.4,,,
2282,1/19/2020 3:30,11.13,32.72,0.4,,,
2283,1/19/2020 4:00,11.02,32.72,0.4,,,
2284,1/19/2020 4:30,11.01,32.72,0.4,,,
2285,1/19/2020 5:00,10.69,32.76,0.422222222,,,
2286,1/19/2020 5:30,10.52,32.76,0.422222222,,,
2287,1/19/2020 6:00,10.57,32.76,0.422222222,,,
2288,1/19/2020 6:30,10.32,32.76,0.422222222,,,
2289,1/19/2020 7:00,10.19,32.79,0.438888889,,,
2290,1/19/2020 7:30,10.31,32.83,0.461111111,,,
2291,1/19/2020 8:00,10.68,32.76,0.422222222,,,
2292,1/19/2020 8:30,10.29,32.83,0.461111111,,,
2293,1/19/2020 9:00,10.14,32.94,0.522222222,,,
2294,1/19/2020 9:30,10.65,32.86,0.477777778,,,
2295,1/19/2020 10:00,10.75,32.76,0.422222222,,,
2296,1/19/2020 10:30,10.58,32.83,0.461111111,,,
2297,1/19/2020 11:00,10.51,32.9,0.5,,,
2298,1/19/2020 11:30,10.78,32.86,0.477777778,,,
2299,1/19/2020 12:00,11.02,32.83,0.461111111,,,
2300,1/19/2020 12:30,10.97,32.83,0.461111111,,,
2301,1/19/2020 13:00,10.93,32.83,0.461111111,,,
2302,1/19/2020 13:30,10.87,32.83,0.461111111,,,
2303,1/19/2020 14:00,10.81,32.86,0.477777778,,,
2304,1/19/2020 14:30,10.8,32.79,0.438888889,,,
2305,1/19/2020 15:00,10.91,32.68,0.377777778,,,
2306,1/19/2020 15:30,10.97,32.65,0.361111111,,,
2307,1/19/2020 16:00,10.88,32.68,0.377777778,,,
2308,1/19/2020 16:30,10.69,32.72,0.4,,,
2309,1/19/2020 17:00,10.58,32.76,0.422222222,,,
2310,1/19/2020 17:30,10.55,32.72,0.4,,,
2311,1/19/2020 18:00,10.33,32.68,0.377777778,,,
2312,1/19/2020 18:30,10.11,32.68,0.377777778,,,
2313,1/19/2020 19:00,10.02,32.68,0.377777778,,,
2314,1/19/2020 19:30,9.7,32.68,0.377777778,,,
2315,1/19/2020 20:00,9.44,32.65,0.361111111,,,
2316,1/19/2020 20:30,9.28,32.65,0.361111111,,,
2317,1/19/2020 21:00,9.47,32.65,0.361111111,,,
2318,1/19/2020 21:30,9.44,32.65,0.361111111,,,
2319,1/19/2020 22:00,9.36,32.65,0.361111111,,,
2320,1/19/2020 22:30,9.33,32.65,0.361111111,,,
2321,1/19/2020 23:00,9.4,32.65,0.361111111,,,
2322,1/19/2020 23:30,9.37,32.65,0.361111111,,,
2323,1/20/2020 0:00,9.38,32.61,0.338888889,,,
2324,1/20/2020 0:30,9.36,32.61,0.338888889,,,
2325,1/20/2020 1:00,9.38,32.61,0.338888889,,,
2326,1/20/2020 1:30,9.39,32.61,0.338888889,,,
2327,1/20/2020 2:00,9.36,32.61,0.338888889,,,
2328,1/20/2020 2:30,9.37,32.58,0.322222222,,,
2329,1/20/2020 3:00,9.36,32.58,0.322222222,,,
2330,1/20/2020 3:30,9.33,32.58,0.322222222,,,
2331,1/20/2020 4:00,9.38,32.61,0.338888889,,,
2332,1/20/2020 4:30,9.43,32.61,0.338888889,,,
2333,1/20/2020 5:00,9.54,32.58,0.322222222,,,
2334,1/20/2020 5:30,9.79,32.58,0.322222222,,,
2335,1/20/2020 6:00,10.1,32.58,0.322222222,,,
2336,1/20/2020 6:30,10.04,32.61,0.338888889,,,
2337,1/20/2020 7:00,10.24,32.61,0.338888889,,,
2338,1/20/2020 7:30,10.35,32.61,0.338888889,,,
2339,1/20/2020 8:00,10.24,32.61,0.338888889,,,
2340,1/20/2020 8:30,10.33,32.61,0.338888889,,,
2341,1/20/2020 9:00,10.23,32.65,0.361111111,,,
2342,1/20/2020 9:30,10.51,32.58,0.322222222,,,
2343,1/20/2020 10:00,10.68,32.54,0.3,,,
2344,1/20/2020 10:30,10.76,32.54,0.3,,,
2345,1/20/2020 11:00,10.87,32.54,0.3,,,
2346,1/20/2020 11:30,10.9,32.54,0.3,,,
2347,1/20/2020 12:00,10.92,32.54,0.3,,,
2348,1/20/2020 12:30,10.94,32.54,0.3,,,
2349,1/20/2020 13:00,10.98,32.54,0.3,,,
2350,1/20/2020 13:30,11.09,32.54,0.3,,,
2351,1/20/2020 14:00,11.14,32.5,0.277777778,,,
2352,1/20/2020 14:30,11.17,32.5,0.277777778,,,
2353,1/20/2020 15:00,11.15,32.54,0.3,,,
2354,1/20/2020 15:30,10.62,32.54,0.3,,,
2355,1/20/2020 16:00,10.47,32.54,0.3,,,
2356,1/20/2020 16:30,10.5,32.54,0.3,,,
2357,1/20/2020 17:00,10.51,32.54,0.3,,,
2358,1/20/2020 17:30,10.45,32.54,0.3,,,
2359,1/20/2020 18:00,10.47,32.54,0.3,,,
2360,1/20/2020 18:30,10.43,32.54,0.3,,,
2361,1/20/2020 19:00,10.49,32.54,0.3,,,
2362,1/20/2020 19:30,10.46,32.58,0.322222222,,,
2363,1/20/2020 20:00,10.44,32.58,0.322222222,,,
2364,1/20/2020 20:30,10.42,32.58,0.322222222,,,
2365,1/20/2020 21:00,10.44,32.58,0.322222222,,,
2366,1/20/2020 21:30,10.58,32.58,0.322222222,,,
2367,1/20/2020 22:00,10.65,32.54,0.3,,,
2368,1/20/2020 22:30,11.05,32.47,0.261111111,,,
2369,1/20/2020 23:00,11.42,32.43,0.238888889,,,
2370,1/20/2020 23:30,11.78,32.4,0.222222222,,,
2371,1/21/2020 0:00,11.85,32.36,0.2,,,
2372,1/21/2020 0:30,11.94,32.36,0.2,,,
2373,1/21/2020 1:00,11.94,32.36,0.2,,,
2374,1/21/2020 1:30,11.94,32.36,0.2,,,
2375,1/21/2020 2:00,11.95,32.36,0.2,,,
2376,1/21/2020 2:30,11.93,32.36,0.2,,,
2377,1/21/2020 3:00,11.91,32.36,0.2,,,
2378,1/21/2020 3:30,11.94,32.36,0.2,,,
2379,1/21/2020 4:00,11.9,32.36,0.2,,,
2380,1/21/2020 4:30,11.9,32.36,0.2,,,
2381,1/21/2020 5:00,11.91,32.36,0.2,,,
2382,1/21/2020 5:30,11.89,32.36,0.2,,,
2383,1/21/2020 6:00,11.87,32.4,0.222222222,,,
2384,1/21/2020 6:30,11.93,32.36,0.2,,,
2385,1/21/2020 7:00,11.88,32.36,0.2,,,
2386,1/21/2020 7:30,11.71,32.43,0.238888889,,,
2387,1/21/2020 8:00,11.54,32.47,0.261111111,,,
2388,1/21/2020 8:30,11.62,32.43,0.238888889,,,
2389,1/21/2020 9:00,11.68,32.4,0.222222222,,,
2390,1/21/2020 9:30,11.65,32.4,0.222222222,,,
2391,1/21/2020 10:00,11.49,32.43,0.238888889,,,
2392,1/21/2020 10:30,11.36,32.5,0.277777778,,,
2393,1/21/2020 11:00,11.39,32.5,0.277777778,,,
2394,1/21/2020 11:30,11.42,32.5,0.277777778,,,
2395,1/21/2020 12:00,11.51,32.47,0.261111111,,,
2396,1/21/2020 12:30,11.5,32.47,0.261111111,,,
2397,1/21/2020 13:00,11.59,32.47,0.261111111,,,
2398,1/21/2020 13:30,11.64,32.5,0.277777778,,,
2399,1/21/2020 14:00,11.6,32.5,0.277777778,,,
2400,1/21/2020 14:30,11.62,32.43,0.238888889,,,
2401,1/21/2020 15:00,11.59,32.47,0.261111111,,,
2402,1/21/2020 15:30,11.51,32.47,0.261111111,,,
2403,1/21/2020 16:00,11.52,32.47,0.261111111,,,
2404,1/21/2020 16:30,11.52,32.47,0.261111111,,,
2405,1/21/2020 17:00,11.57,32.47,0.261111111,,,
2406,1/21/2020 17:30,11.47,32.5,0.277777778,,,
2407,1/21/2020 18:00,11.26,32.54,0.3,,,
2408,1/21/2020 18:30,11.05,32.58,0.322222222,,,
2409,1/21/2020 19:00,11.01,32.61,0.338888889,,,
2410,1/21/2020 19:30,10.96,32.61,0.338888889,,,
2411,1/21/2020 20:00,10.9,32.65,0.361111111,,,
2412,1/21/2020 20:30,10.83,32.68,0.377777778,,,
2413,1/21/2020 21:00,10.8,32.68,0.377777778,,,
2414,1/21/2020 21:30,10.88,32.65,0.361111111,,,
2415,1/21/2020 22:00,10.92,32.65,0.361111111,,,
2416,1/21/2020 22:30,10.95,32.65,0.361111111,,,
2417,1/21/2020 23:00,11.09,32.61,0.338888889,,,
2418,1/21/2020 23:30,11.14,32.61,0.338888889,,,
2419,1/22/2020 0:00,11.16,32.61,0.338888889,,,
2420,1/22/2020 0:30,11.18,32.61,0.338888889,,,
2421,1/22/2020 1:00,11.25,32.58,0.322222222,,,
2422,1/22/2020 1:30,11.29,32.58,0.322222222,,,
2423,1/22/2020 2:00,11.62,32.54,0.3,,,
2424,1/22/2020 2:30,11.62,32.54,0.3,,,
2425,1/22/2020 3:00,11.76,32.54,0.3,,,
2426,1/22/2020 3:30,11.68,32.58,0.322222222,,,
2427,1/22/2020 4:00,11.88,32.54,0.3,,,
2428,1/22/2020 4:30,11.89,32.54,0.3,,,
2429,1/22/2020 5:00,11.92,32.54,0.3,,,
2430,1/22/2020 5:30,12.02,32.5,0.277777778,,,
2431,1/22/2020 6:00,12.06,32.5,0.277777778,,,
2432,1/22/2020 6:30,11.8,32.54,0.3,,,
2433,1/22/2020 7:00,11.93,32.54,0.3,,,
2434,1/22/2020 7:30,11.92,32.5,0.277777778,,,
2435,1/22/2020 8:00,11.81,32.54,0.3,,,
2436,1/22/2020 8:30,11.5,32.54,0.3,,,
2437,1/22/2020 9:00,11.35,32.58,0.322222222,,,
2438,1/22/2020 9:30,11.44,32.61,0.338888889,,,
2439,1/22/2020 10:00,11.47,32.58,0.322222222,,,
2440,1/22/2020 10:30,11.5,32.58,0.322222222,,,
2441,1/22/2020 11:00,11.51,32.58,0.322222222,,,
2442,1/22/2020 11:30,11.48,32.54,0.3,,,
2443,1/22/2020 12:00,11.42,32.54,0.3,,,
2444,1/22/2020 12:30,11.35,32.58,0.322222222,,,
2445,1/22/2020 13:00,11.33,32.58,0.322222222,,,
2446,1/22/2020 13:30,11.39,32.58,0.322222222,,,
2447,1/22/2020 14:00,11.48,32.54,0.3,,,
2448,1/22/2020 14:30,11.47,32.58,0.322222222,,,
2449,1/22/2020 15:00,11.46,32.58,0.322222222,,,
2450,1/22/2020 15:30,11.45,32.58,0.322222222,,,
2451,1/22/2020 16:00,11.45,32.58,0.322222222,,,
2452,1/22/2020 16:30,11.46,32.54,0.3,,,
2453,1/22/2020 17:00,11.47,32.54,0.3,,,
2454,1/22/2020 17:30,11.46,32.54,0.3,,,
2455,1/22/2020 18:00,11.46,32.54,0.3,,,
2456,1/22/2020 18:30,11.44,32.54,0.3,,,
2457,1/22/2020 19:00,11.45,32.54,0.3,,,
2458,1/22/2020 19:30,11.44,32.54,0.3,,,
2459,1/22/2020 20:00,11.42,32.54,0.3,,,
2460,1/22/2020 20:30,11.43,32.54,0.3,,,
2461,1/22/2020 21:00,11.45,32.54,0.3,,,
2462,1/22/2020 21:30,11.47,32.47,0.261111111,,,
2463,1/22/2020 22:00,11.48,32.47,0.261111111,,,
2464,1/22/2020 22:30,11.51,32.43,0.238888889,,,
2465,1/22/2020 23:00,11.44,32.47,0.261111111,,,
2466,1/22/2020 23:30,11.38,32.47,0.261111111,,,
2467,1/23/2020 0:00,11.32,32.5,0.277777778,,,
2468,1/23/2020 0:30,11.33,32.54,0.3,,,
2469,1/23/2020 1:00,11.32,32.54,0.3,,,
2470,1/23/2020 1:30,11.31,32.54,0.3,,,
2471,1/23/2020 2:00,11.26,32.5,0.277777778,,,
2472,1/23/2020 2:30,11.17,32.54,0.3,,,
2473,1/23/2020 3:00,11.16,32.5,0.277777778,,,
2474,1/23/2020 3:30,11,32.54,0.3,,,
2475,1/23/2020 4:00,11.12,32.54,0.3,,,
2476,1/23/2020 4:30,11.23,32.5,0.277777778,,,
2477,1/23/2020 5:00,11.15,32.47,0.261111111,,,
2478,1/23/2020 5:30,11.08,32.5,0.277777778,,,
2479,1/23/2020 6:00,11.17,32.5,0.277777778,,,
2480,1/23/2020 6:30,10.78,32.5,0.277777778,,,
2481,1/23/2020 7:00,10.86,32.5,0.277777778,,,
2482,1/23/2020 7:30,10.72,32.5,0.277777778,,,
2483,1/23/2020 8:00,11.18,32.47,0.261111111,,,
2484,1/23/2020 8:30,10.58,32.58,0.322222222,,,
2485,1/23/2020 9:00,10.38,32.68,0.377777778,,,
2486,1/23/2020 9:30,10.38,32.68,0.377777778,,,
2487,1/23/2020 10:00,10.65,32.61,0.338888889,,,
2488,1/23/2020 10:30,10.73,32.61,0.338888889,,,
2489,1/23/2020 11:00,10.83,32.65,0.361111111,,,
2490,1/23/2020 11:30,10.77,32.65,0.361111111,,,
2491,1/23/2020 12:00,10.87,32.65,0.361111111,,,
2492,1/23/2020 12:30,10.9,32.61,0.338888889,,,
2493,1/23/2020 13:00,11.14,32.58,0.322222222,,,
2494,1/23/2020 13:30,11.08,32.58,0.322222222,,,
2495,1/23/2020 14:00,10.91,32.54,0.3,,,
2496,1/23/2020 14:30,10.94,32.58,0.322222222,,,
2497,1/23/2020 15:00,10.95,32.54,0.3,,,
2498,1/23/2020 15:30,11.06,32.54,0.3,,,
2499,1/23/2020 16:00,10.99,32.5,0.277777778,,,
2500,1/23/2020 16:30,11.03,32.47,0.261111111,,,
2501,1/23/2020 17:00,11.12,32.47,0.261111111,,,
2502,1/23/2020 17:30,11.17,32.47,0.261111111,,,
2503,1/23/2020 18:00,11.05,32.5,0.277777778,,,
2504,1/23/2020 18:30,10.93,32.5,0.277777778,,,
2505,1/23/2020 19:00,11.04,32.47,0.261111111,,,
2506,1/23/2020 19:30,10.9,32.5,0.277777778,,,
2507,1/23/2020 20:00,10.82,32.54,0.3,,,
2508,1/23/2020 20:30,10.72,32.54,0.3,,,
2509,1/23/2020 21:00,10.82,32.5,0.277777778,,,
2510,1/23/2020 21:30,10.96,32.47,0.261111111,,,
2511,1/23/2020 22:00,11.06,32.47,0.261111111,,,
2512,1/23/2020 22:30,11,32.5,0.277777778,,,
2513,1/23/2020 23:00,11.12,32.5,0.277777778,,,
2514,1/23/2020 23:30,11,32.54,0.3,,,
2515,1/24/2020 0:00,11.1,32.5,0.277777778,,,
2516,1/24/2020 0:30,11.12,32.47,0.261111111,,,
2517,1/24/2020 1:00,11.14,32.47,0.261111111,,,
2518,1/24/2020 1:30,10.94,32.5,0.277777778,,,
2519,1/24/2020 2:00,11.01,32.47,0.261111111,,,
2520,1/24/2020 2:30,10.94,32.47,0.261111111,,,
2521,1/24/2020 3:00,10.8,32.5,0.277777778,,,
2522,1/24/2020 3:30,10.86,32.5,0.277777778,,,
2523,1/24/2020 4:00,10.88,32.47,0.261111111,,,
2524,1/24/2020 4:30,10.97,32.47,0.261111111,,,
2525,1/24/2020 5:00,10.96,32.47,0.261111111,,,
2526,1/24/2020 5:30,10.94,32.47,0.261111111,,,
2527,1/24/2020 6:00,10.83,32.47,0.261111111,,,
2528,1/24/2020 6:30,10.86,32.47,0.261111111,,,
2529,1/24/2020 7:00,10.69,32.54,0.3,,,
2530,1/24/2020 7:30,11.02,32.5,0.277777778,,,
2531,1/24/2020 8:00,10.81,32.58,0.322222222,,,
2532,1/24/2020 8:30,10.7,32.61,0.338888889,,,
2533,1/24/2020 9:00,10.49,32.65,0.361111111,,,
2534,1/24/2020 9:30,10.39,32.65,0.361111111,,,
2535,1/24/2020 10:00,10.6,32.65,0.361111111,,,
2536,1/24/2020 10:30,10.49,32.65,0.361111111,,,
2537,1/24/2020 11:00,10.52,32.61,0.338888889,,,
2538,1/24/2020 11:30,10.48,32.58,0.322222222,,,
2539,1/24/2020 12:00,10.63,32.58,0.322222222,,,
2540,1/24/2020 12:30,10.75,32.54,0.3,,,
2541,1/24/2020 13:00,10.84,32.54,0.3,,,
2542,1/24/2020 13:30,10.84,32.54,0.3,,,
2543,1/24/2020 14:00,10.82,32.58,0.322222222,,,
2544,1/24/2020 14:30,10.76,32.58,0.322222222,,,
2545,1/24/2020 15:00,10.72,32.58,0.322222222,,,
2546,1/24/2020 15:30,10.65,32.58,0.322222222,,,
2547,1/24/2020 16:00,10.58,32.58,0.322222222,,,
2548,1/24/2020 16:30,10.55,32.58,0.322222222,,,
2549,1/24/2020 17:00,10.52,32.61,0.338888889,,,
2550,1/24/2020 17:30,10.54,32.61,0.338888889,,,
2551,1/24/2020 18:00,10.55,32.61,0.338888889,,,
2552,1/24/2020 18:30,10.51,32.61,0.338888889,,,
2553,1/24/2020 19:00,10.57,32.61,0.338888889,,,
2554,1/24/2020 19:30,10.52,32.61,0.338888889,,,
2555,1/24/2020 20:00,10.43,32.61,0.338888889,,,
2556,1/24/2020 20:30,10.42,32.65,0.361111111,,,
2557,1/24/2020 21:00,10.4,32.65,0.361111111,,,
2558,1/24/2020 21:30,10.37,32.61,0.338888889,,,
2559,1/24/2020 22:00,10.56,32.58,0.322222222,,,
2560,1/24/2020 22:30,10.55,32.58,0.322222222,,,
2561,1/24/2020 23:00,10.6,32.58,0.322222222,,,
2562,1/24/2020 23:30,10.56,32.54,0.3,,,
2563,1/25/2020 0:00,10.49,32.54,0.3,,,
2564,1/25/2020 0:30,10.7,32.47,0.261111111,,,
2565,1/25/2020 1:00,10.88,32.43,0.238888889,,,
2566,1/25/2020 1:30,11.19,32.4,0.222222222,,,
2567,1/25/2020 2:00,11.35,32.36,0.2,,,
2568,1/25/2020 2:30,11.18,32.36,0.2,,,
2569,1/25/2020 3:00,11.35,32.36,0.2,,,
2570,1/25/2020 3:30,11.33,32.36,0.2,,,
2571,1/25/2020 4:00,11.38,32.36,0.2,,,
2572,1/25/2020 4:30,11.39,32.32,0.177777778,,,
2573,1/25/2020 5:00,11.39,32.32,0.177777778,,,
2574,1/25/2020 5:30,11.38,32.32,0.177777778,,,
2575,1/25/2020 6:00,11.33,32.32,0.177777778,,,
2576,1/25/2020 6:30,11.3,32.36,0.2,,,
2577,1/25/2020 7:00,11.26,32.36,0.2,,,
2578,1/25/2020 7:30,11.1,32.36,0.2,,,
2579,1/25/2020 8:00,10.96,32.43,0.238888889,,,
2580,1/25/2020 8:30,10.96,32.43,0.238888889,,,
2581,1/25/2020 9:00,10.99,32.43,0.238888889,,,
2582,1/25/2020 9:30,11.11,32.4,0.222222222,,,
2583,1/25/2020 10:00,11.1,32.4,0.222222222,,,
2584,1/25/2020 10:30,11.2,32.36,0.2,,,
2585,1/25/2020 11:00,11.31,32.29,0.161111111,,,
2586,1/25/2020 11:30,11.29,32.29,0.161111111,,,
2587,1/25/2020 12:00,11.14,32.36,0.2,,,
2588,1/25/2020 12:30,11.12,32.4,0.222222222,,,
2589,1/25/2020 13:00,11.39,32.25,0.138888889,,,
2590,1/25/2020 13:30,11.15,32.36,0.2,,,
2591,1/25/2020 14:00,11,32.43,0.238888889,,,
2592,1/25/2020 14:30,10.89,32.47,0.261111111,,,
2593,1/25/2020 15:00,10.76,32.5,0.277777778,,,
2594,1/25/2020 15:30,10.69,32.54,0.3,,,
2595,1/25/2020 16:00,10.6,32.54,0.3,,,
2596,1/25/2020 16:30,10.54,32.58,0.322222222,,,
2597,1/25/2020 17:00,10.51,32.58,0.322222222,,,
2598,1/25/2020 17:30,10.38,32.61,0.338888889,,,
2599,1/25/2020 18:00,10.36,32.61,0.338888889,,,
2600,1/25/2020 18:30,10.31,32.61,0.338888889,,,
2601,1/25/2020 19:00,10.35,32.61,0.338888889,,,
2602,1/25/2020 19:30,10.29,32.61,0.338888889,,,
2603,1/25/2020 20:00,10.3,32.61,0.338888889,,,
2604,1/25/2020 20:30,10.23,32.61,0.338888889,,,
2605,1/25/2020 21:00,10.23,32.61,0.338888889,,,
2606,1/25/2020 21:30,10.22,32.58,0.322222222,,,
2607,1/25/2020 22:00,10.51,32.54,0.3,,,
2608,1/25/2020 22:30,10.37,32.54,0.3,,,
2609,1/25/2020 23:00,10.42,32.54,0.3,,,
2610,1/25/2020 23:30,10.44,32.54,0.3,,,
2611,1/26/2020 0:00,10.49,32.54,0.3,,,
2612,1/26/2020 0:30,10.6,32.5,0.277777778,,,
2613,1/26/2020 1:00,10.63,32.5,0.277777778,,,
2614,1/26/2020 1:30,10.62,32.5,0.277777778,,,
2615,1/26/2020 2:00,10.76,32.47,0.261111111,,,
2616,1/26/2020 2:30,10.86,32.47,0.261111111,,,
2617,1/26/2020 3:00,10.92,32.43,0.238888889,,,
2618,1/26/2020 3:30,10.96,32.43,0.238888889,,,
2619,1/26/2020 4:00,11.01,32.4,0.222222222,,,
2620,1/26/2020 4:30,11.05,32.4,0.222222222,,,
2621,1/26/2020 5:00,11.08,32.4,0.222222222,,,
2622,1/26/2020 5:30,11.13,32.4,0.222222222,,,
2623,1/26/2020 6:00,11.19,32.36,0.2,,,
2624,1/26/2020 6:30,11.24,32.36,0.2,,,
2625,1/26/2020 7:00,11.16,32.4,0.222222222,,,
2626,1/26/2020 7:30,11.18,32.36,0.2,,,
2627,1/26/2020 8:00,11.21,32.36,0.2,,,
2628,1/26/2020 8:30,10.98,32.43,0.238888889,,,
2629,1/26/2020 9:00,11.04,32.47,0.261111111,,,
2630,1/26/2020 9:30,10.97,32.47,0.261111111,,,
2631,1/26/2020 10:00,11.06,32.43,0.238888889,,,
2632,1/26/2020 10:30,11.01,32.47,0.261111111,,,
2633,1/26/2020 11:00,10.96,32.47,0.261111111,,,
2634,1/26/2020 11:30,11.02,32.47,0.261111111,,,
2635,1/26/2020 12:00,10.97,32.47,0.261111111,,,
2636,1/26/2020 12:30,10.97,32.47,0.261111111,,,
2637,1/26/2020 13:00,10.95,32.5,0.277777778,,,
2638,1/26/2020 13:30,10.89,32.5,0.277777778,,,
2639,1/26/2020 14:00,10.89,32.54,0.3,,,
2640,1/26/2020 14:30,10.87,32.54,0.3,,,
2641,1/26/2020 15:00,10.78,32.54,0.3,,,
2642,1/26/2020 15:30,10.83,32.54,0.3,,,
2643,1/26/2020 16:00,10.72,32.54,0.3,,,
2644,1/26/2020 16:30,10.83,32.54,0.3,,,
2645,1/26/2020 17:00,10.79,32.54,0.3,,,
2646,1/26/2020 17:30,10.77,32.54,0.3,,,
2647,1/26/2020 18:00,10.8,32.54,0.3,,,
2648,1/26/2020 18:30,10.79,32.54,0.3,,,
2649,1/26/2020 19:00,10.78,32.54,0.3,,,
2650,1/26/2020 19:30,10.73,32.54,0.3,,,
2651,1/26/2020 20:00,10.73,32.5,0.277777778,,,
2652,1/26/2020 20:30,10.64,32.5,0.277777778,,,
2653,1/26/2020 21:00,10.94,32.47,0.261111111,,,
2654,1/26/2020 21:30,10.76,32.5,0.277777778,,,
2655,1/26/2020 22:00,10.77,32.5,0.277777778,,,
2656,1/26/2020 22:30,10.83,32.47,0.261111111,,,
2657,1/26/2020 23:00,10.88,32.47,0.261111111,,,
2658,1/26/2020 23:30,10.85,32.47,0.261111111,,,
2659,1/27/2020 0:00,10.87,32.47,0.261111111,,,
2660,1/27/2020 0:30,10.97,32.43,0.238888889,,,
2661,1/27/2020 1:00,10.95,32.43,0.238888889,,,
2662,1/27/2020 1:30,10.92,32.4,0.222222222,,,
2663,1/27/2020 2:00,11.12,32.4,0.222222222,,,
2664,1/27/2020 2:30,11.01,32.4,0.222222222,,,
2665,1/27/2020 3:00,11.18,32.36,0.2,,,
2666,1/27/2020 3:30,11.14,32.4,0.222222222,,,
2667,1/27/2020 4:00,11.25,32.4,0.222222222,,,
2668,1/27/2020 4:30,11.25,32.4,0.222222222,,,
2669,1/27/2020 5:00,11.27,32.36,0.2,,,
2670,1/27/2020 5:30,11.22,32.4,0.222222222,,,
2671,1/27/2020 6:00,11.32,32.4,0.222222222,,,
2672,1/27/2020 6:30,11.28,32.4,0.222222222,,,
2673,1/27/2020 7:00,11.31,32.36,0.2,,,
2674,1/27/2020 7:30,11.3,32.36,0.2,,,
2675,1/27/2020 8:00,11.12,32.43,0.238888889,,,
2676,1/27/2020 8:30,11.04,32.47,0.261111111,,,
2677,1/27/2020 9:00,11.08,32.5,0.277777778,,,
2678,1/27/2020 9:30,10.9,32.5,0.277777778,,,
2679,1/27/2020 10:00,10.82,32.54,0.3,,,
2680,1/27/2020 10:30,10.9,32.5,0.277777778,,,
2681,1/27/2020 11:00,10.81,32.54,0.3,,,
2682,1/27/2020 11:30,10.75,32.54,0.3,,,
2683,1/27/2020 12:00,10.79,32.54,0.3,,,
2684,1/27/2020 12:30,10.7,32.54,0.3,,,
2685,1/27/2020 13:00,10.77,32.54,0.3,,,
2686,1/27/2020 13:30,10.85,32.54,0.3,,,
2687,1/27/2020 14:00,10.75,32.58,0.322222222,,,
2688,1/27/2020 14:30,10.79,32.58,0.322222222,,,
2689,1/27/2020 15:00,10.82,32.58,0.322222222,,,
2690,1/27/2020 15:30,10.81,32.58,0.322222222,,,
2691,1/27/2020 16:00,10.82,32.58,0.322222222,,,
2692,1/27/2020 16:30,10.79,32.54,0.3,,,
2693,1/27/2020 17:00,10.75,32.58,0.322222222,,,
2694,1/27/2020 17:30,10.78,32.58,0.322222222,,,
2695,1/27/2020 18:00,10.8,32.54,0.3,,,
2696,1/27/2020 18:30,10.8,32.54,0.3,,,
