Location,DATE,TIME,NROWS,SheetBar,Zmax,Zmax QF,Secchi,Secchi QF,Wave Code,Zice,Zice QF,ZSice,ZSice QF,PctIce,PctIce QF,Zsnow,Zsnow QF,PctSnow,PctSnow QF,Veg Cover,DuckWeed Cover,Fil.Algae Covr,Veg Density,Veg Type,Site Comment,Row #,Z,  QF ,Temp,  QF _1,D.O.,  QF _2,pH,  QF _3,Cond,  QF _4,Turb,  QF _5,Raw NTU,  QF _6,Vel,  QF _7,Dir,  QF _8,Smpl. Barcode,DIN,MET,SRP,SS,CHS,CHF,PHY,TNP
PL03.0P,6/25/2019,14:51,2,40015677,2.7,,127,,,,,,,,,,,,,,,,,,,22,2.5,,21.4,,6.4,,7.6,,628,,,,,,,,,,,,,,,,,,
PL03.0P,7/11/2019,13:56,2,40015679,2.6,,132,,,,,,,,,,,,,,,,,,,11,0.2,,26.3,,9.6,,8.2,,507,,5,,5,,0.07,,20,,,,,,,,,,
PL03.0P,7/11/2019,13:56,2,40015679,2.6,,132,,,,,,,,,,,,,,,,,,,22,2.4,,24.1,,5.7,,7.8,,518,,,,,,,X,,X,,,,,,,,,
PL03.0P,7/22/2019,8:20,2,40015681,2.72,,171,,,,,,,,,,,,,,,,,,Veg around upper probe.,11,0.2,,25.2,,6.1,,8,,571,,3,,3,,0.11,,350,,,,,,,,,,
PL03.0P,7/22/2019,8:20,2,40015681,2.72,,171,,,,,,,,,,,,,,,,,,Veg around upper probe.,22,2.52,,25,,5.6,,7.9,,570,,,,,,,,,,,,,,,,,,
PL03.0P,8/8/2019,9:18,2,40015684,2.65,,258,,,,,,,,,,,,,,,,,,No veg around probe.,11,0.2,,25.3,,6,,8,,551,,1,,1,,0.03,,330,,,,,,,,,,
PL03.0P,8/8/2019,9:18,2,40015684,2.65,,258,,,,,,,,,,,,,,,,,,No veg around probe.,22,2.45,,24.8,,4.2,,7.9,,585,,,,,,,X,,X,,,,,,,,,
PL03.0P,8/21/2019,13:00,2,40015686,2.53,,223,,,,,,,,,,,,,,,,,,A little veg around probe.,11,0.2,,24.5,,9.9,,8.5,,564,,,,,,0.03,,20,,,,,,,,,,
PL03.0P,8/21/2019,13:00,2,40015686,2.53,,223,,,,,,,,,,,,,,,,,,A little veg around probe.,22,2.33,,22.6,,3.8,,7.8,,545,,,,,,,,,,,,,,,,,,
PL03.0P,9/16/2019,13:49,2,40015688,2.47,,208,,,,,,,,,,,,,,,,,,,11,0.2,,22.4,,11.2,,8.5,,515,,,,,,0.03,,300,,,,,,,,,,
PL03.0P,9/16/2019,13:49,2,40015688,2.47,,208,,,,,,,,,,,,,,,,,,,22,2.27,,20.9,,7.7,,8.1,,521,,,,,,,,,,,,,,,,,,
PL03.0P,10/10/2019,14:55,2,40015689,2.85,,58,,,,,,,,,,,,,,,,,,,11,0.2,,14.3,,8.7,,8.1,,453,,11,,11,,,,,,,,,,,,,,
PL03.0P,10/10/2019,14:55,2,40015689,2.85,,58,,,,,,,,,,,,,,,,,,,22,2.65,,14.3,,8.7,,8.1,,453,,,,,,,,,,,,,,,,,,
PL03.0P,12/2/2019,14:50,2,40015693,2.49,,121,,,1,,1,,100,,,5,0,,,,,,,,11,0.2,,1.3,,13.3,,8,,567,,5,,5,,0.02,,360,,,,,,,,,,
PL03.0P,12/2/2019,14:50,2,40015693,2.49,,121,,,1,,1,,100,,,5,0,,,,,,,,22,2.29,,1.5,,13,,8,,572,,,,,,,,,,,,,,,,,,
PL03.0P,1/10/2020,12:30,2,40015694,2.65,,100,,,30,,30,,100,,,5,0,,,,,,,,11,0.2,,0.3,,13.1,,7.8,,558,,,,,,0.02,,350,,,,,,,,,,
PL03.0P,1/10/2020,12:30,2,40015694,2.65,,100,,,30,,30,,100,,,5,0,,,,,,,,22,2.45,,0.4,,12.9,,7.8,,569,,,,,,,,,,,,,,,,,,
PL03.0P,2/4/2020,15:15,2,40015697,2.6,,133,,,42,,42,,100,,,5,0,,,,,,,Frozen slush around site.,11,0.2,,0.3,,12.6,,7.8,,508,,,,,,0.01,,360,X,,,,,,,,,
PL03.0P,2/4/2020,15:15,2,40015697,2.6,,133,,,42,,42,,100,,,5,0,,,,,,,Frozen slush around site.,22,2.4,,0.9,,10.6,,7.6,,506,,,,,,,,,,,,,,,,,,
PL03.0P,3/4/2020,11:40,2,40015700,2.6,,176,,,50,,50,,100,,,5,0,,,,,,,,11,0.2,,1,,13.7,,7.7,,491,,4,,4,,0.01,,10,X,,,,,,,,,
PL03.0P,3/4/2020,11:40,2,40015700,2.6,,176,,,50,,50,,100,,,5,0,,,,,,,,22,2.4,,1.7,,13.1,,7.6,,495,,,,,,,,,,,,,,,,,,
PL03.0P,6/15/2020,10:47:00 AM,2,40015963,2.6,,168,,,,,,,,,,,,,,,,,,,11,0.2,,20.2,,8.8,,8.6,,465,,,,,,0.03,,340,,,,,,,,,,
PL03.0P,6/15/2020,10:47:00 AM,2,40015963,2.6,,168,,,,,,,,,,,,,,,,,,,22,2.4,,20.1,,8.7,,8.6,,463,,,,,,,,,,,,,,,,,,
PL03.0P,7/1/2020,3:05:00 PM,2,40015965,2.5,,138,,,,,,,,,,,,,,,,,,,11,0.2,,28.2,,10.4,,8.8,,467,,2,,2,,0.03,,340,,,,,,,,,,
PL03.0P,7/1/2020,3:05:00 PM,2,40015965,2.5,,138,,,,,,,,,,,,,,,,,,,22,2.3,,24.6,,4.4,,8,,495,,,,,,,,,,,,,,,,,,
PL03.0P,7/13/2020,9:58:00 AM,2,40015967,2.42,,242,2,,,,,,,,,,,,,,,,,,11,0.2,,27.1,,11.8,,8.9,,459,,2,,2,,0.01,,70,X,,,,,,,,,
PL03.0P,7/13/2020,9:58:00 AM,2,40015967,2.42,,242,2,,,,,,,,,,,,,,,,,,22,2.22,,25.9,,5.5,,7.8,,471,,,,,,,,,,,,,,,,,,
PL03.0P,7/30/2020,10:19:00 AM,2,40015969,2.42,,242,2,,,,,,,,,,,,,,,,,,11,0.2,,25.7,,8.1,,8.8,,409,,1,,1,,,5,,,,,,,,,,,
PL03.0P,7/30/2020,10:19:00 AM,2,40015969,2.42,,242,2,,,,,,,,,,,,,,,,,,22,2.22,,24.6,,0.5,,7.5,,423,,,,,,,,,,,,,,,,,,
PL03.0P,8/13/2020,1:37:00 PM,2,40015971,2.38,,,5,,,,,,,,,,,,,,,,,Unable to get velocity due to wind.,11,0.2,,25.4,,10.6,,8.8,,375,,,,,,,5,,,,,,,,,,,
PL03.0P,8/13/2020,1:37:00 PM,2,40015971,2.38,,,5,,,,,,,,,,,,,,,,,Unable to get velocity due to wind.,22,2.18,,23.1,,5.4,,8.3,,381,,,,,,,,,,,,,,,,,,
PL03.0P,8/25/2020,1:55:00 PM,2,40015973,2.42,,242,2,,,,,,,,,,,,,,,,,,11,0.2,,28.7,,9.8,,8.6,,401,,2,,2,,0.02,,60,,,,,,,,,,
PL03.0P,8/25/2020,1:55:00 PM,2,40015973,2.42,,242,2,,,,,,,,,,,,,,,,,,22,2.22,,24.4,,0.4,,7.3,,380,,,,,,,,,,,,,,,,,,
PL03.0P,9/10/2020,2:27:00 PM,2,40015975,2.32,,,5,,,,,,,,,,,,,,,,,,11,0.2,,18.1,,7.1,,8.1,,378,,3,,3,,0.01,,120,X,,,,,,,,,
PL03.0P,9/10/2020,2:27:00 PM,2,40015975,2.32,,,5,,,,,,,,,,,,,,,,,,22,2.12,,13,,7.4,,7.9,,380,,,,,,,,,,,,,,,,,,
PL03.0P,1/12/2021,11:39:00 AM,2,40015977,2.62,,199,,,30,,30,,100,,2,,50,,,,,,,,11,0.2,,0.7,,12.9,,8,,452,,2,,2,,0.01,,340,,,,,,,,,,
PL03.0P,1/12/2021,11:39:00 AM,2,40015977,2.62,,199,,,30,,30,,100,,2,,50,,,,,,,,22,2.42,,1.4,,10.5,,7.7,,463,,,,,,,,,,,,,,,,,,
PL03.0P,2/24/2021,2:50:00 PM,2,40015980,2.63,,263,2,,49,,49,,100,,9,,100,,,,,,,,11,0.2,,0.4,,12,,7.9,,466,,,,,,0.01,,330,X,,,,,,,,,
PL03.0P,2/24/2021,2:50:00 PM,2,40015980,2.63,,263,2,,49,,49,,100,,9,,100,,,,,,,,22,2.43,,1.1,,7.1,,7.1,,483,,,,,,0.01,,,X,,,,,,,,,
PL03.0P,3/9/2021,1:45:00 PM,2,40015983,2.5,,161,,,44,,44,,100,,,5,0,,,,,,,,11,0.2,,3.7,,19.9,,8.4,,413,,3,,3,,0.01,,350,X,,,,,,,,,
PL03.0P,3/9/2021,1:45:00 PM,2,40015983,2.5,,161,,,44,,44,,100,,,5,0,,,,,,,,22,2.3,,3.4,,18.9,,8.2,,451,,,,,,,,,,,,,,,,,,
PL03.0P,6/3/2021,10:33:00 AM,2,40015986,2.45,,176,,,,,,,,,,,,,,,,,,,11,0.2,,21.8,,9.7,,8.3,,463,,2,,2,,0.01,,330,X,,,,,,,,,
PL03.0P,6/3/2021,10:33:00 AM,2,40015986,2.45,,176,,,,,,,,,,,,,,,,,,,22,2.25,,18.5,,2.2,,7.6,,464,,,,,,,,,,,,,,,,,,
PL03.0P,6/15/2021,2:38:00 PM,2,40015987,2.56,,,5,,,,,,,,,,,,,,,,,,11,0.2,,27.5,,16.5,,8.7,,435,,,,,,0,,,X,,,,,,,,,
PL03.0P,6/15/2021,2:38:00 PM,2,40015987,2.56,,,5,,,,,,,,,,,,,,,,,,22,2.36,,22.4,,0.3,,7.1,,,5,,,,,,,,,,,,,,,,,
PL03.0P,6/29/2021,8:55:00 AM,2,40015988,2.65,,,5,,,,,,,,,,,,,,,,,,11,0.2,,25.4,,13.7,,9.2,,366,,3,,3,,0,,,X,,,,,,,,,
PL03.0P,6/29/2021,8:55:00 AM,2,40015988,2.65,,,5,,,,,,,,,,,,,,,,,,22,2.45,,22.9,,0.3,,7.4,,441,,,,,,,,,,,,,,,,,,
PL03.0P,7/13/2021,2:25:00 PM,2,40015989,2.63,,,5,,,,,,,,,,,,,,,,,Photo taken of site.,11,0.2,,28.1,,15.6,,8.9,,398,,6,,6,,0,,,X,,,,,,,,,
PL03.0P,7/13/2021,2:25:00 PM,2,40015989,2.63,,,5,,,,,,,,,,,,,,,,,Photo taken of site.,22,2.43,,22.3,,0.2,,7.2,,445,,,,,,,,,,,,,,,,,,
PL03.0P,7/26/2021,2:27:00 PM,2,40015990,2.67,,,5,,,,,,,,,,,,,,,,,,11,0.2,,26.9,,3.4,,7.6,,416,,,,,,0,,,X,,,,,,,,,
PL03.0P,7/26/2021,2:27:00 PM,2,40015990,2.67,,,5,,,,,,,,,,,,,,,,,,22,2.47,,24.5,,0.2,,7.3,,434,,,,,,,,,,,,,,,,,,
PL03.0P,8/9/2021,11:39:00 AM,2,40015991,2.65,,,5,,,,,,,,,,,,,,,,,Lots of vegetation at site.,11,0.2,,26.1,,8,,8.2,,364,,3,,3,,0,,,X,,,,,,,,,
PL03.0P,8/9/2021,11:39:00 AM,2,40015991,2.65,,,5,,,,,,,,,,,,,,,,,Lots of vegetation at site.,22,2.45,,24,,1.2,,7.3,,369,,,,,,,,,,,,,,,,,,
PL03.0P,8/25/2021,2:33:00 PM,2,40015992,2.66,,92,,,,,,,,,,,,,,,,,,Windy ,11,0.2,,24.2,,3.7,,7.9,,365,,,,,,0.06,,290,,,,,,,,,,
PL03.0P,8/25/2021,2:33:00 PM,2,40015992,2.66,,92,,,,,,,,,,,,,,,,,,Windy ,22,2.46,,23.2,,2.7,,7.8,,360,,,,,,,,,,,,,,,,,,
PL03.0P,9/8/2021,10:26:00 AM,2,40015993,2.6,,74,,,,,,,,,,,,,,,,,,Windy,11,0.2,,21.1,,6.5,,7.9,,419,,7,,7,,0.02,,360,,,,,,,,,,
PL03.0P,9/8/2021,10:26:00 AM,2,40015993,2.6,,74,,,,,,,,,,,,,,,,,,Windy,22,2.4,,21.1,,6.2,,7.9,,420,,,,,,,,,,,,,,,,,,
PL03.0P,11/19/2021,12:52:00 PM,6,40018002,2.32,,111,,2,,5,,5,0,,,5,0,,0,0,0,,,,11,0.2,,2.9,,12.5,,8.2,,559,,4,,4,,,5,,,40018002,1,,1,1,,1,,1
PL03.0P,11/19/2021,12:52:00 PM,6,40018002,2.32,,111,,2,,5,,5,0,,,5,0,,0,0,0,,,,22,0.5,,2.8,,12.5,,8.2,,551,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,11/19/2021,12:52:00 PM,6,40018002,2.32,,111,,2,,5,,5,0,,,5,0,,0,0,0,,,,33,1,,2.9,,12.6,,8.2,,554,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,11/19/2021,12:52:00 PM,6,40018002,2.32,,111,,2,,5,,5,0,,,5,0,,0,0,0,,,,44,1.5,,2.9,,12.5,,8.2,,557,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,11/19/2021,12:52:00 PM,6,40018002,2.32,,111,,2,,5,,5,0,,,5,0,,0,0,0,,,,55,2,,3,,12.6,,8.3,,562,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,11/19/2021,12:52:00 PM,6,40018002,2.32,,111,,2,,5,,5,0,,,5,0,,0,0,0,,,,66,2.12,,3,,12.6,,8.3,,563,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,1/13/2022,1:21:00 PM,5,40018011,2.52,,142,,,30,,30,,100,,3,,100,,0,0,0,,,,11,0.2,,0.4,,14.5,,8.2,,576,,2,,2,,0.01,,130,X,40018011,1,,1,1,,1,,1
PL03.0P,1/13/2022,1:21:00 PM,5,40018011,2.52,,142,,,30,,30,,100,,3,,100,,0,0,0,,,,22,1,,0.4,,14.6,,8.2,,578,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,1/13/2022,1:21:00 PM,5,40018011,2.52,,142,,,30,,30,,100,,3,,100,,0,0,0,,,,33,1.5,,0.5,,14.5,,8.2,,580,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,1/13/2022,1:21:00 PM,5,40018011,2.52,,142,,,30,,30,,100,,3,,100,,0,0,0,,,,44,2,,1,,13.9,,8,,600,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,1/13/2022,1:21:00 PM,5,40018011,2.52,,142,,,30,,30,,100,,3,,100,,0,0,0,,,,55,2.32,,1.6,,10.4,,7.9,,597,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,2/14/2022,3:07:00 PM,5,40018019,2.52,,156,,,48,,52,,100,,2,,100,,0,0,0,,,,11,0.2,,0.3,,12.9,,7.9,,560,,,,,,0.01,,350,,40018019,1,,1,1,,1,,1
PL03.0P,2/14/2022,3:07:00 PM,5,40018019,2.52,,156,,,48,,52,,100,,2,,100,,0,0,0,,,,22,1,,0.3,,12.9,,7.9,,560,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,2/14/2022,3:07:00 PM,5,40018019,2.52,,156,,,48,,52,,100,,2,,100,,0,0,0,,,,33,1.5,,0.6,,13,,7.9,,563,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,2/14/2022,3:07:00 PM,5,40018019,2.52,,156,,,48,,52,,100,,2,,100,,0,0,0,,,,44,2,,1.3,,9.6,,7.7,,578,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,2/14/2022,3:07:00 PM,5,40018019,2.52,,156,,,48,,52,,100,,2,,100,,0,0,0,,,,55,2.32,,2.1,,5.5,,7.6,,585,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,3/8/2022,10:55:00 AM,5,40018022,2.54,,79,,,58,,52,,100,,,5,0,,0,0,0,,,,11,0.2,,1.7,,18.5,,8.3,,497,,4,,4,,0.01,,90,,40018022,1,,1,1,,1,,1
PL03.0P,3/8/2022,10:55:00 AM,5,40018022,2.54,,79,,,58,,52,,100,,,5,0,,0,0,0,,,,22,1,,1.5,,20.2,2,8.4,,490,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,3/8/2022,10:55:00 AM,5,40018022,2.54,,79,,,58,,52,,100,,,5,0,,0,0,0,,,,33,1.5,,1.5,,20.1,2,8.4,,507,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,3/8/2022,10:55:00 AM,5,40018022,2.54,,79,,,58,,52,,100,,,5,0,,0,0,0,,,,44,2,,2.7,,7.1,,7.5,,578,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,3/8/2022,10:55:00 AM,5,40018022,2.54,,79,,,58,,52,,100,,,5,0,,0,0,0,,,,55,2.34,,3.2,,2.6,,7.3,,592,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,3/16/2022,10:40:00 AM,5,40015998,2.58,,119,,,50,,50,,100,,,5,0,,,,,,,,11,0.2,,3.5,,30,2,8.9,,446,,3,,3,,0.01,,330,X,,,,,,,,,
PL03.0P,3/16/2022,10:40:00 AM,5,40015998,2.58,,119,,,50,,50,,100,,,5,0,,,,,,,,22,1,,3.4,,27.4,2,8.7,,480,,,,,,,,,,,,,,,,,,
PL03.0P,3/16/2022,10:40:00 AM,5,40015998,2.58,,119,,,50,,50,,100,,,5,0,,,,,,,,33,1.5,,3.2,,24.6,2,8.5,,498,,,,,,,,,,,,,,,,,,
PL03.0P,3/16/2022,10:40:00 AM,5,40015998,2.58,,119,,,50,,50,,100,,,5,0,,,,,,,,44,2,,2.6,,18,,8.1,,523,,,,,,,,,,,,,,,,,,
PL03.0P,3/16/2022,10:40:00 AM,5,40015998,2.58,,119,,,50,,50,,100,,,5,0,,,,,,,,55,2.38,,3.1,,17.4,,8,,528,,,,,,,,,,,,,,,,,,
PL03.0P,6/1/2022,9:09:00 AM,2,40016001,2.51,,129,,,,,,,,,,,,,,,,,,,11,0.2,,18.6,,7.2,,7.9,,528,,6,,6,,0.04,,360,,,,,,,,,,
PL03.0P,6/1/2022,9:09:00 AM,2,40016001,2.51,,129,,,,,,,,,,,,,,,,,,,22,2.31,,17.9,,6.7,,7.8,,532,,,,,,,,,,,,,,,,,,
PL03.0P,6/17/2022,1:51:00 PM,6,40016002,2.51,,126,,,,,,,,,,,,,,,,,,,11,0.2,,22.3,,6.6,,8,,535,,3,,3,,0.04,,340,,,,,,,,,,
PL03.0P,6/17/2022,1:51:00 PM,6,40016002,2.51,,126,,,,,,,,,,,,,,,,,,,22,0.5,,23,,7.2,,8,,543,,,,,,,,,,,,,,,,,,
PL03.0P,6/17/2022,1:51:00 PM,6,40016002,2.51,,126,,,,,,,,,,,,,,,,,,,33,1,,22.8,,6.9,,7.9,,547,,,,,,,,,,,,,,,,,,
PL03.0P,6/17/2022,1:51:00 PM,6,40016002,2.51,,126,,,,,,,,,,,,,,,,,,,44,1.5,,22.1,,6.2,,7.9,,553,,,,,,,,,,,,,,,,,,
PL03.0P,6/17/2022,1:51:00 PM,6,40016002,2.51,,126,,,,,,,,,,,,,,,,,,,55,2,,21.6,,5.5,,7.8,,555,,,,,,,,,,,,,,,,,,
PL03.0P,6/17/2022,1:51:00 PM,6,40016002,2.51,,126,,,,,,,,,,,,,,,,,,,66,2.31,,21.5,,5.4,,7.8,,555,,,,,,,,,,,,,,,,,,
PL03.0P,6/29/2022,11:12:00 AM,6,40016005,2.3,,95,,,,,,,,,,,,,,,,,,,11,0.2,,25.5,,11,,8.6,,560,,4,,4,,,0,,,,,,,,,,,
PL03.0P,6/29/2022,11:12:00 AM,6,40016005,2.3,,95,,,,,,,,,,,,,,,,,,,22,0.5,,24.4,,10.6,,8.5,,557,,,,,,,,,,,,,,,,,,
PL03.0P,6/29/2022,11:12:00 AM,6,40016005,2.3,,95,,,,,,,,,,,,,,,,,,,33,1,,23.7,,10.8,,8.6,,535,,,,,,,,,,,,,,,,,,
PL03.0P,6/29/2022,11:12:00 AM,6,40016005,2.3,,95,,,,,,,,,,,,,,,,,,,44,1.5,,23,,8.2,,8.3,,540,,,,,,,,,,,,,,,,,,
PL03.0P,6/29/2022,11:12:00 AM,6,40016005,2.3,,95,,,,,,,,,,,,,,,,,,,55,2,,22.3,,4.1,,7.7,,553,,,,,,,,,,,,,,,,,,
PL03.0P,6/29/2022,11:12:00 AM,6,40016005,2.3,,95,,,,,,,,,,,,,,,,,,,66,2.1,,22.1,,4,,7.6,,551,,,,,,,,,,,,,,,,,,
PL03.0P,7/13/2022,2:09:00 PM,6,40016006,2.6,,122,,,,,,,,,,,,,,,,,,,11,0.2,,26.9,,10.5,,8.7,,481,,,,,,0.02,,40,,,,,,,,,,
PL03.0P,7/13/2022,2:09:00 PM,6,40016006,2.6,,122,,,,,,,,,,,,,,,,,,,22,0.5,,26.7,,10.9,,8.7,,480,,,,,,,,,,,,,,,,,,
PL03.0P,7/13/2022,2:09:00 PM,6,40016006,2.6,,122,,,,,,,,,,,,,,,,,,,33,1,,24.9,,9.9,,8.6,,486,,,,,,,,,,,,,,,,,,
PL03.0P,7/13/2022,2:09:00 PM,6,40016006,2.6,,122,,,,,,,,,,,,,,,,,,,44,1.5,,24.3,,2.9,,7.5,,494,,,,,,,,,,,,,,,,,,
PL03.0P,7/13/2022,2:09:00 PM,6,40016006,2.6,,122,,,,,,,,,,,,,,,,,,,55,2,,23.6,,0.2,,7.4,,493,,,,,,,,,,,,,,,,,,
PL03.0P,7/13/2022,2:09:00 PM,6,40016006,2.6,,122,,,,,,,,,,,,,,,,,,,66,2.4,,23.4,,0,,7.4,,495,,,,,,,,,,,,,,,,,,
PL03.0P,7/24/2022,9:18:00 AM,6,40016009,2.66,,97,,2,,,,,,,,,,,3,,,1,S,Probe was cover in SAV and holding a patch of duckweed and SAV in place at the site.,11,0.2,,25.4,,3.6,,7.8,,487,,,,,,,5,,,,,,,,,,,
PL03.0P,7/24/2022,9:18:00 AM,6,40016009,2.66,,97,,2,,,,,,,,,,,3,,,1,S,Probe was cover in SAV and holding a patch of duckweed and SAV in place at the site.,22,0.5,,25.3,,3.4,,7.8,,487,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,7/24/2022,9:18:00 AM,6,40016009,2.66,,97,,2,,,,,,,,,,,3,,,1,S,Probe was cover in SAV and holding a patch of duckweed and SAV in place at the site.,33,1,,25.3,,3.5,,7.8,,486,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,7/24/2022,9:18:00 AM,6,40016009,2.66,,97,,2,,,,,,,,,,,3,,,1,S,Probe was cover in SAV and holding a patch of duckweed and SAV in place at the site.,44,1.5,,25.1,,2.4,,7.7,,487,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,7/24/2022,9:18:00 AM,6,40016009,2.66,,97,,2,,,,,,,,,,,3,,,1,S,Probe was cover in SAV and holding a patch of duckweed and SAV in place at the site.,55,2,,24.4,,0,,7.5,,490,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,7/24/2022,9:18:00 AM,6,40016009,2.66,,97,,2,,,,,,,,,,,3,,,1,S,Probe was cover in SAV and holding a patch of duckweed and SAV in place at the site.,66,2.46,,24.4,,0,,7.4,,491,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,8/11/2022,1:56:00 PM,6,40016010,2.5,,107,,1,,,,,,,,,,,3,,,1,S,Only Veg around rope,11,0.2,,28,,10.2,,8.8,,455,,,,,,0.04,,180,,,,,,,,,,
PL03.0P,8/11/2022,1:56:00 PM,6,40016010,2.5,,107,,1,,,,,,,,,,,3,,,1,S,Only Veg around rope,22,0.5,,26.6,,6.9,,8.4,,462,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,8/11/2022,1:56:00 PM,6,40016010,2.5,,107,,1,,,,,,,,,,,3,,,1,S,Only Veg around rope,33,1,,25.1,,4.9,,8.1,,463,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,8/11/2022,1:56:00 PM,6,40016010,2.5,,107,,1,,,,,,,,,,,3,,,1,S,Only Veg around rope,44,1.5,,24.2,,2.8,,7.7,,451,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,8/11/2022,1:56:00 PM,6,40016010,2.5,,107,,1,,,,,,,,,,,3,,,1,S,Only Veg around rope,55,2,,23.8,,0.6,,7.5,,454,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,8/11/2022,1:56:00 PM,6,40016010,2.5,,107,,1,,,,,,,,,,,3,,,1,S,Only Veg around rope,66,2.3,,23.7,,0,,7.5,,455,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,11/16/2022,11:48:00 AM,6,40018027,2.7,,270,2,1,,5,,5,0,,,5,0,,0,0,0,,,,11,0.2,,4.5,,11.3,,8.1,,432,,2,,2,,,,,,40018027,1,,1,1,,1,,1
PL03.0P,11/16/2022,11:48:00 AM,6,40018027,2.7,,270,2,1,,5,,5,0,,,5,0,,0,0,0,,,,22,0.5,,4.6,,11.3,,8.1,,432,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,11/16/2022,11:48:00 AM,6,40018027,2.7,,270,2,1,,5,,5,0,,,5,0,,0,0,0,,,,33,1,,4.5,,11.4,,8.1,,433,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,11/16/2022,11:48:00 AM,6,40018027,2.7,,270,2,1,,5,,5,0,,,5,0,,0,0,0,,,,44,1.5,,4.5,,11.3,,8.1,,433,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,11/16/2022,11:48:00 AM,6,40018027,2.7,,270,2,1,,5,,5,0,,,5,0,,0,0,0,,,,55,2,,4.6,,11.3,,8.1,,433,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,11/16/2022,11:48:00 AM,6,40018027,2.7,,270,2,1,,5,,5,0,,,5,0,,0,0,0,,,,66,2.5,,4.6,,11.3,,8.1,,433,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,1/10/2023,1:55:00 PM,5,40018131,2.66,,180,,,35,,34,,100,,2,,90,,0,0,0,,,,11,0.2,,0.3,,14.2,,8.1,,423,,3,,3,,0.01,,340,X,40018131,1,,1,1,,1,,1
PL03.0P,1/10/2023,1:55:00 PM,5,40018131,2.66,,180,,,35,,34,,100,,2,,90,,0,0,0,,,,22,1,,0.4,,14.4,,8.1,,432,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,1/10/2023,1:55:00 PM,5,40018131,2.66,,180,,,35,,34,,100,,2,,90,,0,0,0,,,,33,1.5,,0.4,,14.4,,8.1,,430,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,1/10/2023,1:55:00 PM,5,40018131,2.66,,180,,,35,,34,,100,,2,,90,,0,0,0,,,,44,2,,1.1,,13.2,,8,,433,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,1/10/2023,1:55:00 PM,5,40018131,2.66,,180,,,35,,34,,100,,2,,90,,0,0,0,,,,55,2.5,,1.6,,11.6,,7.8,,437,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,2/17/2023,2:31:00 PM,5,40018140,2.59,,145,,,41,,38,,100,,,5,0,,,,,,,,11,0.2,,1.6,,15.6,,8.3,,402,,,,,,0,,,X,40018140,1,,1,1,,1,,1
PL03.0P,2/17/2023,2:31:00 PM,5,40018140,2.59,,145,,,41,,38,,100,,,5,0,,,,,,,,22,1,,1.3,,14.2,,8,,422,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,2/17/2023,2:31:00 PM,5,40018140,2.59,,145,,,41,,38,,100,,,5,0,,,,,,,,33,1.5,,1.4,,15.3,,8.2,,419,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,2/17/2023,2:31:00 PM,5,40018140,2.59,,145,,,41,,38,,100,,,5,0,,,,,,,,44,2,,1.8,,16,,8.2,,420,,,X,,X,,X,,X,,,,,,,,,
PL03.0P,2/17/2023,2:31:00 PM,5,40018140,2.59,,145,,,41,,38,,100,,,5,0,,,,,,,,55,2.39,,2.7,,12,,7.8,,440,,,X,,X,,X,,X,,,,,,,,,
