"Plot Title: 11009652"
"#","Date Time, GMT-06:00","DO conc, mg/L (LGR S/N: 11009652, SEN S/N: 11009652)","Temp, °F (LGR S/N: 11009652, SEN S/N: 11009652)","DO Adj Conc, mg/L (LGR S/N: 11009652)","Coupler Attached (LGR S/N: 11009652)","Host Connected (LGR S/N: 11009652)","Coupler Detached (LGR S/N: 11009652)","End Of File (LGR S/N: 11009652)"
1,12/01/16 12:00:00 AM,12.72,40.60,,,,,
2,12/01/16 12:30:00 AM,12.72,40.64,,,,,
3,12/01/16 01:00:00 AM,12.74,40.50,,,,,
4,12/01/16 01:30:00 AM,12.81,40.53,,,,,
5,12/01/16 02:00:00 AM,12.74,40.46,,,,,
6,12/01/16 02:30:00 AM,12.95,40.57,,,,,
7,12/01/16 03:00:00 AM,12.88,40.46,,,,,
8,12/01/16 03:30:00 AM,12.85,40.46,,,,,
9,12/01/16 04:00:00 AM,12.80,40.46,,,,,
10,12/01/16 04:30:00 AM,12.71,40.46,,,,,
11,12/01/16 05:00:00 AM,12.48,40.39,,,,,
12,12/01/16 05:30:00 AM,12.49,40.35,,,,,
13,12/01/16 06:00:00 AM,12.45,40.35,,,,,
14,12/01/16 06:30:00 AM,12.37,40.35,,,,,
15,12/01/16 07:00:00 AM,12.28,40.32,,,,,
16,12/01/16 07:30:00 AM,12.19,40.28,,,,,
17,12/01/16 08:00:00 AM,12.15,40.28,,,,,
18,12/01/16 08:30:00 AM,12.09,40.24,,,,,
19,12/01/16 09:00:00 AM,12.11,40.28,,,,,
20,12/01/16 09:30:00 AM,12.08,40.32,,,,,
21,12/01/16 10:00:00 AM,12.08,40.32,,,,,
22,12/01/16 10:30:00 AM,12.13,40.32,,,,,
23,12/01/16 11:00:00 AM,12.24,40.35,,,,,
24,12/01/16 11:30:00 AM,12.39,40.39,,,,,
25,12/01/16 12:00:00 PM,12.39,40.39,,,,,
26,12/01/16 12:30:00 PM,12.43,40.42,,,,,
27,12/01/16 01:00:00 PM,12.53,40.42,,,,,
28,12/01/16 01:30:00 PM,12.58,40.42,,,,,
29,12/01/16 02:00:00 PM,12.67,40.46,,,,,
30,12/01/16 02:30:00 PM,12.75,40.46,,,,,
31,12/01/16 03:00:00 PM,12.87,40.46,,,,,
32,12/01/16 03:30:00 PM,12.97,40.46,,,,,
33,12/01/16 04:00:00 PM,13.02,40.50,,,,,
34,12/01/16 04:30:00 PM,13.11,40.50,,,,,
35,12/01/16 05:00:00 PM,13.19,40.50,,,,,
36,12/01/16 05:30:00 PM,13.25,40.50,,,,,
37,12/01/16 06:00:00 PM,13.33,40.53,,,,,
38,12/01/16 06:30:00 PM,13.24,40.46,,,,,
39,12/01/16 07:00:00 PM,13.11,40.35,,,,,
40,12/01/16 07:30:00 PM,13.23,40.42,,,,,
41,12/01/16 08:00:00 PM,13.27,40.46,,,,,
42,12/01/16 08:30:00 PM,13.04,40.21,,,,,
43,12/01/16 09:00:00 PM,13.05,40.21,,,,,
44,12/01/16 09:30:00 PM,13.13,40.28,,,,,
45,12/01/16 10:00:00 PM,12.88,40.06,,,,,
46,12/01/16 10:30:00 PM,12.90,40.14,,,,,
47,12/01/16 11:00:00 PM,12.97,40.14,,,,,
48,12/01/16 11:30:00 PM,13.10,40.21,,,,,
49,12/02/16 12:00:00 AM,12.92,40.10,,,,,
50,12/02/16 12:30:00 AM,12.74,39.99,,,,,
51,12/02/16 01:00:00 AM,12.78,39.96,,,,,
52,12/02/16 01:30:00 AM,12.65,39.92,,,,,
53,12/02/16 02:00:00 AM,12.70,39.92,,,,,
54,12/02/16 02:30:00 AM,12.69,39.88,,,,,
55,12/02/16 03:00:00 AM,12.68,39.74,,,,,
56,12/02/16 03:30:00 AM,12.47,39.60,,,,,
57,12/02/16 04:00:00 AM,12.70,39.60,,,,,
58,12/02/16 04:30:00 AM,12.53,39.49,,,,,
59,12/02/16 05:00:00 AM,12.43,39.42,,,,,
60,12/02/16 05:30:00 AM,12.23,39.34,,,,,
61,12/02/16 06:00:00 AM,12.60,39.34,,,,,
62,12/02/16 06:30:00 AM,12.45,39.27,,,,,
63,12/02/16 07:00:00 AM,12.32,39.16,,,,,
64,12/02/16 07:30:00 AM,12.23,39.02,,,,,
65,12/02/16 08:00:00 AM,12.19,38.98,,,,,
66,12/02/16 08:30:00 AM,12.25,39.13,,,,,
67,12/02/16 09:00:00 AM,12.44,39.09,,,,,
68,12/02/16 09:30:00 AM,12.35,38.95,,,,,
69,12/02/16 10:00:00 AM,12.27,38.84,,,,,
70,12/02/16 10:30:00 AM,12.33,38.70,,,,,
71,12/02/16 11:00:00 AM,12.45,38.70,,,,,
72,12/02/16 11:30:00 AM,12.51,38.84,,,,,
73,12/02/16 12:00:00 PM,12.51,38.95,,,,,
74,12/02/16 12:30:00 PM,12.52,39.02,,,,,
75,12/02/16 01:00:00 PM,12.57,39.09,,,,,
76,12/02/16 01:30:00 PM,12.95,39.09,,,,,
77,12/02/16 02:00:00 PM,13.14,39.06,,,,,
78,12/02/16 02:30:00 PM,13.21,39.06,,,,,
79,12/02/16 03:00:00 PM,13.14,39.13,,,,,
80,12/02/16 03:30:00 PM,13.19,39.09,,,,,
81,12/02/16 04:00:00 PM,13.21,39.13,,,,,
82,12/02/16 04:30:00 PM,13.22,39.20,,,,,
83,12/02/16 05:00:00 PM,13.18,39.16,,,,,
84,12/02/16 05:30:00 PM,13.18,39.13,,,,,
85,12/02/16 06:00:00 PM,13.10,39.09,,,,,
86,12/02/16 06:30:00 PM,13.30,38.98,,,,,
87,12/02/16 07:00:00 PM,13.38,39.02,,,,,
88,12/02/16 07:30:00 PM,13.45,39.06,,,,,
89,12/02/16 08:00:00 PM,13.49,39.06,,,,,
90,12/02/16 08:30:00 PM,13.49,38.91,,,,,
91,12/02/16 09:00:00 PM,13.65,38.98,,,,,
92,12/02/16 09:30:00 PM,13.62,39.06,,,,,
93,12/02/16 10:00:00 PM,13.52,39.02,,,,,
94,12/02/16 10:30:00 PM,13.45,38.88,,,,,
95,12/02/16 11:00:00 PM,13.47,38.73,,,,,
96,12/02/16 11:30:00 PM,13.47,38.77,,,,,
97,12/03/16 12:00:00 AM,13.41,38.59,,,,,
98,12/03/16 12:30:00 AM,13.39,38.52,,,,,
99,12/03/16 01:00:00 AM,13.35,38.48,,,,,
100,12/03/16 01:30:00 AM,13.32,38.44,,,,,
101,12/03/16 02:00:00 AM,13.27,38.48,,,,,
102,12/03/16 02:30:00 AM,13.22,38.66,,,,,
103,12/03/16 03:00:00 AM,13.14,38.66,,,,,
104,12/03/16 03:30:00 AM,13.09,38.59,,,,,
105,12/03/16 04:00:00 AM,13.17,38.23,,,,,
106,12/03/16 04:30:00 AM,13.10,38.34,,,,,
107,12/03/16 05:00:00 AM,13.02,38.34,,,,,
108,12/03/16 05:30:00 AM,12.94,38.34,,,,,
109,12/03/16 06:00:00 AM,12.91,38.30,,,,,
110,12/03/16 06:30:00 AM,12.75,38.30,,,,,
111,12/03/16 07:00:00 AM,12.72,38.23,,,,,
112,12/03/16 07:30:00 AM,12.64,38.30,,,,,
113,12/03/16 08:00:00 AM,12.62,38.41,,,,,
114,12/03/16 08:30:00 AM,12.58,38.34,,,,,
115,12/03/16 09:00:00 AM,12.61,38.16,,,,,
116,12/03/16 09:30:00 AM,12.69,38.12,,,,,
117,12/03/16 10:00:00 AM,12.65,38.19,,,,,
118,12/03/16 10:30:00 AM,12.61,38.30,,,,,
119,12/03/16 11:00:00 AM,12.62,38.37,,,,,
120,12/03/16 11:30:00 AM,12.63,38.37,,,,,
121,12/03/16 12:00:00 PM,12.67,38.37,,,,,
122,12/03/16 12:30:00 PM,12.82,38.37,,,,,
123,12/03/16 01:00:00 PM,12.95,38.34,,,,,
124,12/03/16 01:30:00 PM,13.20,38.26,,,,,
125,12/03/16 02:00:00 PM,13.34,38.34,,,,,
126,12/03/16 02:30:00 PM,13.39,38.44,,,,,
127,12/03/16 03:00:00 PM,13.58,38.44,,,,,
128,12/03/16 03:30:00 PM,13.85,38.37,,,,,
129,12/03/16 04:00:00 PM,13.89,38.37,,,,,
130,12/03/16 04:30:00 PM,13.98,38.41,,,,,
131,12/03/16 05:00:00 PM,14.07,38.48,,,,,
132,12/03/16 05:30:00 PM,14.15,38.48,,,,,
133,12/03/16 06:00:00 PM,14.14,38.48,,,,,
134,12/03/16 06:30:00 PM,14.09,38.48,,,,,
135,12/03/16 07:00:00 PM,14.08,38.44,,,,,
136,12/03/16 07:30:00 PM,14.07,38.41,,,,,
137,12/03/16 08:00:00 PM,14.03,38.37,,,,,
138,12/03/16 08:30:00 PM,14.00,38.26,,,,,
139,12/03/16 09:00:00 PM,13.94,38.37,,,,,
140,12/03/16 09:30:00 PM,13.93,38.37,,,,,
141,12/03/16 10:00:00 PM,13.93,38.26,,,,,
142,12/03/16 10:30:00 PM,13.90,38.30,,,,,
143,12/03/16 11:00:00 PM,13.89,38.37,,,,,
144,12/03/16 11:30:00 PM,13.88,38.37,,,,,
145,12/04/16 12:00:00 AM,13.84,38.37,,,,,
146,12/04/16 12:30:00 AM,13.94,38.26,,,,,
147,12/04/16 01:00:00 AM,14.03,38.19,,,,,
148,12/04/16 01:30:00 AM,14.04,38.19,,,,,
149,12/04/16 02:00:00 AM,14.04,38.08,,,,,
150,12/04/16 02:30:00 AM,14.03,38.12,,,,,
151,12/04/16 03:00:00 AM,13.98,38.19,,,,,
152,12/04/16 03:30:00 AM,13.87,38.26,,,,,
153,12/04/16 04:00:00 AM,13.69,38.34,,,,,
154,12/04/16 04:30:00 AM,13.52,38.34,,,,,
155,12/04/16 05:00:00 AM,13.43,38.34,,,,,
156,12/04/16 05:30:00 AM,13.21,38.23,,,,,
157,12/04/16 06:00:00 AM,13.15,38.12,,,,,
158,12/04/16 06:30:00 AM,13.08,37.94,,,,,
159,12/04/16 07:00:00 AM,13.09,37.76,,,,,
160,12/04/16 07:30:00 AM,13.11,37.62,,,,,
161,12/04/16 08:00:00 AM,13.13,37.58,,,,,
162,12/04/16 08:30:00 AM,13.11,37.47,,,,,
163,12/04/16 09:00:00 AM,13.05,37.47,,,,,
164,12/04/16 09:30:00 AM,13.02,37.47,,,,,
165,12/04/16 10:00:00 AM,12.99,37.47,,,,,
166,12/04/16 10:30:00 AM,12.95,37.47,,,,,
167,12/04/16 11:00:00 AM,12.95,37.44,,,,,
168,12/04/16 11:30:00 AM,13.00,37.44,,,,,
169,12/04/16 12:00:00 PM,13.08,37.40,,,,,
170,12/04/16 12:30:00 PM,13.10,37.36,,,,,
171,12/04/16 01:00:00 PM,13.15,37.36,,,,,
172,12/04/16 01:30:00 PM,13.19,37.40,,,,,
173,12/04/16 02:00:00 PM,13.27,37.36,,,,,
174,12/04/16 02:30:00 PM,13.30,37.36,,,,,
175,12/04/16 03:00:00 PM,13.34,37.36,,,,,
176,12/04/16 03:30:00 PM,13.42,37.33,,,,,
177,12/04/16 04:00:00 PM,13.43,37.33,,,,,
178,12/04/16 04:30:00 PM,13.42,37.40,,,,,
179,12/04/16 05:00:00 PM,13.44,37.40,,,,,
180,12/04/16 05:30:00 PM,13.50,37.40,,,,,
181,12/04/16 06:00:00 PM,13.52,37.44,,,,,
182,12/04/16 06:30:00 PM,13.49,37.40,,,,,
183,12/04/16 07:00:00 PM,13.47,37.40,,,,,
184,12/04/16 07:30:00 PM,13.45,37.44,,,,,
185,12/04/16 08:00:00 PM,13.42,37.44,,,,,
186,12/04/16 08:30:00 PM,13.40,37.51,,,,,
187,12/04/16 09:00:00 PM,13.35,37.51,,,,,
188,12/04/16 09:30:00 PM,13.30,37.58,,,,,
189,12/04/16 10:00:00 PM,13.21,37.69,,,,,
190,12/04/16 10:30:00 PM,13.14,37.72,,,,,
191,12/04/16 11:00:00 PM,13.17,37.69,,,,,
192,12/04/16 11:30:00 PM,13.17,37.69,,,,,
193,12/05/16 12:00:00 AM,13.09,37.83,,,,,
194,12/05/16 12:30:00 AM,13.02,37.98,,,,,
195,12/05/16 01:00:00 AM,12.98,37.98,,,,,
196,12/05/16 01:30:00 AM,12.94,37.98,,,,,
197,12/05/16 02:00:00 AM,12.91,38.08,,,,,
198,12/05/16 02:30:00 AM,12.84,38.08,,,,,
199,12/05/16 03:00:00 AM,12.71,38.26,,,,,
200,12/05/16 03:30:00 AM,12.61,38.30,,,,,
201,12/05/16 04:00:00 AM,12.58,38.30,,,,,
202,12/05/16 04:30:00 AM,12.60,38.08,,,,,
203,12/05/16 05:00:00 AM,12.55,37.98,,,,,
204,12/05/16 05:30:00 AM,12.53,37.98,,,,,
205,12/05/16 06:00:00 AM,12.48,38.16,,,,,
206,12/05/16 06:30:00 AM,12.41,38.26,,,,,
207,12/05/16 07:00:00 AM,12.38,37.98,,,,,
208,12/05/16 07:30:00 AM,12.41,37.72,,,,,
209,12/05/16 08:00:00 AM,12.70,37.15,,,,,
210,12/05/16 08:30:00 AM,12.62,37.29,,,,,
211,12/05/16 09:00:00 AM,12.60,37.29,,,,,
212,12/05/16 09:30:00 AM,12.63,37.15,,,,,
213,12/05/16 10:00:00 AM,12.79,36.97,,,,,
214,12/05/16 10:30:00 AM,12.83,37.11,,,,,
215,12/05/16 11:00:00 AM,12.90,36.97,,,,,
216,12/05/16 11:30:00 AM,13.10,37.15,,,,,
217,12/05/16 12:00:00 PM,13.28,37.29,,,,,
218,12/05/16 12:30:00 PM,13.34,37.54,,,,,
219,12/05/16 01:00:00 PM,13.44,37.62,,,,,
220,12/05/16 01:30:00 PM,13.60,37.83,,,,,
221,12/05/16 02:00:00 PM,13.62,38.05,,,,,
222,12/05/16 02:30:00 PM,13.77,38.19,,,,,
223,12/05/16 03:00:00 PM,13.80,38.30,,,,,
224,12/05/16 03:30:00 PM,13.91,38.41,,,,,
225,12/05/16 04:00:00 PM,13.98,38.52,,,,,
226,12/05/16 04:30:00 PM,14.02,38.62,,,,,
227,12/05/16 05:00:00 PM,14.09,38.62,,,,,
228,12/05/16 05:30:00 PM,14.13,38.62,,,,,
229,12/05/16 06:00:00 PM,14.17,38.62,,,,,
230,12/05/16 06:30:00 PM,14.18,38.59,,,,,
231,12/05/16 07:00:00 PM,14.22,38.66,,,,,
232,12/05/16 07:30:00 PM,14.17,38.59,,,,,
233,12/05/16 08:00:00 PM,14.13,38.55,,,,,
234,12/05/16 08:30:00 PM,14.11,38.44,,,,,
235,12/05/16 09:00:00 PM,14.08,38.41,,,,,
236,12/05/16 09:30:00 PM,13.94,38.34,,,,,
237,12/05/16 10:00:00 PM,13.80,38.30,,,,,
238,12/05/16 10:30:00 PM,13.69,38.26,,,,,
239,12/05/16 11:00:00 PM,13.55,38.19,,,,,
240,12/05/16 11:30:00 PM,13.43,38.16,,,,,
241,12/06/16 12:00:00 AM,13.33,38.08,,,,,
242,12/06/16 12:30:00 AM,13.24,38.01,,,,,
243,12/06/16 01:00:00 AM,13.18,37.90,,,,,
244,12/06/16 01:30:00 AM,13.14,37.83,,,,,
245,12/06/16 02:00:00 AM,13.08,37.80,,,,,
246,12/06/16 02:30:00 AM,13.02,37.72,,,,,
247,12/06/16 03:00:00 AM,12.99,37.65,,,,,
248,12/06/16 03:30:00 AM,12.95,37.58,,,,,
249,12/06/16 04:00:00 AM,12.93,37.54,,,,,
250,12/06/16 04:30:00 AM,12.90,37.47,,,,,
251,12/06/16 05:00:00 AM,12.88,37.51,,,,,
252,12/06/16 05:30:00 AM,12.83,37.51,,,,,
253,12/06/16 06:00:00 AM,12.79,37.54,,,,,
254,12/06/16 06:30:00 AM,12.74,37.54,,,,,
255,12/06/16 07:00:00 AM,12.67,37.51,,,,,
256,12/06/16 07:30:00 AM,12.62,37.44,,,,,
257,12/06/16 08:00:00 AM,12.61,37.44,,,,,
258,12/06/16 08:30:00 AM,12.57,37.44,,,,,
259,12/06/16 09:00:00 AM,12.51,37.51,,,,,
260,12/06/16 09:30:00 AM,12.50,37.54,,,,,
261,12/06/16 10:00:00 AM,12.54,37.51,,,,,
262,12/06/16 10:30:00 AM,12.58,37.54,,,,,
263,12/06/16 11:00:00 AM,12.77,37.40,,,,,
264,12/06/16 11:30:00 AM,12.97,37.33,,,,,
265,12/06/16 12:00:00 PM,12.99,37.36,,,,,
266,12/06/16 12:30:00 PM,13.03,37.36,,,,,
267,12/06/16 01:00:00 PM,13.21,37.29,,,,,
268,12/06/16 01:30:00 PM,13.37,37.29,,,,,
269,12/06/16 02:00:00 PM,13.41,37.26,,,,,
270,12/06/16 02:30:00 PM,13.55,37.18,,,,,
271,12/06/16 03:00:00 PM,13.70,37.15,,,,,
272,12/06/16 03:30:00 PM,13.75,37.08,,,,,
273,12/06/16 04:00:00 PM,13.79,37.04,,,,,
274,12/06/16 04:30:00 PM,13.80,37.04,,,,,
275,12/06/16 05:00:00 PM,13.77,36.93,,,,,
276,12/06/16 05:30:00 PM,13.80,36.79,,,,,
277,12/06/16 06:00:00 PM,13.77,36.79,,,,,
278,12/06/16 06:30:00 PM,13.74,36.64,,,,,
279,12/06/16 07:00:00 PM,13.69,36.50,,,,,
280,12/06/16 07:30:00 PM,13.57,36.57,,,,,
281,12/06/16 08:00:00 PM,13.54,36.43,,,,,
282,12/06/16 08:30:00 PM,13.47,36.28,,,,,
283,12/06/16 09:00:00 PM,13.38,36.25,,,,,
284,12/06/16 09:30:00 PM,13.39,36.18,,,,,
285,12/06/16 10:00:00 PM,13.32,36.07,,,,,
286,12/06/16 10:30:00 PM,13.28,36.03,,,,,
287,12/06/16 11:00:00 PM,13.24,35.92,,,,,
288,12/06/16 11:30:00 PM,13.21,35.78,,,,,
289,12/07/16 12:00:00 AM,13.20,35.67,,,,,
290,12/07/16 12:30:00 AM,13.19,35.56,,,,,
291,12/07/16 01:00:00 AM,13.19,35.42,,,,,
292,12/07/16 01:30:00 AM,13.15,35.38,,,,,
293,12/07/16 02:00:00 AM,13.17,35.20,,,,,
294,12/07/16 02:30:00 AM,13.13,35.17,,,,,
295,12/07/16 03:00:00 AM,13.11,35.10,,,,,
296,12/07/16 03:30:00 AM,13.09,34.92,,,,,
297,12/07/16 04:00:00 AM,13.11,34.74,,,,,
298,12/07/16 04:30:00 AM,13.07,34.74,,,,,
299,12/07/16 05:00:00 AM,12.98,34.84,,,,,
300,12/07/16 05:30:00 AM,12.97,34.74,,,,,
301,12/07/16 06:00:00 AM,12.92,34.81,,,,,
302,12/07/16 06:30:00 AM,12.89,34.77,,,,,
303,12/07/16 07:00:00 AM,12.84,34.77,,,,,
304,12/07/16 07:30:00 AM,12.85,34.63,,,,,
305,12/07/16 08:00:00 AM,12.81,34.59,,,,,
306,12/07/16 08:30:00 AM,12.89,34.20,,,,,
307,12/07/16 09:00:00 AM,13.00,33.87,,,,,
308,12/07/16 09:30:00 AM,12.97,34.05,,,,,
309,12/07/16 10:00:00 AM,13.02,34.09,,,,,
310,12/07/16 10:30:00 AM,13.17,34.05,,,,,
311,12/07/16 11:00:00 AM,13.32,33.80,,,,,
312,12/07/16 11:30:00 AM,13.43,34.02,,,,,
313,12/07/16 12:00:00 PM,13.40,34.20,,,,,
314,12/07/16 12:30:00 PM,13.55,34.38,,,,,
315,12/07/16 01:00:00 PM,13.62,34.63,,,,,
316,12/07/16 01:30:00 PM,13.78,34.70,,,,,
317,12/07/16 02:00:00 PM,13.90,34.84,,,,,
318,12/07/16 02:30:00 PM,13.99,34.95,,,,,
319,12/07/16 03:00:00 PM,14.18,34.92,,,,,
320,12/07/16 03:30:00 PM,14.27,34.95,,,,,
321,12/07/16 04:00:00 PM,14.25,35.02,,,,,
322,12/07/16 04:30:00 PM,14.28,35.02,,,,,
323,12/07/16 05:00:00 PM,14.33,35.02,,,,,
324,12/07/16 05:30:00 PM,14.28,35.06,,,,,
325,12/07/16 06:00:00 PM,14.29,35.06,,,,,
326,12/07/16 06:30:00 PM,14.27,34.95,,,,,
327,12/07/16 07:00:00 PM,14.27,34.84,,,,,
328,12/07/16 07:30:00 PM,14.27,34.81,,,,,
329,12/07/16 08:00:00 PM,14.25,34.74,,,,,
330,12/07/16 08:30:00 PM,14.22,34.70,,,,,
331,12/07/16 09:00:00 PM,14.21,34.59,,,,,
332,12/07/16 09:30:00 PM,14.18,34.66,,,,,
333,12/07/16 10:00:00 PM,14.15,34.66,,,,,
334,12/07/16 10:30:00 PM,14.14,34.48,,,,,
335,12/07/16 11:00:00 PM,14.11,34.45,,,,,
336,12/07/16 11:30:00 PM,14.10,34.45,,,,,
337,12/08/16 12:00:00 AM,14.12,34.27,,,,,
338,12/08/16 12:30:00 AM,14.04,34.23,,,,,
339,12/08/16 01:00:00 AM,14.00,34.12,,,,,
340,12/08/16 01:30:00 AM,13.91,34.12,,,,,
341,12/08/16 02:00:00 AM,13.83,34.09,,,,,
342,12/08/16 02:30:00 AM,13.83,34.02,,,,,
343,12/08/16 03:00:00 AM,13.73,34.02,,,,,
344,12/08/16 03:30:00 AM,13.70,33.84,,,,,
345,12/08/16 04:00:00 AM,13.73,34.48,,,,,
346,12/08/16 04:30:00 AM,13.79,35.42,,,,,
347,12/08/16 05:00:00 AM,13.69,35.96,,,,,
348,12/08/16 05:30:00 AM,13.62,36.10,,,,,
349,12/08/16 06:00:00 AM,13.54,36.21,,,,,
350,12/08/16 06:30:00 AM,13.50,36.43,,,,,
351,12/08/16 07:00:00 AM,13.48,36.46,,,,,
352,12/08/16 07:30:00 AM,13.45,36.46,,,,,
353,12/08/16 08:00:00 AM,13.34,36.57,,,,,
354,12/08/16 08:30:00 AM,13.34,36.46,,,,,
355,12/08/16 09:00:00 AM,13.34,36.54,,,,,
356,12/08/16 09:30:00 AM,13.31,36.39,,,,,
357,12/08/16 10:00:00 AM,13.23,36.61,,,,,
358,12/08/16 10:30:00 AM,13.20,36.57,,,,,
359,12/08/16 11:00:00 AM,13.31,36.50,,,,,
360,12/08/16 11:30:00 AM,13.22,36.50,,,,,
361,12/08/16 12:00:00 PM,13.40,36.72,,,,,
362,12/08/16 12:30:00 PM,13.64,36.39,,,,,
363,12/08/16 01:00:00 PM,13.51,36.43,,,,,
364,12/08/16 01:30:00 PM,13.65,36.39,,,,,
365,12/08/16 02:00:00 PM,13.73,36.36,,,,,
366,12/08/16 02:30:00 PM,13.65,36.54,,,,,
367,12/08/16 03:00:00 PM,13.75,36.32,,,,,
368,12/08/16 03:30:00 PM,13.67,36.39,,,,,
369,12/08/16 04:00:00 PM,13.53,36.18,,,,,
370,12/08/16 04:30:00 PM,13.44,36.21,,,,,
371,12/08/16 05:00:00 PM,13.43,36.28,,,,,
372,12/08/16 05:30:00 PM,13.27,36.39,,,,,
373,12/08/16 06:00:00 PM,13.20,36.50,,,,,
374,12/08/16 06:30:00 PM,13.23,36.46,,,,,
375,12/08/16 07:00:00 PM,13.20,36.39,,,,,
376,12/08/16 07:30:00 PM,13.09,36.43,,,,,
377,12/08/16 08:00:00 PM,13.03,36.54,,,,,
378,12/08/16 08:30:00 PM,13.21,36.68,,,,,
379,12/08/16 09:00:00 PM,13.09,36.43,,,,,
380,12/08/16 09:30:00 PM,13.09,36.75,,,,,
381,12/08/16 10:00:00 PM,12.99,36.57,,,,,
382,12/08/16 10:30:00 PM,12.85,36.79,,,,,
383,12/08/16 11:00:00 PM,12.78,36.61,,,,,
384,12/08/16 11:30:00 PM,12.72,36.64,,,,,
385,12/09/16 12:00:00 AM,12.81,36.82,,,,,
386,12/09/16 12:30:00 AM,12.65,37.11,,,,,
387,12/09/16 01:00:00 AM,12.52,36.90,,,,,
388,12/09/16 01:30:00 AM,12.50,36.97,,,,,
389,12/09/16 02:00:00 AM,12.31,36.82,,,,,
390,12/09/16 02:30:00 AM,12.24,36.97,,,,,
391,12/09/16 03:00:00 AM,12.39,36.61,,,,,
392,12/09/16 03:30:00 AM,12.73,37.00,,,,,
393,12/09/16 04:00:00 AM,12.72,37.04,,,,,
394,12/09/16 04:30:00 AM,12.73,36.90,,,,,
395,12/09/16 05:00:00 AM,13.73,36.79,,,,,
396,12/09/16 05:30:00 AM,13.09,36.86,,,,,
397,12/09/16 06:00:00 AM,13.00,37.00,,,,,
398,12/09/16 06:30:00 AM,12.99,36.68,,,,,
399,12/09/16 07:00:00 AM,12.90,37.18,,,,,
400,12/09/16 07:30:00 AM,12.90,36.79,,,,,
401,12/09/16 08:00:00 AM,13.14,36.39,,,,,
402,12/09/16 08:30:00 AM,13.17,36.61,,,,,
403,12/09/16 09:00:00 AM,13.05,36.57,,,,,
404,12/09/16 09:30:00 AM,12.97,36.86,,,,,
405,12/09/16 10:00:00 AM,13.00,36.86,,,,,
406,12/09/16 10:30:00 AM,12.91,37.18,,,,,
407,12/09/16 11:00:00 AM,12.85,37.18,,,,,
408,12/09/16 11:30:00 AM,12.57,37.22,,,,,
409,12/09/16 12:00:00 PM,12.37,37.15,,,,,
410,12/09/16 12:30:00 PM,12.41,37.11,,,,,
411,12/09/16 01:00:00 PM,12.35,37.18,,,,,
412,12/09/16 01:30:00 PM,12.17,37.22,,,,,
413,12/09/16 02:00:00 PM,12.34,37.26,,,,,
414,12/09/16 02:30:00 PM,12.60,37.22,,,,,
415,12/09/16 03:00:00 PM,12.72,37.22,,,,,
416,12/09/16 03:30:00 PM,12.72,37.36,,,,,
417,12/09/16 04:00:00 PM,12.49,37.33,,,,,
418,12/09/16 04:30:00 PM,12.59,37.33,,,,,
419,12/09/16 05:00:00 PM,12.89,37.29,,,,,
420,12/09/16 05:30:00 PM,13.09,37.40,,,,,
421,12/09/16 06:00:00 PM,13.23,37.18,,,,,
422,12/09/16 06:30:00 PM,13.33,37.11,,,,,
423,12/09/16 07:00:00 PM,13.38,37.04,,,,,
424,12/09/16 07:30:00 PM,13.38,37.08,,,,,
425,12/09/16 08:00:00 PM,13.37,37.11,,,,,
426,12/09/16 08:30:00 PM,13.39,37.26,,,,,
427,12/09/16 09:00:00 PM,13.88,37.15,,,,,
428,12/09/16 09:30:00 PM,13.81,37.15,,,,,
429,12/09/16 10:00:00 PM,13.75,37.18,,,,,
430,12/09/16 10:30:00 PM,13.75,37.15,,,,,
431,12/09/16 11:00:00 PM,13.73,37.22,,,,,
432,12/09/16 11:30:00 PM,13.78,37.26,,,,,
433,12/10/16 12:00:00 AM,13.73,37.15,,,,,
434,12/10/16 12:30:00 AM,13.74,37.22,,,,,
435,12/10/16 01:00:00 AM,13.84,37.22,,,,,
436,12/10/16 01:30:00 AM,13.83,37.15,,,,,
437,12/10/16 02:00:00 AM,13.83,37.00,,,,,
438,12/10/16 02:30:00 AM,14.09,37.04,,,,,
439,12/10/16 03:00:00 AM,14.17,37.08,,,,,
440,12/10/16 03:30:00 AM,14.19,37.15,,,,,
441,12/10/16 04:00:00 AM,14.15,37.18,,,,,
442,12/10/16 04:30:00 AM,13.87,37.26,,,,,
443,12/10/16 05:00:00 AM,13.63,37.29,,,,,
444,12/10/16 05:30:00 AM,13.51,37.18,,,,,
445,12/10/16 06:00:00 AM,13.52,37.33,,,,,
446,12/10/16 06:30:00 AM,13.51,37.40,,,,,
447,12/10/16 07:00:00 AM,13.50,37.44,,,,,
448,12/10/16 07:30:00 AM,13.59,37.47,,,,,
449,12/10/16 08:00:00 AM,14.74,37.04,,,,,
450,12/10/16 08:30:00 AM,15.22,36.79,,,,,
451,12/10/16 09:00:00 AM,14.98,37.00,,,,,
452,12/10/16 09:30:00 AM,14.82,37.00,,,,,
453,12/10/16 10:00:00 AM,14.58,37.00,,,,,
454,12/10/16 10:30:00 AM,14.58,37.08,,,,,
455,12/10/16 11:00:00 AM,14.68,37.11,,,,,
456,12/10/16 11:30:00 AM,14.80,37.11,,,,,
457,12/10/16 12:00:00 PM,14.80,37.18,,,,,
458,12/10/16 12:30:00 PM,14.71,37.26,,,,,
459,12/10/16 01:00:00 PM,14.61,37.26,,,,,
