"Plot Title: 11009653"
"#","Date Time, GMT-06:00","DO conc, mg/L (LGR S/N: 11009653, SEN S/N: 11009653, LBL: DO)","Temp, °F (LGR S/N: 11009653, SEN S/N: 11009653, LBL: Temp)","Coupler Attached (LGR S/N: 11009653)","Host Connected (LGR S/N: 11009653)","Stopped (LGR S/N: 11009653)","End Of File (LGR S/N: 11009653)"
127,12/03/17 03:00:00 PM,13.82,37.15,,,,
128,12/03/17 03:30:00 PM,13.90,37.26,,,,
129,12/03/17 04:00:00 PM,13.96,37.33,,,,
130,12/03/17 04:30:00 PM,14.01,37.36,,,,
131,12/03/17 05:00:00 PM,14.00,37.40,,,,
132,12/03/17 05:30:00 PM,14.04,37.44,,,,
133,12/03/17 06:00:00 PM,14.07,37.44,,,,
134,12/03/17 06:30:00 PM,14.10,37.44,,,,
135,12/03/17 07:00:00 PM,14.11,37.36,,,,
136,12/03/17 07:30:00 PM,14.00,37.33,,,,
137,12/03/17 08:00:00 PM,14.04,37.36,,,,
138,12/03/17 08:30:00 PM,14.06,37.47,,,,
139,12/03/17 09:00:00 PM,14.10,37.51,,,,
140,12/03/17 09:30:00 PM,14.04,37.44,,,,
141,12/03/17 10:00:00 PM,14.01,37.44,,,,
142,12/03/17 10:30:00 PM,13.97,37.47,,,,
143,12/03/17 11:00:00 PM,13.95,37.54,,,,
144,12/03/17 11:30:00 PM,13.83,37.54,,,,
145,12/04/17 12:00:00 AM,13.78,37.58,,,,
146,12/04/17 12:30:00 AM,13.74,37.58,,,,
147,12/04/17 01:00:00 AM,13.58,37.65,,,,
148,12/04/17 01:30:00 AM,13.35,37.65,,,,
149,12/04/17 02:00:00 AM,13.22,37.69,,,,
150,12/04/17 02:30:00 AM,13.09,37.80,,,,
151,12/04/17 03:00:00 AM,13.19,37.83,,,,
152,12/04/17 03:30:00 AM,13.00,37.98,,,,
153,12/04/17 04:00:00 AM,12.87,38.08,,,,
154,12/04/17 04:30:00 AM,12.86,38.19,,,,
155,12/04/17 05:00:00 AM,12.90,38.26,,,,
156,12/04/17 05:30:00 AM,12.90,38.41,,,,
157,12/04/17 06:00:00 AM,12.80,38.52,,,,
158,12/04/17 06:30:00 AM,12.83,38.59,,,,
159,12/04/17 07:00:00 AM,12.78,38.70,,,,
160,12/04/17 07:30:00 AM,12.83,38.73,,,,
161,12/04/17 08:00:00 AM,12.86,38.84,,,,
162,12/04/17 08:30:00 AM,12.88,38.91,,,,
163,12/04/17 09:00:00 AM,12.85,39.02,,,,
164,12/04/17 09:30:00 AM,12.75,39.13,,,,
165,12/04/17 10:00:00 AM,12.77,39.16,,,,
166,12/04/17 10:30:00 AM,12.75,39.24,,,,
167,12/04/17 11:00:00 AM,12.77,39.34,,,,
168,12/04/17 11:30:00 AM,12.71,39.49,,,,
169,12/04/17 12:00:00 PM,12.79,39.63,,,,
170,12/04/17 12:30:00 PM,12.73,39.78,,,,
171,12/04/17 01:00:00 PM,12.81,39.85,,,,
172,12/04/17 01:30:00 PM,12.83,40.03,,,,
173,12/04/17 02:00:00 PM,12.80,40.14,,,,
174,12/04/17 02:30:00 PM,12.83,40.24,,,,
175,12/04/17 03:00:00 PM,12.87,40.35,,,,
176,12/04/17 03:30:00 PM,12.88,40.60,,,,
177,12/04/17 04:00:00 PM,12.90,40.75,,,,
178,12/04/17 04:30:00 PM,12.93,40.89,,,,
179,12/04/17 05:00:00 PM,12.95,41.07,,,,
180,12/04/17 05:30:00 PM,12.89,41.07,,,,
181,12/04/17 06:00:00 PM,12.99,41.04,,,,
182,12/04/17 06:30:00 PM,12.92,41.04,,,,
183,12/04/17 07:00:00 PM,12.88,41.07,,,,
184,12/04/17 07:30:00 PM,12.87,41.22,,,,
185,12/04/17 08:00:00 PM,12.87,41.25,,,,
186,12/04/17 08:30:00 PM,12.89,41.36,,,,
187,12/04/17 09:00:00 PM,12.93,41.29,,,,
188,12/04/17 09:30:00 PM,12.91,41.36,,,,
189,12/04/17 10:00:00 PM,12.83,41.32,,,,
190,12/04/17 10:30:00 PM,12.79,41.32,,,,
191,12/04/17 11:00:00 PM,12.73,41.14,,,,
192,12/04/17 11:30:00 PM,12.51,41.22,,,,
193,12/05/17 12:00:00 AM,12.50,41.40,,,,
194,12/05/17 12:30:00 AM,12.46,41.29,,,,
195,12/05/17 01:00:00 AM,12.35,41.22,,,,
196,12/05/17 01:30:00 AM,12.33,41.14,,,,
197,12/05/17 02:00:00 AM,12.20,41.11,,,,
198,12/05/17 02:30:00 AM,12.03,41.18,,,,
199,12/05/17 03:00:00 AM,11.86,41.25,,,,
200,12/05/17 03:30:00 AM,12.06,40.86,,,,
201,12/05/17 04:00:00 AM,12.00,40.78,,,,
202,12/05/17 04:30:00 AM,11.93,40.86,,,,
203,12/05/17 05:00:00 AM,11.82,40.86,,,,
204,12/05/17 05:30:00 AM,11.78,40.71,,,,
205,12/05/17 06:00:00 AM,11.62,40.53,,,,
206,12/05/17 06:30:00 AM,11.69,40.35,,,,
207,12/05/17 07:00:00 AM,11.64,40.28,,,,
208,12/05/17 07:30:00 AM,11.66,40.10,,,,
209,12/05/17 08:00:00 AM,11.78,39.92,,,,
210,12/05/17 08:30:00 AM,11.63,39.70,,,,
211,12/05/17 09:00:00 AM,11.64,39.60,,,,
212,12/05/17 09:30:00 AM,11.82,39.45,,,,
213,12/05/17 10:00:00 AM,11.74,39.31,,,,
214,12/05/17 10:30:00 AM,11.71,39.06,,,,
215,12/05/17 11:00:00 AM,11.79,38.91,,,,
216,12/05/17 11:30:00 AM,11.87,38.70,,,,
217,12/05/17 12:00:00 PM,11.91,38.77,,,,
218,12/05/17 12:30:00 PM,11.99,38.77,,,,
219,12/05/17 01:00:00 PM,12.01,38.66,,,,
220,12/05/17 01:30:00 PM,12.06,38.55,,,,
221,12/05/17 02:00:00 PM,12.12,38.34,,,,
222,12/05/17 02:30:00 PM,12.18,38.41,,,,
223,12/05/17 03:00:00 PM,12.32,38.37,,,,
224,12/05/17 03:30:00 PM,12.39,38.34,,,,
225,12/05/17 04:00:00 PM,12.43,38.30,,,,
226,12/05/17 04:30:00 PM,12.42,38.30,,,,
227,12/05/17 05:00:00 PM,12.41,38.30,,,,
228,12/05/17 05:30:00 PM,12.42,38.26,,,,
229,12/05/17 06:00:00 PM,12.42,38.23,,,,
230,12/05/17 06:30:00 PM,12.70,38.16,,,,
231,12/05/17 07:00:00 PM,12.63,37.98,,,,
232,12/05/17 07:30:00 PM,12.87,37.62,,,,
233,12/05/17 08:00:00 PM,13.11,37.44,,,,
234,12/05/17 08:30:00 PM,13.11,37.44,,,,
235,12/05/17 09:00:00 PM,12.93,37.36,,,,
236,12/05/17 09:30:00 PM,12.86,37.44,,,,
237,12/05/17 10:00:00 PM,12.70,37.62,,,,
238,12/05/17 10:30:00 PM,12.63,37.72,,,,
239,12/05/17 11:00:00 PM,12.52,37.62,,,,
240,12/05/17 11:30:00 PM,12.62,37.44,,,,
241,12/06/17 12:00:00 AM,12.63,37.65,,,,
242,12/06/17 12:30:00 AM,12.67,37.83,,,,
243,12/06/17 01:00:00 AM,12.59,37.83,,,,
244,12/06/17 01:30:00 AM,12.37,37.65,,,,
245,12/06/17 02:00:00 AM,12.40,37.62,,,,
246,12/06/17 02:30:00 AM,12.40,37.65,,,,
247,12/06/17 03:00:00 AM,12.36,37.83,,,,
248,12/06/17 03:30:00 AM,12.24,37.76,,,,
249,12/06/17 04:00:00 AM,12.21,37.87,,,,
250,12/06/17 04:30:00 AM,12.22,37.90,,,,
251,12/06/17 05:00:00 AM,12.12,37.98,,,,
252,12/06/17 05:30:00 AM,12.07,38.05,,,,
253,12/06/17 06:00:00 AM,11.99,37.90,,,,
254,12/06/17 06:30:00 AM,12.04,37.83,,,,
255,12/06/17 07:00:00 AM,11.91,38.05,,,,
256,12/06/17 07:30:00 AM,11.89,38.05,,,,
257,12/06/17 08:00:00 AM,11.74,38.12,,,,
258,12/06/17 08:30:00 AM,11.70,37.94,,,,
259,12/06/17 09:00:00 AM,11.63,37.90,,,,
260,12/06/17 09:30:00 AM,11.52,37.94,,,,
261,12/06/17 10:00:00 AM,11.49,37.90,,,,
262,12/06/17 10:30:00 AM,11.50,37.76,,,,
263,12/06/17 11:00:00 AM,11.51,37.58,,,,
264,12/06/17 11:30:00 AM,11.73,37.40,,,,
265,12/06/17 12:00:00 PM,11.81,37.18,,,,
266,12/06/17 12:30:00 PM,11.88,36.97,,,,
267,12/06/17 01:00:00 PM,11.91,37.04,,,,
268,12/06/17 01:30:00 PM,11.94,36.86,,,,
269,12/06/17 02:00:00 PM,11.94,36.64,,,,
270,12/06/17 02:30:00 PM,12.10,36.39,,,,
271,12/06/17 03:00:00 PM,12.14,36.61,,,,
272,12/06/17 03:30:00 PM,12.17,36.57,,,,
273,12/06/17 04:00:00 PM,12.10,36.46,,,,
274,12/06/17 04:30:00 PM,12.19,36.25,,,,
275,12/06/17 05:00:00 PM,12.21,35.96,,,,
276,12/06/17 05:30:00 PM,12.24,35.92,,,,
277,12/06/17 06:00:00 PM,12.29,35.85,,,,
278,12/06/17 06:30:00 PM,12.29,35.92,,,,
279,12/06/17 07:00:00 PM,12.18,35.85,,,,
280,12/06/17 07:30:00 PM,11.98,35.96,,,,
281,12/06/17 08:00:00 PM,11.88,36.00,,,,
282,12/06/17 08:30:00 PM,11.70,35.89,,,,
283,12/06/17 09:00:00 PM,11.69,35.78,,,,
284,12/06/17 09:30:00 PM,11.88,35.71,,,,
285,12/06/17 10:00:00 PM,12.06,35.67,,,,
286,12/06/17 10:30:00 PM,12.14,35.64,,,,
287,12/06/17 11:00:00 PM,12.11,35.64,,,,
288,12/06/17 11:30:00 PM,12.26,35.46,,,,
289,12/07/17 12:00:00 AM,12.55,35.46,,,,
290,12/07/17 12:30:00 AM,12.64,35.35,,,,
291,12/07/17 01:00:00 AM,12.69,35.35,,,,
292,12/07/17 01:30:00 AM,12.74,35.35,,,,
293,12/07/17 02:00:00 AM,12.75,35.24,,,,
294,12/07/17 02:30:00 AM,13.04,35.13,,,,
295,12/07/17 03:00:00 AM,13.08,35.10,,,,
296,12/07/17 03:30:00 AM,13.10,35.20,,,,
297,12/07/17 04:00:00 AM,12.97,35.06,,,,
298,12/07/17 04:30:00 AM,12.99,34.92,,,,
299,12/07/17 05:00:00 AM,12.69,34.84,,,,
300,12/07/17 05:30:00 AM,12.75,34.92,,,,
301,12/07/17 06:00:00 AM,12.72,34.77,,,,
302,12/07/17 06:30:00 AM,12.72,34.66,,,,
303,12/07/17 07:00:00 AM,12.89,34.66,,,,
304,12/07/17 07:30:00 AM,12.83,34.77,,,,
305,12/07/17 08:00:00 AM,12.53,34.84,,,,
306,12/07/17 08:30:00 AM,12.56,34.70,,,,
307,12/07/17 09:00:00 AM,12.55,34.56,,,,
308,12/07/17 09:30:00 AM,12.58,34.48,,,,
309,12/07/17 10:00:00 AM,12.58,34.38,,,,
310,12/07/17 10:30:00 AM,12.62,34.38,,,,
311,12/07/17 11:00:00 AM,12.60,34.34,,,,
312,12/07/17 11:30:00 AM,12.65,34.38,,,,
313,12/07/17 12:00:00 PM,12.59,34.34,,,,
314,12/07/17 12:30:00 PM,12.63,34.27,,,,
315,12/07/17 01:00:00 PM,12.63,34.30,,,,
316,12/07/17 01:30:00 PM,12.78,34.05,,,,
317,12/07/17 02:00:00 PM,12.96,34.02,,,,
318,12/07/17 02:30:00 PM,12.95,34.05,,,,
319,12/07/17 03:00:00 PM,13.03,34.09,,,,
320,12/07/17 03:30:00 PM,12.95,34.02,,,,
321,12/07/17 04:00:00 PM,13.11,33.98,,,,
322,12/07/17 04:30:00 PM,13.14,33.98,,,,
323,12/07/17 05:00:00 PM,13.18,34.05,,,,
324,12/07/17 05:30:00 PM,13.13,34.12,,,,
325,12/07/17 06:00:00 PM,13.05,34.12,,,,
326,12/07/17 06:30:00 PM,12.94,34.23,,,,
327,12/07/17 07:00:00 PM,12.95,34.27,,,,
328,12/07/17 07:30:00 PM,12.98,34.34,,,,
329,12/07/17 08:00:00 PM,12.99,34.34,,,,
330,12/07/17 08:30:00 PM,13.07,34.41,,,,
331,12/07/17 09:00:00 PM,12.99,34.34,,,,
332,12/07/17 09:30:00 PM,13.06,34.48,,,,
333,12/07/17 10:00:00 PM,13.14,34.52,,,,
334,12/07/17 10:30:00 PM,13.17,34.63,,,,
335,12/07/17 11:00:00 PM,13.16,34.56,,,,
336,12/07/17 11:30:00 PM,13.25,34.66,,,,
337,12/08/17 12:00:00 AM,13.24,34.66,,,,
338,12/08/17 12:30:00 AM,13.17,34.70,,,,
339,12/08/17 01:00:00 AM,13.22,34.66,,,,
340,12/08/17 01:30:00 AM,13.27,34.63,,,,
341,12/08/17 02:00:00 AM,13.30,34.59,,,,
342,12/08/17 02:30:00 AM,13.61,34.63,,,,
343,12/08/17 03:00:00 AM,13.63,34.63,,,,
344,12/08/17 03:30:00 AM,13.59,34.63,,,,
345,12/08/17 04:00:00 AM,13.64,34.63,,,,
346,12/08/17 04:30:00 AM,13.70,34.56,,,,
347,12/08/17 05:00:00 AM,13.76,34.59,,,,
348,12/08/17 05:30:00 AM,13.86,34.56,,,,
349,12/08/17 06:00:00 AM,13.89,34.52,,,,
350,12/08/17 06:30:00 AM,13.95,34.56,,,,
351,12/08/17 07:00:00 AM,13.90,34.52,,,,
352,12/08/17 07:30:00 AM,13.90,34.56,,,,
353,12/08/17 08:00:00 AM,13.61,34.59,,,,
354,12/08/17 08:30:00 AM,13.50,34.52,,,,
355,12/08/17 09:00:00 AM,13.27,34.30,,,,
356,12/08/17 09:30:00 AM,13.29,34.16,,,,
357,12/08/17 10:00:00 AM,13.35,34.12,,,,
358,12/08/17 10:30:00 AM,13.39,34.20,,,,
359,12/08/17 11:00:00 AM,13.34,34.12,,,,
360,12/08/17 11:30:00 AM,13.41,34.12,,,,
361,12/08/17 12:00:00 PM,13.39,34.09,,,,
362,12/08/17 12:30:00 PM,13.35,34.20,,,,
363,12/08/17 01:00:00 PM,13.27,34.12,,,,
364,12/08/17 01:30:00 PM,13.24,34.09,,,,
365,12/08/17 02:00:00 PM,13.21,34.09,,,,
366,12/08/17 02:30:00 PM,13.05,34.23,,,,
367,12/08/17 03:00:00 PM,12.95,34.20,,,,
368,12/08/17 03:30:00 PM,13.16,34.12,,,,
369,12/08/17 04:00:00 PM,13.08,34.23,,,,
370,12/08/17 04:30:00 PM,13.09,34.20,,,,
371,12/08/17 05:00:00 PM,12.98,34.23,,,,
372,12/08/17 05:30:00 PM,12.96,34.20,,,,
373,12/08/17 06:00:00 PM,12.93,34.20,,,,
374,12/08/17 06:30:00 PM,12.88,34.20,,,,
375,12/08/17 07:00:00 PM,12.86,34.23,,,,
376,12/08/17 07:30:00 PM,12.80,34.30,,,,
377,12/08/17 08:00:00 PM,12.76,34.34,,,,
378,12/08/17 08:30:00 PM,12.81,34.34,,,,
379,12/08/17 09:00:00 PM,12.78,34.41,,,,
380,12/08/17 09:30:00 PM,12.78,34.48,,,,
381,12/08/17 10:00:00 PM,12.49,34.41,,,,
382,12/08/17 10:30:00 PM,12.45,34.41,,,,
383,12/08/17 11:00:00 PM,12.64,34.56,,,,
384,12/08/17 11:30:00 PM,12.82,34.59,,,,
385,12/09/17 12:00:00 AM,12.80,34.56,,,,
386,12/09/17 12:30:00 AM,12.51,34.59,,,,
387,12/09/17 01:00:00 AM,12.57,34.59,,,,
388,12/09/17 01:30:00 AM,12.40,34.63,,,,
389,12/09/17 02:00:00 AM,12.54,34.59,,,,
390,12/09/17 02:30:00 AM,12.74,34.59,,,,
391,12/09/17 03:00:00 AM,12.74,34.59,,,,
392,12/09/17 03:30:00 AM,13.10,34.52,,,,
393,12/09/17 04:00:00 AM,13.06,34.52,,,,
394,12/09/17 04:30:00 AM,13.08,34.52,,,,
395,12/09/17 05:00:00 AM,13.07,34.52,,,,
396,12/09/17 05:30:00 AM,12.98,34.56,,,,
397,12/09/17 06:00:00 AM,13.09,34.56,,,,
398,12/09/17 06:30:00 AM,13.26,34.59,,,,
399,12/09/17 07:00:00 AM,12.94,34.56,,,,
400,12/09/17 07:30:00 AM,12.77,34.66,,,,
401,12/09/17 08:00:00 AM,13.00,34.77,,,,
402,12/09/17 08:30:00 AM,13.07,34.63,,,,
403,12/09/17 09:00:00 AM,13.03,34.70,,,,
404,12/09/17 09:30:00 AM,13.03,34.63,,,,
405,12/09/17 10:00:00 AM,12.63,34.74,,,,
406,12/09/17 10:30:00 AM,13.15,34.77,,,,
407,12/09/17 11:00:00 AM,13.09,34.66,,,,
408,12/09/17 11:30:00 AM,12.78,34.81,,,,
409,12/09/17 12:00:00 PM,12.28,34.88,,,,
410,12/09/17 12:30:00 PM,12.28,34.92,,,,
411,12/09/17 01:00:00 PM,12.56,34.88,,,,
412,12/09/17 01:30:00 PM,12.72,34.92,,,,
413,12/09/17 02:00:00 PM,12.58,34.84,,,,
414,12/09/17 02:30:00 PM,12.47,34.95,,,,
415,12/09/17 03:00:00 PM,11.92,34.95,,,,
416,12/09/17 03:30:00 PM,12.21,34.77,,,,
417,12/09/17 04:00:00 PM,12.65,34.84,,,,
418,12/09/17 04:30:00 PM,12.61,34.84,,,,
419,12/09/17 05:00:00 PM,12.52,34.81,,,,
420,12/09/17 05:30:00 PM,12.39,34.84,,,,
421,12/09/17 06:00:00 PM,12.28,34.88,,,,
422,12/09/17 06:30:00 PM,12.14,34.92,,,,
423,12/09/17 07:00:00 PM,12.06,34.95,,,,
424,12/09/17 07:30:00 PM,12.01,34.99,,,,
425,12/09/17 08:00:00 PM,12.01,35.02,,,,
426,12/09/17 08:30:00 PM,12.19,35.06,,,,
427,12/09/17 09:00:00 PM,12.25,35.10,,,,
428,12/09/17 09:30:00 PM,12.51,35.20,,,,
429,12/09/17 10:00:00 PM,12.49,35.10,,,,
430,12/09/17 10:30:00 PM,12.60,35.06,,,,
431,12/09/17 11:00:00 PM,12.72,35.13,,,,
432,12/09/17 11:30:00 PM,12.80,35.20,,,,
433,12/10/17 12:00:00 AM,12.85,35.17,,,,
434,12/10/17 12:30:00 AM,12.90,35.10,,,,
435,12/10/17 01:00:00 AM,13.06,35.10,,,,
436,12/10/17 01:30:00 AM,12.93,35.20,,,,
437,12/10/17 02:00:00 AM,12.69,35.24,,,,
438,12/10/17 02:30:00 AM,13.08,35.20,,,,
439,12/10/17 03:00:00 AM,13.09,35.20,,,,
440,12/10/17 03:30:00 AM,13.12,35.20,,,,
441,12/10/17 04:00:00 AM,13.04,35.20,,,,
442,12/10/17 04:30:00 AM,12.95,35.17,,,,
443,12/10/17 05:00:00 AM,12.92,35.17,,,,
444,12/10/17 05:30:00 AM,12.93,35.20,,,,
445,12/10/17 06:00:00 AM,12.95,35.28,,,,
446,12/10/17 06:30:00 AM,12.91,35.28,,,,
447,12/10/17 07:00:00 AM,12.81,35.31,,,,
448,12/10/17 07:30:00 AM,12.79,35.28,,,,
449,12/10/17 08:00:00 AM,12.32,35.20,,,,
450,12/10/17 08:30:00 AM,13.27,35.10,,,,
451,12/10/17 09:00:00 AM,13.39,35.10,,,,
452,12/10/17 09:30:00 AM,13.25,35.06,,,,
453,12/10/17 10:00:00 AM,13.16,35.17,,,,
454,12/10/17 10:30:00 AM,12.96,35.10,,,,
455,12/10/17 11:00:00 AM,12.85,35.10,,,,
456,12/10/17 11:30:00 AM,13.06,35.02,,,,
457,12/10/17 12:00:00 PM,12.93,35.02,,,,
458,12/10/17 12:30:00 PM,12.97,35.17,,,,
459,12/10/17 01:00:00 PM,12.72,35.10,,,,
460,12/10/17 01:30:00 PM,12.64,35.06,,,,
461,12/10/17 02:00:00 PM,12.67,34.99,,,,
462,12/10/17 02:30:00 PM,12.68,35.13,,,,
463,12/10/17 03:00:00 PM,12.57,35.02,,,,
464,12/10/17 03:30:00 PM,12.63,35.06,,,,
465,12/10/17 04:00:00 PM,12.49,34.99,,,,
466,12/10/17 04:30:00 PM,12.60,35.13,,,,
467,12/10/17 05:00:00 PM,12.49,35.10,,,,
468,12/10/17 05:30:00 PM,12.72,35.10,,,,
469,12/10/17 06:00:00 PM,12.59,35.17,,,,
